epoch,train_loss,val_loss
0,1.3018829e+07,1.3450816e+07
1,1.1424608e+07,1.354823e+07
2,1.1263539e+07,1.3033455e+07
3,1.1851064e+07,1.4009173e+07
4,1.1639355e+07,1.3391277e+07
5,1.0497955e+07,1.1401002e+07
6,1.3145545e+07,1.4767081e+07
7,1.3227039e+07,1.3530806e+07
8,8.3868225e+06,1.2572823e+07
