epoch,train_loss,val_loss
0,6.711567e+07,1.5031613e+07
1,8.693105e+06,5.816637e+06
2,3.240725e+06,2.7999115e+06
3,1.6252358e+06,1.2482502e+06
4,933719.9,259937.95
5,85920.586,133729.19
6,28183.365,78.57863
7,15235.547,74.14888
8,949.0375,74.308136
9,18978.879,74.57801
10,45.492905,74.57801
