epoch,train_loss,val_loss
0,3.4793482e+06,3.4511355e+06
1,3.2130872e+06,3.3376865e+06
2,3.0547122e+06,3.0489632e+06
3,2.9066782e+06,2.9232295e+06
4,2.6833408e+06,2.9548192e+06
5,2.8757562e+06,3.061645e+06
6,2.799408e+06,2.909383e+06
7,2.930348e+06,3.0189635e+06
8,1.7491722e+06,2.7535252e+06
9,1.6535611e+06,2.836066e+06
10,1.621355e+06,2.7558028e+06
