hour_index,datetime,power_generated,price,gurobi_release,gurobi_direct,gurobi_charge,gurobi_discharge,gurobi_discharge_before_rte,gurobi_storage_start,gurobi_storage_end,gurobi_mode_binary_charge,gurobi_action,gurobi_curtailment,horizon_start_hour,horizon_end_hour,executed_hours,milp_release,milp_direct,milp_charge,milp_discharge,milp_discharge_before_rte,milp_storage,milp_mode_binary_charge,milp_action,milp_curtailment,optimal_release,optimal_direct,optimal_charge,optimal_discharge,optimal_discharge_before_rte,optimal_storage,optimal_curtailment,baseload_release
121,2020-01-11 01:00:00,222.69,20.905833333333337,192.87000000000006,192.87000000000006,29.819999999999936,0.0,0.0,870.1800000000001,900.0,1.0,-0.29819999999999935,0.0,0,167,168,192.87000000000006,192.87000000000006,29.819999999999936,0.0,0.0,870.1800000000001,1.0,-0.29819999999999935,0.0,192.87000000000006,192.87000000000006,29.819999999999936,0.0,0.0,870.1800000000001,0.0,122.69
122,2020-01-11 02:00:00,234.733,19.1975,134.733,134.733,100.0,0.0,0.0,900.0,1000.0,1.0,-1.0,0.0,0,167,168,134.733,134.733,100.0,0.0,0.0,900.0,1.0,-1.0,0.0,134.733,134.733,100.0,0.0,0.0,900.0,0.0,134.733
123,2020-01-11 03:00:00,222.884,22.790000000000003,222.884,222.884,0.0,0.0,0.0,1000.0,1000.0,-0.0,0.0,0.0,0,167,168,222.884,222.884,0.0,0.0,0.0,1000.0,-0.0,0.0,0.0,222.884,222.884,0.0,0.0,0.0,1000.0,0.0,122.88399999999999
124,2020-01-11 04:00:00,151.908,60.09583333333334,249.0,151.908,0.0,97.09200000000001,176.5309090909091,1000.0,823.4690909090909,-0.0,0.9709200000000001,0.0,0,167,168,249.0,151.908,0.0,97.09200000000001,176.5309090909091,1000.0,-0.0,0.9709200000000001,0.0,249.0,151.908,0.0,97.09200000000001,176.5309090909091,1000.0,0.0,113.3512619047619
125,2020-01-11 05:00:00,109.427,28.037500000000005,100.24818181818192,100.24818181818192,9.178818181818087,0.0,0.0,823.4690909090909,832.647909090909,1.0,-0.09178818181818088,0.0,0,167,168,100.24818181818192,100.24818181818192,9.178818181818087,0.0,0.0,823.4690909090909,1.0,-0.09178818181818088,0.0,100.24818181818192,100.24818181818192,9.178818181818087,0.0,0.0,823.4690909090909,0.0,113.3512619047619
126,2020-01-11 06:00:00,109.831,19.515833333333333,9.831000000000003,9.831000000000003,100.0,0.0,0.0,832.647909090909,932.647909090909,1.0,-1.0,0.0,0,167,168,9.831000000000003,9.831000000000003,100.0,0.0,0.0,832.647909090909,1.0,-1.0,0.0,9.831000000000003,9.831000000000003,100.0,0.0,0.0,832.647909090909,0.0,113.3512619047619
127,2020-01-11 07:00:00,104.076,56.810833333333335,204.076,104.076,0.0,100.0,181.8181818181818,932.647909090909,750.8297272727273,-0.0,1.0,0.0,0,167,168,204.076,104.076,0.0,100.0,181.8181818181818,932.647909090909,-0.0,1.0,0.0,204.076,104.076,0.0,100.0,181.8181818181818,932.647909090909,0.0,113.3512619047619
128,2020-01-11 08:00:00,87.625,20.88,0.0,0.0,87.625,0.0,0.0,750.8297272727273,838.4547272727273,1.0,-0.87625,0.0,0,167,168,0.0,0.0,87.625,0.0,0.0,750.8297272727273,1.0,-0.87625,0.0,0.0,0.0,87.625,0.0,0.0,750.8297272727273,0.0,113.3512619047619
129,2020-01-11 09:00:00,44.559,20.859166666666663,0.0,0.0,44.559,0.0,0.0,838.4547272727273,883.0137272727272,1.0,-0.44559,0.0,0,167,168,0.0,0.0,44.559,0.0,0.0,838.4547272727273,1.0,-0.44559,0.0,0.0,0.0,44.559,0.0,0.0,838.4547272727273,0.0,113.3512619047619
130,2020-01-11 10:00:00,37.869,36.659166666666664,37.869,37.869,0.0,0.0,0.0,883.0137272727272,883.0137272727272,-0.0,0.0,0.0,0,167,168,37.869,37.869,0.0,0.0,0.0,883.0137272727272,-0.0,0.0,0.0,37.869,37.869,0.0,0.0,0.0,883.0137272727272,0.0,113.3512619047619
131,2020-01-11 11:00:00,15.889,30.944999999999997,15.889,15.889,0.0,0.0,0.0,883.0137272727272,883.0137272727272,-0.0,0.0,0.0,0,167,168,15.889,15.889,0.0,0.0,0.0,883.0137272727272,-0.0,0.0,0.0,15.889,15.889,0.0,0.0,0.0,883.0137272727272,0.0,113.3512619047619
132,2020-01-11 12:00:00,1.181,138.49083333333337,101.181,1.181,0.0,100.0,181.8181818181818,883.0137272727272,701.1955454545455,-0.0,1.0,0.0,0,167,168,101.181,1.181,0.0,100.0,181.8181818181818,883.0137272727272,-0.0,1.0,0.0,101.181,1.181,0.0,100.0,181.8181818181818,883.0137272727272,0.0,60.58094047619048
133,2020-01-11 13:00:00,0.045,56.46333333333334,100.045,0.045,0.0,100.0,181.8181818181818,701.1955454545455,519.3773636363637,-0.0,1.0,0.0,0,167,168,100.045,0.045,0.0,100.0,181.8181818181818,701.1955454545455,-0.0,1.0,0.0,100.045,0.045,0.0,100.0,181.8181818181818,701.1955454545455,0.0,0.045
134,2020-01-11 14:00:00,3.396,21.770833333333332,0.0,0.0,3.396,0.0,0.0,519.3773636363637,522.7733636363637,1.0,-0.03396,0.0,0,167,168,0.0,0.0,3.396,0.0,0.0,519.3773636363637,1.0,-0.03396,0.0,0.0,0.0,3.396,0.0,0.0,519.3773636363637,0.0,3.396
135,2020-01-11 15:00:00,22.668,52.235833333333325,122.668,22.668,0.0,100.0,181.8181818181818,522.7733636363637,340.9551818181818,-0.0,1.0,0.0,0,167,168,122.668,22.668,0.0,100.0,181.8181818181818,522.7733636363637,-0.0,1.0,0.0,122.668,22.668,0.0,100.0,181.8181818181818,522.7733636363637,0.0,22.668
136,2020-01-11 16:00:00,40.863,20.590833333333332,0.0,0.0,40.863,0.0,0.0,340.9551818181818,381.8181818181818,1.0,-0.40863,0.0,0,167,168,0.0,0.0,40.863,0.0,0.0,340.9551818181818,1.0,-0.40863,0.0,0.0,0.0,40.863,0.0,0.0,340.9551818181818,0.0,40.863
137,2020-01-11 17:00:00,56.233,150.77571428571432,156.233,56.233,0.0,100.0,181.8181818181818,381.8181818181818,200.0,-0.0,1.0,0.0,0,167,168,156.233,56.233,0.0,100.0,181.8181818181818,381.8181818181818,-0.0,1.0,0.0,156.233,56.233,0.0,100.0,181.8181818181818,381.8181818181818,0.0,56.233
138,2020-01-11 18:00:00,60.971,20.396666666666665,0.0,0.0,60.971,0.0,0.0,200.0,260.971,1.0,-0.60971,0.0,0,167,168,0.0,0.0,60.971,0.0,0.0,200.0,1.0,-0.60971,0.0,0.0,0.0,60.971,0.0,0.0,200.0,0.0,60.971
139,2020-01-11 19:00:00,103.882,37.854166666666664,137.41605,103.882,0.0,33.53405,60.971,260.971,200.0,-0.0,0.3353405,0.0,0,167,168,137.41605,103.882,0.0,33.53405,60.971,260.971,-0.0,0.3353405,0.0,137.41605,103.882,0.0,33.53405,60.971,260.971,0.0,103.882
140,2020-01-11 20:00:00,159.829,29.59833333333334,159.829,159.829,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0,167,168,159.829,159.829,0.0,0.0,0.0,200.0,0.0,0.0,0.0,159.829,159.829,0.0,0.0,0.0,200.0,0.0,113.3512619047619
141,2020-01-11 21:00:00,221.92,9.0975,121.91999999999999,121.91999999999999,100.0,0.0,0.0,200.0,300.0,1.0,-1.0,0.0,0,167,168,121.91999999999999,121.91999999999999,100.0,0.0,0.0,200.0,1.0,-1.0,0.0,121.91999999999999,121.91999999999999,100.0,0.0,0.0,200.0,0.0,121.91999999999999
142,2020-01-11 22:00:00,234.391,23.933333333333337,234.391,234.391,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0,167,168,234.391,234.391,0.0,0.0,0.0,300.0,0.0,0.0,0.0,234.391,234.391,0.0,0.0,0.0,300.0,0.0,134.391
143,2020-01-11 23:00:00,235.002,8.847499999999998,135.002,135.002,100.0,0.0,0.0,300.0,400.0,1.0,-1.0,0.0,0,167,168,135.002,135.002,100.0,0.0,0.0,300.0,1.0,-1.0,0.0,135.002,135.002,100.0,0.0,0.0,300.0,0.0,135.002
144,2020-01-12 00:00:00,235.099,24.24333333333333,235.099,235.099,0.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0,167,168,235.099,235.099,0.0,0.0,0.0,400.0,0.0,0.0,0.0,235.099,235.099,0.0,0.0,0.0,400.0,0.0,135.099
145,2020-01-12 01:00:00,235.144,20.262500000000003,235.144,235.144,0.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0,167,168,235.144,235.144,0.0,0.0,0.0,400.0,0.0,0.0,0.0,235.144,235.144,0.0,0.0,0.0,400.0,0.0,135.144
146,2020-01-12 02:00:00,235.163,14.691666666666668,182.93400000000008,182.93400000000008,52.22899999999993,0.0,0.0,400.0,452.2289999999999,1.0,-0.5222899999999993,0.0,0,167,168,182.93400000000008,182.93400000000008,52.22899999999993,0.0,0.0,400.0,1.0,-0.5222899999999993,0.0,182.93400000000008,182.93400000000008,52.22899999999993,0.0,0.0,400.0,0.0,135.163
147,2020-01-12 03:00:00,235.157,18.349166666666665,235.157,235.157,0.0,0.0,0.0,452.2289999999999,452.2289999999999,0.0,0.0,0.0,0,167,168,235.157,235.157,0.0,0.0,0.0,452.2289999999999,0.0,0.0,0.0,235.157,235.157,0.0,0.0,0.0,452.2289999999999,0.0,135.157
148,2020-01-12 04:00:00,235.159,25.99333333333334,235.159,235.159,0.0,0.0,0.0,452.2289999999999,452.2289999999999,0.0,0.0,0.0,0,167,168,235.159,235.159,0.0,0.0,0.0,452.2289999999999,0.0,0.0,0.0,235.159,235.159,0.0,0.0,0.0,452.2289999999999,0.0,135.159
149,2020-01-12 05:00:00,235.128,19.823333333333338,235.128,235.128,0.0,0.0,0.0,452.2289999999999,452.2289999999999,0.0,0.0,0.0,0,167,168,235.128,235.128,0.0,0.0,0.0,452.2289999999999,0.0,0.0,0.0,235.128,235.128,0.0,0.0,0.0,452.2289999999999,0.0,135.128
150,2020-01-12 06:00:00,235.131,8.177857142857142,135.13099999999997,135.13099999999997,100.0,0.0,0.0,452.2289999999999,552.2289999999999,1.0,-1.0,2.842170943040401e-14,0,167,168,135.13099999999997,135.13099999999997,100.0,0.0,0.0,452.2289999999999,1.0,-1.0,2.842170943040401e-14,135.13099999999997,135.13099999999997,100.0,0.0,0.0,452.2289999999999,2.842170943040401e-14,181.60873809523812
151,2020-01-12 07:00:00,235.138,24.715833333333336,235.138,235.138,0.0,0.0,0.0,552.2289999999999,552.2289999999999,0.0,0.0,0.0,0,167,168,235.138,235.138,0.0,0.0,0.0,552.2289999999999,0.0,0.0,0.0,235.138,235.138,0.0,0.0,0.0,552.2289999999999,0.0,235.138
152,2020-01-12 08:00:00,235.145,16.993333333333336,235.145,235.145,0.0,0.0,0.0,552.2289999999999,552.2289999999999,0.0,0.0,0.0,0,167,168,235.145,235.145,0.0,0.0,0.0,552.2289999999999,0.0,0.0,0.0,235.145,235.145,0.0,0.0,0.0,552.2289999999999,0.0,235.145
153,2020-01-12 09:00:00,232.932,17.363333333333333,232.932,232.932,0.0,0.0,0.0,552.2289999999999,552.2289999999999,0.0,0.0,0.0,0,167,168,232.932,232.932,0.0,0.0,0.0,552.2289999999999,0.0,0.0,0.0,232.932,232.932,0.0,0.0,0.0,552.2289999999999,0.0,232.932
154,2020-01-12 10:00:00,189.88,19.941666666666663,189.88,189.88,0.0,0.0,0.0,552.2289999999999,552.2289999999999,0.0,0.0,0.0,0,167,168,189.88,189.88,0.0,0.0,0.0,552.2289999999999,0.0,0.0,0.0,189.88,189.88,0.0,0.0,0.0,552.2289999999999,0.0,189.88
155,2020-01-12 11:00:00,159.87,19.415,159.87,159.87,0.0,0.0,0.0,552.2289999999999,552.2289999999999,1.0,0.0,0.0,0,167,168,159.87,159.87,0.0,0.0,0.0,552.2289999999999,1.0,0.0,0.0,159.87,159.87,0.0,0.0,0.0,552.2289999999999,0.0,159.87
156,2020-01-12 12:00:00,112.509,21.79785714285714,112.509,112.509,0.0,0.0,0.0,552.2289999999999,552.2289999999999,-0.0,0.0,0.0,0,167,168,112.509,112.509,0.0,0.0,0.0,552.2289999999999,-0.0,0.0,0.0,112.509,112.509,0.0,0.0,0.0,552.2289999999999,0.0,113.3512619047619
157,2020-01-12 13:00:00,77.409,22.146666666666665,77.409,77.409,0.0,0.0,0.0,552.2289999999999,552.2289999999999,-0.0,0.0,0.0,0,167,168,77.409,77.409,0.0,0.0,0.0,552.2289999999999,-0.0,0.0,0.0,77.409,77.409,0.0,0.0,0.0,552.2289999999999,0.0,113.3512619047619
158,2020-01-12 14:00:00,41.485,20.5175,41.485,41.485,0.0,0.0,0.0,552.2289999999999,552.2289999999999,-0.0,0.0,0.0,0,167,168,41.485,41.485,0.0,0.0,0.0,552.2289999999999,-0.0,0.0,0.0,41.485,41.485,0.0,0.0,0.0,552.2289999999999,0.0,113.3512619047619
159,2020-01-12 15:00:00,23.145,20.494166666666665,23.145,23.145,0.0,0.0,0.0,552.2289999999999,552.2289999999999,-0.0,0.0,0.0,0,167,168,23.145,23.145,0.0,0.0,0.0,552.2289999999999,-0.0,0.0,0.0,23.145,23.145,0.0,0.0,0.0,552.2289999999999,0.0,113.3512619047619
160,2020-01-12 16:00:00,16.897,9.296666666666669,0.0,0.0,16.897,0.0,0.0,552.2289999999999,569.126,1.0,-0.16896999999999998,0.0,0,167,168,0.0,0.0,16.897,0.0,0.0,552.2289999999999,1.0,-0.16896999999999998,0.0,0.0,0.0,16.897,0.0,0.0,552.2289999999999,0.0,113.35126190476188
161,2020-01-12 17:00:00,10.309,21.332500000000003,10.309,10.309,0.0,0.0,0.0,569.126,569.126,-0.0,0.0,0.0,0,167,168,10.309,10.309,0.0,0.0,0.0,569.126,-0.0,0.0,0.0,10.309,10.309,0.0,0.0,0.0,569.126,0.0,110.309
162,2020-01-12 18:00:00,6.519,16.463076923076922,6.519,6.519,0.0,0.0,0.0,569.126,569.126,-0.0,0.0,0.0,0,167,168,6.519,6.519,0.0,0.0,0.0,569.126,-0.0,0.0,0.0,6.519,6.519,0.0,0.0,0.0,569.126,0.0,106.519
163,2020-01-12 19:00:00,2.481,18.452142857142853,2.481,2.481,0.0,0.0,0.0,569.126,569.126,-0.0,0.0,0.0,0,167,168,2.481,2.481,0.0,0.0,0.0,569.126,-0.0,0.0,0.0,2.481,2.481,0.0,0.0,0.0,569.126,0.0,57.16969047619057
164,2020-01-12 20:00:00,0.504,12.1025,0.0,0.0,0.504,0.0,0.0,569.126,569.63,1.0,-0.00504,0.0,0,167,168,0.0,0.0,0.504,0.0,0.0,569.126,1.0,-0.00504,0.0,0.0,0.0,0.504,0.0,0.0,569.126,0.0,0.504
165,2020-01-12 21:00:00,0.442,-0.0291666666666666,0.0,0.0,0.442,0.0,0.0,569.63,570.072,1.0,-0.00442,0.0,0,167,168,0.0,0.0,0.442,0.0,0.0,569.63,1.0,-0.00442,0.0,0.0,0.0,0.442,0.0,0.0,569.63,0.0,0.442
166,2020-01-12 22:00:00,5.788,25.328333333333333,5.788,5.788,0.0,0.0,0.0,570.072,570.072,-0.0,0.0,0.0,0,167,168,5.788,5.788,0.0,0.0,0.0,570.072,-0.0,0.0,0.0,5.788,5.788,0.0,0.0,0.0,570.072,0.0,5.788
167,2020-01-12 23:00:00,29.928,0.4225,0.0,0.0,29.928,0.0,0.0,570.072,600.0,1.0,-0.29928,0.0,0,167,168,0.0,0.0,29.928,0.0,0.0,570.072,1.0,-0.29928,0.0,0.0,0.0,29.928,0.0,0.0,570.072,0.0,29.928
