epoch,train_mse,val_mse,val_model_cove,val_teacher_cove,val_baseload_cove,val_model_improvement_vs_baseload_pct
0,2034.4970320159314,2045.2937418619792,8.075575765081949,6.8806414472978945,11.178137793505467,27.755625183168853
1,2017.4097637101715,2045.2369384765625,8.07483347937371,6.8806414472978945,11.178137793505467,27.76226569630217
2,2020.3547459022673,2044.7716145833333,8.074004363464827,6.8806414472978945,11.178137793505467,27.76968299535681
3,2022.6947787415747,2044.7691080729167,8.074088156112712,6.8806414472978945,11.178137793505467,27.768933383485557
4,2022.9453268612133,2044.976904296875,8.074519842766856,6.8806414472978945,11.178137793505467,27.765071500029485
