time_stamp,speed,power,historical_power
2020-01-01 01:00:00,8.143577,0.5971093710767017,0.5702371233828963
2020-01-01 02:00:00,8.668293,0.6451899430385505,0.6071276675919431
2020-01-01 03:00:00,9.599056,0.7263476000633414,0.6373518999963637
2020-01-01 04:00:00,11.01415,0.808215845124944,0.6731699527418626
2020-01-01 05:00:00,10.188864,0.7605015809389296,0.6881542659072619
2020-01-01 06:00:00,10.1631155,0.7613819443241572,0.6741633907805789
2020-01-01 07:00:00,9.97234,0.7508765874863654,0.6609851848611639
2020-01-01 08:00:00,9.534678,0.71117135135839,0.6686338672250298
2020-01-01 09:00:00,10.061587,0.44681632524023746,0.6845309839358171
2020-01-01 10:00:00,9.733023,0.41800846307341605,0.675086734782611
2020-01-01 11:00:00,10.130447,0.43218080375771534,0.6820508144874361
2020-01-01 12:00:00,10.358294,0.43798933841610976,0.6916447381249899
2020-01-01 13:00:00,10.458365,0.42337775360842905,0.6788112051378403
2020-01-01 14:00:00,10.599722,0.4211137484817549,0.6637304467941466
2020-01-01 15:00:00,10.901881,0.4570098012070818,0.6692120112719644
2020-01-01 16:00:00,11.276004,0.4933778020204313,0.6643491715991613
2020-01-01 17:00:00,12.269053,0.5360937086484285,0.6714165477790994
2020-01-01 18:00:00,13.779095,0.5623220627874951,0.6955505043344993
2020-01-01 19:00:00,13.555076,0.5553045491456832,0.7551478272693208
2020-01-01 20:00:00,12.467865,0.5336247085650672,0.7912009321979857
2020-01-01 21:00:00,13.017313,0.5313743963493018,0.7766103050882474
2020-01-01 22:00:00,13.637405,0.5279418527276556,0.7598530871152932
2020-01-01 23:00:00,13.828126,0.5229263549840483,0.7306375764117229
2020-01-02 00:00:00,13.570353,0.5336468043757454,0.6897664287509928
2020-01-02 01:00:00,13.232642,0.5457080826923224,0.6762482931048022
2020-01-02 02:00:00,12.819013,0.5277673994632391,0.6931904960918622
2020-01-02 03:00:00,13.058343,0.5491082089258277,0.6947241325335938
2020-01-02 04:00:00,12.348043,0.5600910169773925,0.701191756730477
2020-01-02 05:00:00,11.131721,0.4878119288793587,0.6839697046195132
2020-01-02 06:00:00,10.144787,0.42975426317075544,0.6520621612890135
2020-01-02 07:00:00,10.244671,0.43019244832353676,0.6292093972387166
2020-01-02 08:00:00,9.897821,0.39944989927777125,0.6085242780973001
2020-01-02 09:00:00,9.637498,0.37245237850284796,0.5579427347530977
2020-01-02 10:00:00,8.255072,0.25192597346199014,0.4658866026052847
2020-01-02 11:00:00,8.256489,0.25094715929906486,0.45579516941412457
2020-01-02 12:00:00,7.9587784,0.22683967641537428,0.4528101120924862
2020-01-02 13:00:00,7.5402265,0.192307297919855,0.4195939710696087
2020-01-02 14:00:00,6.852002,0.15440655269091316,0.39761922705777386
2020-01-02 15:00:00,6.300098,0.12337587433972311,0.4467946734856395
2020-01-02 16:00:00,6.071115,0.10590352838568538,0.4856747288862796
2020-01-02 17:00:00,5.151057,0.06675663498201927,0.3988440281198303
2020-01-02 18:00:00,5.39632,0.0687196571138814,0.3215245084062777
2020-01-02 19:00:00,6.4234576,0.11521384186219322,0.32864933007492686
2020-01-02 20:00:00,6.4619207,0.12080329998569993,0.37571773921961626
2020-01-02 21:00:00,6.337903,0.10201368912340379,0.38821028843432587
2020-01-02 22:00:00,6.5097294,0.12736927430810277,0.44055050696961345
2020-01-02 23:00:00,6.953968,0.14979762188361267,0.4716885969650863
2020-01-03 00:00:00,7.0233855,0.15803779464114426,0.4870091506974357
2020-01-03 01:00:00,7.2587504,0.16132492444643046,0.47114523642507766
2020-01-03 02:00:00,7.7716703,0.18397142267858846,0.45303515084184
2020-01-03 03:00:00,8.468157,0.2260376195424239,0.4587976184892259
2020-01-03 04:00:00,9.505861,0.34321581581878086,0.4533682292717968
2020-01-03 05:00:00,9.298434,0.3273834709741982,0.4480853524017222
2020-01-03 06:00:00,8.903375,0.2890152679080381,0.4152370733157273
2020-01-03 07:00:00,9.07242,0.29903896923924006,0.42357615558978867
2020-01-03 08:00:00,9.560622,0.3302787499585,0.4485828619553285
2020-01-03 09:00:00,9.289868,0.31061504831179104,0.4509539376774421
2020-01-03 10:00:00,9.149009,0.3079499302509089,0.4390437486923246
2020-01-03 11:00:00,8.514799,0.2607890101492738,0.4463656769002204
2020-01-03 12:00:00,7.8709326,0.21517877751055733,0.45060135940269347
2020-01-03 13:00:00,7.8699207,0.21613432241652952,0.40822292644184227
2020-01-03 14:00:00,7.3733273,0.16910002440556193,0.3753177288899687
2020-01-03 15:00:00,6.5892935,0.1321924182559729,0.29648723471646965
2020-01-03 16:00:00,5.904866,0.10261387729505045,0.2500117262580167
