epoch,train_loss,val_loss
0,5.856367e+07,4.372027e+07
1,4.110398e+07,3.9919436e+07
2,3.9424468e+07,3.885596e+07
3,3.6716576e+07,3.807105e+07
4,3.6541924e+07,3.6800796e+07
5,3.6952268e+07,3.6864756e+07
6,3.526011e+07,3.616824e+07
7,3.522084e+07,3.608103e+07
8,2.12767e+07,3.7026548e+07
9,2.0798726e+07,3.5711172e+07
10,1.990688e+07,3.5718308e+07
