method,hours,horizon_hours,step_hours,terminal_policy,storage_type,storage_rating,storage_duration,storage_capacity,rated_grid_capacity,num_windows,gurobi_runtime_seconds_sum,gurobi_runtime_seconds_mean,generation_revenue,baseload_revenue,gurobi_revenue,wind_cost_c_ntg,dispatch_cost_c,ntg_profit_sum_gi_pi_minus_c_ntg,baseload_profit_sum_di_pi_minus_c,gurobi_profit_sum_di_pi_minus_c,ntg_cove,baseload_cove,gurobi_cove,gurobi_improvement_vs_baseload_pct,paper_cove_nn_improvement_pct,gurobi_minus_paper_cove_nn_pct_points,final_soc,max_soc,max_wind_only_violation,max_delivered_definition_violation,max_grid_violation,max_charge_mode_violation,max_discharge_mode_violation,max_available_energy_violation,max_soc_update_violation,max_soc_lower_violation,max_soc_upper_violation
rolling_horizon_gurobi_mip,385572.0,168.0,24.0,equal-initial,caes,100.0,24.0,2400.0,249.0,16066.0,107.60259962081909,0.006697535143832882,33083484.545170747,29772906.501203924,44540931.495212615,42559080.0,51896025.0,-9475595.454829253,-22123118.498796076,-7355093.504787385,1.286414674424385,1.7430621023816228,1.1651311110450828,33.15607576728834,32.3,0.8560757672883454,451.6713636363636,2400.0,2.6716406864579767e-12,2.2026824808563106e-12,0.0,0.0,0.0,6.252776074688882e-13,4.092726157978177e-12,0.0,0.0
