epoch,train_loss,val_loss
0,2.421687e+10,6.6263235e+09
1,4.2668808e+09,3.054888e+09
2,2.47987e+09,2.0433723e+09
3,2.1719324e+09,1.8596823e+09
4,2.1027653e+09,1.8164717e+09
5,2.0737021e+09,1.8146094e+09
6,1.9947402e+09,1.7115178e+09
7,1.8872294e+09,1.5215306e+09
8,9.9407616e+08,1.238839e+09
9,8.943149e+08,1.1662784e+09
10,7.610839e+08,1.200631e+09
