epoch,train_loss,val_loss
0,5.452797,5.480142
1,5.2161336,5.610941
2,5.1876335,5.5049996
3,5.025069,5.2922764
4,5.914336,6.171177
5,5.655682,5.8533945
6,5.546367,5.698661
