hour_index,datetime,horizon_hours,execution_step_hours,actual_generation_mw,forecast_generation_mw,actual_price,forecast_price,planned_direct_mw,planned_charge_mw,planned_discharge_mw,realized_direct_mw,realized_charge_mw,realized_discharge_mw,realized_delivered_mw,realized_curtailment_mw,soc_start_mwh,soc_end_mwh,mode_charge_binary,solver_objective,solver_runtime_seconds,solver_status,used_baseload_gate
297988,2014-01-01 00:00:00,48,24,233.728,226.43102062127056,0.6338418228151279,-0.03864852963542813,75.0,100.0,0.0,75.0,100.0,0.0,75.0,58.72800000000001,600.0,700.0,1.0,2470.449548058456,0.007544994354248047,2,0.0
297989,2014-01-01 01:00:00,48,24,234.865,217.7076102317247,0.4034051595587312,-0.8861852563257073,75.0,100.0,0.0,75.0,100.0,0.0,75.0,59.86500000000001,700.0,800.0,1.0,2470.449548058456,0.007544994354248047,2,0.0
297990,2014-01-01 02:00:00,48,24,234.757,209.35644941272056,1.0920435919798503,0.7781949715225679,209.954527342198,0.0,39.04547265780201,209.954527342198,0.0,39.04547265780201,249.0,24.802472657802014,800.0,729.0082315312691,0.0,2470.449548058456,0.007544994354248047,2,0.0
297991,2014-01-01 03:00:00,48,24,234.974,198.29246559916373,0.3778472609288514,-0.011339276744034977,75.0,100.0,0.0,75.0,100.0,0.0,75.0,59.97399999999999,729.0082315312691,829.0082315312691,1.0,2470.449548058456,0.007544994354248047,2,0.0
297992,2014-01-01 04:00:00,48,24,234.63,185.9005598513773,0.33640843806321574,-0.027932616272609727,75.0,100.0,0.0,75.0,100.0,0.0,75.0,59.629999999999995,829.0082315312691,929.0082315312691,1.0,2470.449548058456,0.007544994354248047,2,0.0
297993,2014-01-01 05:00:00,48,24,233.969,174.46966869261814,0.9019177607087925,0.8072258947049401,149.0,0.0,100.0,149.0,0.0,100.0,249.0,84.969,929.0082315312691,747.1900497130873,0.0,2470.449548058456,0.007544994354248047,2,0.0
297994,2014-01-01 06:00:00,48,24,233.65,162.65582157270626,0.8779627964877553,0.10252843422486074,75.0,97.60367255273385,0.0,75.0,97.60367255273385,0.0,75.0,61.04632744726615,747.1900497130873,844.7937222658212,1.0,2470.449548058456,0.007544994354248047,2,0.0
297995,2014-01-01 07:00:00,48,24,234.341,152.59947769287874,0.32471295367277125,-0.8752912391396843,75.0,83.94548775994143,0.0,75.0,83.94548775994143,0.0,75.0,75.39551224005858,844.7937222658212,928.7392100257626,1.0,2470.449548058456,0.007544994354248047,2,0.0
297996,2014-01-01 08:00:00,48,24,233.96,143.08369388493162,0.321774240589893,-0.47191576355148723,75.0,71.2607899742374,0.0,75.0,71.26078997423735,0.0,75.0,87.69921002576265,928.7392100257626,1000.0,1.0,2470.449548058456,0.007544994354248047,2,0.0
297997,2014-01-01 09:00:00,48,24,222.297,135.1923637472126,1.1670253015490448,0.9264248467817645,135.64913980827941,0.0,0.0,135.64913980827941,0.0,0.0,135.64913980827941,86.64786019172058,1000.0,1000.0,0.0,2470.449548058456,0.007544994354248047,2,0.0
297998,2014-01-01 10:00:00,48,24,198.914,129.09343634405295,0.842668555522683,1.1844794762231092,127.14557566129356,0.0,100.0,127.14557566129356,0.0,100.0,227.14557566129355,71.76842433870642,1000.0,818.1818181818182,0.0,2470.449548058456,0.007544994354248047,2,0.0
297999,2014-01-01 11:00:00,48,24,201.568,124.31514853234461,1.7853127238042927,0.6550658617470259,120.90243964577868,0.0,0.0,120.90243964577868,0.0,0.0,120.90243964577868,80.66556035422133,818.1818181818182,818.1818181818182,0.0,2470.449548058456,0.007544994354248047,2,0.0
298000,2014-01-01 12:00:00,48,24,214.83,118.06951479599383,0.5889596593675339,0.9622355888341306,114.95681104065997,0.0,0.0,114.95681104065997,0.0,0.0,114.95681104065997,99.87318895934004,818.1818181818182,818.1818181818182,0.0,2470.449548058456,0.007544994354248047,2,0.0
298001,2014-01-01 13:00:00,48,24,196.933,113.10801469798258,0.22452955312010617,0.8302606558394199,110.13092079127034,0.0,0.0,110.13092079127034,0.0,0.0,110.13092079127034,86.80207920872965,818.1818181818182,818.1818181818182,0.0,2470.449548058456,0.007544994354248047,2,0.0
298002,2014-01-01 14:00:00,48,24,167.938,108.67857278755379,0.9040312594108221,0.47716982633602695,75.0,31.879897626852,0.0,75.0,31.879897626852,0.0,75.0,61.05810237314799,818.1818181818182,850.0617158086702,1.0,2470.449548058456,0.007544994354248047,2,0.0
298003,2014-01-01 15:00:00,48,24,115.261,106.31260979982142,0.5883362959863175,0.430862832302795,75.0,30.435373464781478,0.0,75.0,30.435373464781478,0.0,75.0,9.825626535218518,850.0617158086702,880.4970892734517,1.0,2470.449548058456,0.007544994354248047,2,0.0
298004,2014-01-01 16:00:00,48,24,102.374,106.22915660503944,1.0325272310589337,0.5962025481778601,105.67125332188098,0.0,0.0,102.374,0.0,0.0,102.374,0.0,880.4970892734517,880.4970892734517,0.0,2470.449548058456,0.007544994354248047,2,0.0
298005,2014-01-01 17:00:00,48,24,47.77,109.2960055492594,0.511721968037746,0.528374675507389,75.0,33.04072901760712,0.0,14.729270982392883,33.04072901760712,0.0,14.729270982392883,0.0,880.4970892734517,913.5378182910588,1.0,2470.449548058456,0.007544994354248047,2,0.0
298006,2014-01-01 18:00:00,48,24,222.201,113.53703556177759,0.4541350652015475,0.3038748063578169,75.0,35.85318222971087,0.0,75.0,35.85318222971087,0.0,75.0,111.34781777028913,913.5378182910588,949.3910005207697,1.0,2470.449548058456,0.007544994354248047,2,0.0
298007,2014-01-01 19:00:00,48,24,234.84,117.12652749006051,0.632387308258956,1.043925875744037,112.7986427079182,0.0,56.5695965309954,112.7986427079182,0.0,56.5695965309954,169.3682392389136,122.0413572920818,949.3910005207697,846.5371886462326,0.0,2470.449548058456,0.007544994354248047,2,0.0
298008,2014-01-01 20:00:00,48,24,234.968,121.32303793710292,0.6586279382111206,0.4904979291058481,75.0,40.00738583350635,0.0,75.0,40.00738583350635,0.0,75.0,119.96061416649364,846.5371886462326,886.5445744797389,1.0,2470.449548058456,0.007544994354248047,2,0.0
298009,2014-01-01 21:00:00,48,24,234.825,125.82348597061673,1.806137170825154,0.7762655134378501,117.80919382524722,0.0,0.0,117.80919382524722,0.0,0.0,117.80919382524722,117.01580617475277,886.5445744797389,886.5445744797389,0.0,2470.449548058456,0.007544994354248047,2,0.0
298010,2014-01-01 22:00:00,48,24,234.979,125.81124077220892,1.3419438063772364,0.7039256772461924,117.0694477469514,0.0,0.0,117.0694477469514,0.0,0.0,117.0694477469514,117.90955225304862,886.5445744797389,886.5445744797389,0.0,2470.449548058456,0.007544994354248047,2,0.0
298011,2014-01-01 23:00:00,48,24,234.413,127.88267508184659,1.9038111341765112,0.8153889866018241,118.50915157266117,0.0,0.0,118.50915157266117,0.0,0.0,118.50915157266117,115.90384842733884,886.5445744797389,886.5445744797389,0.0,2470.449548058456,0.007544994354248047,2,0.0
298012,2014-01-02 00:00:00,48,24,215.003,225.30460722482496,1.2079298129450666,0.6338418228151279,249.0,0.0,0.0,215.003,0.0,0.0,215.003,0.0,886.5445744797389,886.5445744797389,1.0,3047.7567176550046,0.005731105804443359,2,0.0
298013,2014-01-02 01:00:00,48,24,204.668,214.35403561870905,0.9221325446425304,0.4034051595587312,189.5885554162064,68.05654801855201,0.0,136.611451981448,68.05654801855201,0.0,136.611451981448,0.0,886.5445744797389,954.6011224982909,1.0,3047.7567176550046,0.005731105804443359,2,0.0
298014,2014-01-02 02:00:00,48,24,188.827,205.5729106408456,0.5532795267855183,1.0920435919798503,163.96938262594,0.0,85.03061737406,163.96938262594,0.0,85.03061737406,249.0,24.85761737406,954.6011224982909,800.0,0.0,3047.7567176550046,0.005731105804443359,2,0.0
298015,2014-01-02 03:00:00,48,24,180.726,193.64564319861324,1.736893927295919,0.3778472609288514,119.71976121098916,100.0,0.0,80.726,100.0,0.0,80.726,0.0,800.0,900.0,1.0,3047.7567176550046,0.005731105804443359,2,0.0
298016,2014-01-02 04:00:00,48,24,128.481,181.2099101418395,0.36018529846104824,0.33640843806321574,101.14875352343049,100.0,0.0,28.480999999999995,100.0,0.0,28.480999999999995,0.0,900.0,1000.0,1.0,3047.7567176550046,0.005731105804443359,2,0.0
298017,2014-01-02 05:00:00,48,24,100.107,167.3978297938659,0.18190337143310564,0.9019177607087925,170.3460433613787,0.0,78.65395663862132,100.107,0.0,78.65395663862132,178.76095663862134,0.0,1000.0,856.9928061115976,0.0,3047.7567176550046,0.005731105804443359,2,0.0
298018,2014-01-02 06:00:00,48,24,71.27,156.48173580631857,0.42721170392709795,0.8779627964877553,166.42958678634616,0.0,0.0,71.27,0.0,0.0,71.27,0.0,856.9928061115976,856.9928061115976,0.0,3047.7567176550046,0.005731105804443359,2,0.0
298019,2014-01-02 07:00:00,48,24,45.237,145.93783007381728,1.8389516585594528,0.32471295367277125,75.0,77.28384014087997,0.0,0.0,45.237,0.0,0.0,0.0,856.9928061115976,902.2298061115976,1.0,3047.7567176550046,0.005731105804443359,2,0.0
298020,2014-01-02 08:00:00,48,24,20.499,137.54625765821663,1.5459411854171252,0.321774240589893,75.0,65.72335374752241,0.0,0.0,20.499,0.0,0.0,0.0,902.2298061115976,922.7288061115976,1.0,3047.7567176550046,0.005731105804443359,2,0.0
298021,2014-01-02 09:00:00,48,24,9.342,130.9060549448381,0.4832253563249879,1.1670253015490448,131.36283100590492,0.0,17.775640917665978,9.342,0.0,17.775640917665978,27.11764091766598,0.0,922.7288061115976,890.4094589885685,0.0,3047.7567176550046,0.005731105804443359,2,0.0
298022,2014-01-02 10:00:00,48,24,15.186,127.35880588434038,0.8171700248338714,0.842668555522683,125.410945201581,0.0,0.0,15.186,0.0,0.0,15.186,0.0,890.4094589885685,890.4094589885685,0.0,3047.7567176550046,0.005731105804443359,2,0.0
298023,2014-01-02 11:00:00,48,24,14.691,121.21272909920988,0.7516278178945281,1.7853127238042927,117.80002021264396,0.0,100.0,14.691,0.0,100.0,114.691,0.0,890.4094589885685,708.5912771703868,0.0,3047.7567176550046,0.005731105804443359,2,0.0
298024,2014-01-02 12:00:00,48,24,6.271,117.02996565876356,0.7628186747858924,0.5889596593675339,75.0,38.917261903429704,0.0,0.0,6.271,0.0,0.0,0.0,708.5912771703868,714.8622771703867,1.0,3047.7567176550046,0.005731105804443359,2,0.0
