candidate,wind_forecast,price_forecast,horizon_hours,is_oracle,hours,test_start,test_end,wind_only_revenue,baseload_revenue,dispatch_revenue,dispatch_cove_index,wind_only_cove_index,baseload_cove_index,revenue_gain_vs_wind_only_pct,revenue_gain_vs_baseload_pct,cove_reduction_vs_wind_only_pct,cove_reduction_vs_baseload_pct,final_soc,min_soc,max_soc,sum_charge_mwh,sum_discharge_mwh,max_wind_balance_violation,max_delivered_definition_violation,max_grid_violation,max_charge_mode_violation,max_discharge_mode_violation,max_available_energy_violation,max_soc_update_violation,max_soc_low_violation,max_soc_high_violation,100mw_baseload_revenue,100mw_baseload_cove,revenue_gain_vs_100mw_baseload_pct,cove_reduction_vs_100mw_baseload_pct,mean_solver_runtime_seconds,total_solver_runtime_seconds,time_limit_fraction,gate_fraction
single_forecast_recourse,causal ridge,daily lag,48,False,96,2014-01-01 00:00:00,2014-01-04 23:00:00,10290.944487954182,9964.055596542461,7777.969208761559,7541.181820818665,4135.585421709009,5886.667274352963,-24.419287093950672,-21.939724910200997,-82.34859280702057,-28.10613322200308,199.99999999999994,199.99999999999994,930.3200550147033,2815.9284436321486,1768.7606439976819,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,46.97820932553344,0.0,0.0,6014.43651542177,9752.38159877505,29.321661120170916,22.673433720375776,0.004115700721740723,0.3951072692871094,0.0,0.0
three_scenario_expected,"causal ridge residual scenarios [0.5, 0.1, 0.9]","daily lag residual scenarios [0.5, 0.9, 0.1]",48,False,96,2014-01-01 00:00:00,2014-01-04 23:00:00,10290.944487954182,9964.055596542461,5533.692936156577,10599.626809206158,4135.585421709009,5886.667274352963,-46.22755041936231,-44.463447814594936,-156.30293485331802,-80.06159198748367,199.99999999999997,199.99999999999994,1000.0,1283.9959581315306,926.1977769723419,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,46.9782093255335,0.0,0.0,6014.43651542177,9752.38159877505,-7.993160756331974,-8.68757238270421,0.005293548107147217,0.5081806182861328,0.0,0.0
