best_val_cove,test_cove_dv_cove,test_teacher_cove,test_baseload_cove,test_cove_dv_improvement_vs_baseload_pct,test_teacher_improvement_vs_baseload_pct,test_original_cove_nn_cove,test_original_improvement_vs_baseload_pct,test_cove_dv_delta_vs_original_cove
7.01802793508511,12.94796877441843,12.725301155552582,20.305371355569086,36.23377505544988,37.33036971982068,14.829816781972468,26.966040057646403,1.881848007554039
