variable,lead_hours,rmse,mae,bias,correlation,samples
generation_mw,1-24,63.17819366106907,50.14302689723942,-2.2706148787848357,0.5416456210128094,87432
generation_mw,25-48,71.82659747354819,60.3800182560595,-2.6426816240155437,0.29360030999624465,87432
generation_mw,49-72,72.00123291031386,60.648027354492754,-2.776344441682704,0.28592904286607507,87432
generation_mw,73-168,72.07841201999054,60.73816416054317,-2.9232828807920943,0.2812512637196838,349728
dam_augmented_hb_west_price_normalized,1-24,3.7996872297086606,1.9490446300570587,0.712728725978391,0.1423278763056371,87432
dam_augmented_hb_west_price_normalized,25-48,4.688065745431098,2.974635821548762,2.357962883176376,0.015238582387126748,87432
dam_augmented_hb_west_price_normalized,49-72,4.827559463273052,3.087205572948191,2.4747719920291518,0.014779508961419392,87432
dam_augmented_hb_west_price_normalized,73-168,4.921791092532307,3.1576028093002657,2.5439902022189136,0.018672663797246553,349728
