epoch,train_loss,val_loss
0,1.04168844e+06,387594.44
1,328598.2,271596.38
2,252369.95,222058.45
3,215510.28,188926.05
4,195139.0,174650.38
5,183079.77,166646.89
6,184906.62,168090.66
7,168799.17,165727.1
8,120109.13,150642.9
9,115242.11,151384.45
10,108941.09,149450.31
