datetime,speed,power,nwpdb,pluswind,rnn_preds
2018-07-14 19:00:00,2.5281836835922316,0,0.0,0.0,0.0
2018-07-14 20:00:00,3.898791029118073,3,0.0,4.897290276,0.0
2018-07-14 21:00:00,4.030330336616393,8,3.70784023,5.554895758,0.0
2018-07-14 22:00:00,4.175650863746994,12,5.857458672,6.332575025,2.0256732
2018-07-14 23:00:00,3.8974516699997306,13,8.088126015,4.890815658,0.68757343
2018-07-15 00:00:00,3.7252477715374535,12,3.097051664,4.094631734,0.0
2018-07-15 01:00:00,5.397041475016693,7,0.756120321,0.0,1.4526005
2018-07-15 02:00:00,3.432598233104331,2,0.756120321,2.901093698,0.0
2018-07-15 03:00:00,4.502212740305141,11,1.666632657,8.286445345,0.0
2018-07-15 04:00:00,5.216691407171795,10,5.307086625,13.65773678,1.2861342
2018-07-15 05:00:00,5.199734256476857,7,10.21375795,13.51148434,4.320852
2018-07-15 06:00:00,4.09246087782151,5,8.37760643,5.880704856,1.5385265
2018-07-15 07:00:00,2.6609211545824785,5,2.271047614,0.0,0.0
2018-07-15 08:00:00,1.963233889748288,2,0.0,0.0,0.0
2018-07-15 09:00:00,1.324367550139869,0,0.0,0.0,0.0
2018-07-15 10:00:00,2.251204446645944,0,0.0,0.0,0.0
2018-07-15 11:00:00,2.521115999493449,1,0.0,0.0,0.0
2018-07-15 12:00:00,3.112585438714169,2,0.0,1.81267418,0.0
2018-07-15 13:00:00,5.397041475016693,1,0.173477904,0.0,0.0
2018-07-15 14:00:00,3.6220651421022754,0,0.173477904,3.651343064,0.0
2018-07-15 15:00:00,3.0618162011341896,0,0.687307073,1.65949461,0.0
2018-07-15 16:00:00,2.5396729584699,0,0.0,0.0,0.0
2018-07-15 17:00:00,1.5392768750622017,0,0.0,0.0,0.0
2018-07-15 18:00:00,1.724747162782467,0,0.0,0.0,0.0
2018-07-15 19:00:00,1.545020229943726,0,0.0,0.0,0.0
2018-07-15 20:00:00,1.639590927904322,1,0.0,0.0,0.0
2018-07-15 21:00:00,0.9379415982242948,1,0.0,0.0,0.0
2018-07-15 22:00:00,0.9130606990263688,0,0.0,0.0,0.0
2018-07-15 23:00:00,1.0668710973568616,1,0.0,0.0,0.0
2018-07-16 00:00:00,0.8320857253233321,0,0.0,0.0,0.0
2018-07-16 01:00:00,0.4312990401158217,0,0.0,0.0,0.0
