epoch,train_loss,val_loss
0,40456092.0,8982406.0
1,4882468.5,3369448.5
2,1814641.4,1615263.5
3,808007.0,559875.5
4,326404.66,43387.47
5,18046.19,18492.182
6,12033.545,8221.863
7,6714.612,4618.6074
8,4399.2266,2702.858
9,3123.4036,1829.8826
10,1235.8689,1642.0518
