variable,lead_hours,rmse,mae,bias,correlation,samples
generation_mw,1-24,63.17819366106907,50.14302689723942,-2.2706148787848357,0.5416456210128094,87432
generation_mw,25-48,71.82659747354819,60.3800182560595,-2.6426816240155437,0.29360030999624465,87432
generation_mw,49-72,72.00123291031386,60.648027354492754,-2.776344441682704,0.28592904286607507,87432
generation_mw,73-168,72.07841201999054,60.73816416054317,-2.9232828807920943,0.2812512637196838,349728
dam_augmented_lz_west_price_normalized,1-24,3.797804438350384,1.9489961715374706,0.7085468608098879,0.14237289668107422,87432
dam_augmented_lz_west_price_normalized,25-48,4.686636859887444,2.9704573307045004,2.3429550495674425,0.015149733083140906,87432
dam_augmented_lz_west_price_normalized,49-72,4.825975769031921,3.084415571295961,2.4616302408336312,0.014760157933401692,87432
dam_augmented_lz_west_price_normalized,73-168,4.918738972163275,3.152241369047983,2.5294485184859816,0.018593519013927695,349728
