best_val_cove,test_cove_dv_chronological_cove,test_teacher_cove,test_baseload_cove,test_cove_dv_chronological_improvement_vs_baseload_pct,test_teacher_improvement_vs_baseload_pct,test_final_soc_mean_pct,test_final_soc_max_pct
6.355746031777468,13.930735694667646,12.858241823184663,15.65528270007334,11.01575128629018,17.866434803349627,52.28356093611852,98.32494354248047
