epoch,train_loss,val_loss
0,1.4926293e+11,2.6363881e+10
1,1.3855401e+10,7.4349373e+09
2,1.8042188e+09,2.9161885e+08
3,2.7584653e+08,2.4524256e+08
4,2.5493931e+08,2.353296e+08
5,2.7419798e+08,2.2903317e+08
6,2.5314005e+08,2.2890685e+08
7,2.5679091e+08,2.2875728e+08
8,1.6435634e+08,2.2869042e+08
9,1.6253251e+08,2.2865184e+08
10,1.5598386e+08,2.2851896e+08
