epoch,train_loss,val_loss
0,853029.8,580225.4
1,494045.8,472371.44
2,440502.38,440198.53
3,411896.34,434526.06
4,419604.2,445071.78
5,414278.72,433816.38
6,403477.28,422739.03
7,402459.5,423016.22
8,236484.72,438218.66
9,230682.23,412600.78
10,222348.3,410977.25
