epoch,train_loss,val_loss
0,4.363807e+10,8.611389e+09
1,5.1469496e+09,3.4554813e+09
2,1.8290726e+09,8.570258e+08
3,7.987399e+08,7.346405e+08
4,7.865317e+08,7.2269024e+08
5,8.061934e+08,7.2410515e+08
6,7.865658e+08,7.18789e+08
7,8.1853715e+08,7.214722e+08
8,5.2712208e+08,7.1751744e+08
9,5.2078352e+08,7.1327814e+08
10,4.9548896e+08,7.056083e+08
