epoch,train_loss,val_loss
0,2.6214284e+11,5.761206e+10
1,3.383608e+10,2.3013745e+10
2,1.2705585e+10,1.2244054e+10
3,6.2370007e+09,4.3244206e+09
4,3.3676303e+09,1.308059e+09
5,4.2595133e+08,6.5005594e+08
6,1.654337e+08,1.5991365e+06
7,1.7178658e+07,838552.9
8,1.1570496e+07,824459.2
9,5.0808788e+07,830643.75
10,516793.78,830643.75
