method,hours,horizon_hours,step_hours,terminal_policy,storage_type,storage_rating,storage_duration,storage_capacity,rated_grid_capacity,num_windows,gurobi_runtime_seconds_sum,gurobi_runtime_seconds_mean,generation_revenue,baseload_revenue,gurobi_revenue,wind_cost_c_ntg,dispatch_cost_c,ntg_profit_sum_gi_pi_minus_c_ntg,baseload_profit_sum_di_pi_minus_c,gurobi_profit_sum_di_pi_minus_c,ntg_cove,baseload_cove,gurobi_cove,gurobi_improvement_vs_baseload_pct,paper_cove_nn_improvement_pct,gurobi_minus_paper_cove_nn_pct_points,final_soc,max_soc,max_wind_only_violation,max_delivered_definition_violation,max_grid_violation,max_charge_mode_violation,max_discharge_mode_violation,max_available_energy_violation,max_soc_update_violation,max_soc_lower_violation,max_soc_upper_violation
rolling_horizon_gurobi_mip,168.0,168.0,168.0,equal-initial,caes,100.0,10.0,1000.0,249.0,1.0,0.01622486114501953,0.01622486114501953,17993.20041608194,17258.44783201332,19964.734916737398,42559080.0,51416725.0,-42541086.79958392,-51399466.55216799,-51396760.26508326,2365.2868314611555,2979.2206982035345,2575.377294736575,13.555336927891123,32.3,-18.744663072108875,600.0,1000.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0
