epoch,train_loss,val_loss
0,18.27617,7.885056
1,6.733897,6.506931
2,6.324718,6.2411866
3,6.2568336,5.9978385
4,6.134244,5.768422
5,5.880138,5.6700993
6,5.70289,5.542624
7,5.5689163,5.3710194
8,3.9874437,4.3478155
9,3.336242,4.2247906
10,3.2440467,4.2247868
