power_generated,price,optimal_release,optimal_direct,optimal_charge,optimal_discharge_before_rte,optimal_storage,baseload_release,optimal_curtailment
152.47,-0.040585486863050496,0.0,0.0,152.47,0.0,1646.6609999999998,118.99310714285714,0.0
115.641,-0.012013304111462945,0.0,0.0,115.641,0.0,1799.1309999999999,118.99310714285714,0.0
85.228,0.020661702403007527,0.0,0.0,85.228,0.0,1914.772,118.99310714285716,0.0
19.81,0.2545816903227713,19.81,19.81,0.0,-0.0,2000.0,118.99310714285716,0.0
12.741,0.5411299859347671,12.741,12.741,0.0,0.0,2000.0,118.99310714285714,0.0
14.994,0.5698497522749476,249.00000000000003,14.994,0.0,281.9349397590362,2000.0,118.99310714285714,0.0
8.364,0.5657764452297832,127.72849999999957,8.364,0.0,143.81265060240912,1718.0650602409637,118.99310714285716,0.0
2.116,0.5720635061038413,249.00000000000003,2.116,0.0,297.4506024096386,1574.2524096385546,118.99310714285714,0.0
3.97,0.5628838068933621,3.97,3.97,0.0,0.0,1276.801807228916,118.99310714285716,0.0
13.354,0.5609947369593729,13.354,13.354,0.0,0.0,1276.801807228916,118.99310714285714,0.0
20.033,0.4318590969405759,0.0,0.0,20.033,0.0,1276.801807228916,118.99310714285716,0.0
23.317,0.07178465749159187,0.0,0.0,23.317,0.0,1296.834807228916,118.99310714285716,0.0
28.885,0.5070381769698046,28.885,28.885,0.0,0.0,1320.151807228916,118.99310714285714,0.0
35.281,0.6724203463470205,248.99999999999997,35.281,0.0,257.49277108433733,1320.151807228916,118.99310714285716,0.0
38.688,0.6707378934370615,249.0,38.688,0.0,253.38795180722894,1062.6590361445785,118.99310714285716,0.0
60.7,0.6688193067853536,249.0,60.7,0.0,226.8674698795181,809.2710843373495,118.99310714285716,0.0
76.996,0.6350521817152954,249.0,76.996,0.0,207.23373493975907,582.4036144578314,118.99310714285716,0.0
82.796,0.6243671299011688,249.0,82.796,0.0,200.24578313253014,375.1698795180723,118.99310714285714,0.0
103.813,0.6401585738806105,249.0,103.813,0.0,174.92409638554219,174.92409638554219,118.99310714285714,0.0
