hours,generation_revenue,baseload_revenue,milp_revenue,wind_cost_c_ntg,dispatch_cost_c,ntg_profit_sum_gi_pi_minus_c_ntg,baseload_profit_sum_di_pi_minus_c,milp_profit_sum_di_pi_minus_c,ntg_cove_c_over_sum_gi_pi,baseload_cove,milp_cove,milp_cove_improvement_vs_baseload_pct,mean_action,max_storage
385572.0,33083484.545170728,23960732.383265782,40517014.99061709,42559080.0,51347640.0,-9475595.454829272,-27386907.616734218,-10830625.009382911,1.2864146744243858,2.1429912566387697,1.2673105363732018,40.8625428383246,-0.07086870747663682,400.0000000000002
