baseload_cove,cove_dv_cove,milp_teacher_cove_test,cove_dv_improvement_pct,milp_teacher_improvement_pct_test,full_dataset_milp_cove,full_dataset_baseload_cove,full_dataset_milp_improvement_pct
15.65528270007334,13.419881389976808,12.298490539397427,14.278894561808578,21.44191341022661,1.2673105363732018,2.1429912566387697,40.8625428383246
