epoch,train_loss,val_loss
0,2.1742126e+09,6.5654163e+08
1,5.0770342e+08,3.973638e+08
2,3.2716096e+08,2.9219747e+08
3,2.7204934e+08,2.2567474e+08
4,2.3810235e+08,2.0278702e+08
5,2.1694914e+08,1.9220765e+08
6,2.1851488e+08,1.8766522e+08
7,2.0517075e+08,1.7723563e+08
8,1.1916023e+08,1.7262867e+08
9,1.1199457e+08,1.6878536e+08
10,1.0841085e+08,1.6692643e+08
