epoch,train_loss,val_loss
0,2.0230259e+06,1.687664e+06
1,1.699487e+06,1.576704e+06
2,1.5407754e+06,1.6635231e+06
3,1.4743311e+06,1.5431949e+06
4,1.4623548e+06,1.438363e+06
5,1.5431009e+06,1.4003604e+06
6,1.3392045e+06,1.4226878e+06
7,1.409023e+06,1.3760211e+06
8,950466.25,1.4020145e+06
9,838416.7,1.3643261e+06
10,864132.3,1.3707612e+06
