,date,hour,minute,lmp
73,10/12/2020 ,23,35,17.84
74,07/02/2020 ,04,45,13.26
75,05/29/2020 ,22,05,17.29
76,06/23/2020 ,14,15,18.43
77,01/20/2020 ,09,45,17.92
78,09/13/2020 ,13,50,75.0
79,03/08/2020 ,19,05,1.01
80,03/28/2020 ,11,00,1.41
81,04/06/2020 ,04,20,-0.74
82,05/26/2020 ,04,05,7.24
83,09/23/2020 ,12,35,16.79
84,03/09/2020 ,06,20,6.16
85,01/18/2020 ,14,00,13.4
86,11/21/2020 ,10,00,26.14
87,05/13/2020 ,07,45,12.76
88,05/15/2020 ,16,45,16.68
89,11/17/2020 ,02,10,17.87
90,11/14/2020 ,16,20,-0.92
91,09/26/2020 ,19,00,15.85
92,02/27/2020 ,15,55,11.11
93,04/19/2020 ,07,30,13.4
94,12/11/2020 ,22,05,17.52
95,01/29/2020 ,12,35,16.63
96,03/21/2020 ,07,50,17.28
97,05/12/2020 ,15,05,19.19
98,08/06/2020 ,14,05,19.38
99,12/17/2020 ,05,35,23.41
100,10/25/2020 ,02,10,-0.76
101,01/02/2020 ,22,15,18.07
102,11/12/2020 ,21,20,19.0
103,04/21/2020 ,17,55,21.37
104,06/03/2020 ,10,20,16.33
105,12/06/2020 ,03,05,21.44
106,09/06/2020 ,21,30,17.87
107,11/16/2020 ,10,50,19.24
108,06/05/2020 ,23,10,15.88
109,03/31/2020 ,18,40,17.8
110,11/10/2020 ,10,50,26.37
111,08/27/2020 ,21,50,19.23
112,01/18/2020 ,01,10,15.58
113,11/30/2020 ,00,45,14.24
114,09/26/2020 ,20,25,4.93
115,10/18/2020 ,15,15,30.13
116,01/24/2020 ,06,40,890.13
117,01/17/2020 ,02,25,16.56
118,01/14/2020 ,16,15,17.22
119,02/24/2020 ,04,55,12.22
120,03/29/2020 ,03,15,7.41
121,11/01/2020 ,19,00,30.05
122,11/29/2020 ,12,00,15.08
123,02/11/2020 ,22,30,20.42
124,09/02/2020 ,23,40,18.31
125,04/03/2020 ,00,00,-0.73
126,12/07/2020 ,22,00,25.0
127,11/08/2020 ,21,10,-1.1
128,02/23/2020 ,17,25,24.08
129,07/20/2020 ,07,00,13.76
130,07/23/2020 ,13,30,23.47
131,02/06/2020 ,03,30,18.58
132,05/18/2020 ,17,30,22.29
133,05/24/2020 ,19,35,4.43
134,12/04/2020 ,14,45,17.38
135,11/18/2020 ,23,15,-1.46
136,11/23/2020 ,08,50,18.96
137,08/07/2020 ,07,00,11.43
138,11/27/2020 ,12,45,17.93
139,10/24/2020 ,18,25,19.42
140,12/20/2020 ,17,30,27.09
141,01/14/2020 ,21,35,13.03
142,05/12/2020 ,01,15,21.57
143,08/14/2020 ,12,15,30.2
144,01/28/2020 ,04,55,13.69
145,09/28/2020 ,02,40,0.25
146,08/05/2020 ,04,15,1.36
147,10/16/2020 ,21,45,13.28
148,11/25/2020 ,23,15,9.43
149,08/14/2020 ,02,25,13.27
150,11/22/2020 ,06,55,16.33
151,02/15/2020 ,14,55,17.18
152,08/18/2020 ,10,10,22.27
153,01/21/2020 ,21,50,12.91
154,03/12/2020 ,04,20,2.94
155,06/08/2020 ,01,45,5.25
156,01/06/2020 ,03,20,14.14
157,08/03/2020 ,07,10,14.94
158,04/22/2020 ,03,30,1.99
159,09/19/2020 ,18,30,19.2
160,02/10/2020 ,07,50,17.84
161,03/17/2020 ,17,25,18.39
162,11/17/2020 ,06,30,28.46
163,05/11/2020 ,03,50,13.21
164,01/16/2020 ,11,15,16.44
165,09/11/2020 ,14,20,19.22
166,10/10/2020 ,16,45,76.03
167,05/18/2020 ,20,10,19.42
168,06/25/2020 ,19,30,19.07
169,01/22/2020 ,07,10,12.77
170,06/05/2020 ,07,45,15.89
171,07/26/2020 ,13,50,18.99
172,09/14/2020 ,18,35,22.96
173,11/19/2020 ,04,30,-1.17
174,06/22/2020 ,17,15,18.75
175,07/12/2020 ,08,20,0.0
176,12/11/2020 ,14,55,18.87
177,08/10/2020 ,17,50,19.38
178,10/01/2020 ,19,50,19.22
179,04/14/2020 ,03,50,10.96
180,01/27/2020 ,14,15,9.68
181,11/24/2020 ,03,25,-4.98
182,12/25/2020 ,16,40,17.45
183,09/25/2020 ,22,00,11.29
184,06/24/2020 ,02,25,11.48
185,05/08/2020 ,09,05,0.01
186,09/24/2020 ,14,35,17.08
187,10/16/2020 ,13,35,18.61
188,05/01/2020 ,03,10,-6.0
189,05/15/2020 ,06,15,10.41
190,11/22/2020 ,16,15,18.4
191,08/02/2020 ,13,25,22.56
192,06/20/2020 ,00,45,11.0
193,09/20/2020 ,16,55,16.66
194,05/02/2020 ,10,35,13.07
195,08/22/2020 ,03,10,14.35
196,05/01/2020 ,14,15,15.89
197,01/20/2020 ,19,15,18.45
198,12/31/2020 ,09,05,17.48
199,06/04/2020 ,12,10,22.28
200,09/12/2020 ,23,00,19.16
201,12/30/2020 ,16,20,14.51
202,02/14/2020 ,11,40,18.06
203,10/28/2020 ,07,05,44.42
204,11/28/2020 ,19,55,21.2
205,01/13/2020 ,01,25,2.95
206,03/12/2020 ,07,35,12.02
207,02/07/2020 ,01,30,13.17
208,01/11/2020 ,21,55,6.35
209,05/07/2020 ,20,00,3.45
210,12/28/2020 ,17,25,20.74
211,04/14/2020 ,10,05,21.89
212,11/13/2020 ,14,10,31.04
213,03/08/2020 ,01,00,-0.47
214,11/29/2020 ,02,40,17.77
215,11/09/2020 ,07,55,-0.74
216,01/04/2020 ,09,40,22.23
217,04/25/2020 ,23,10,14.23
218,12/01/2020 ,08,15,10.43
219,03/22/2020 ,16,55,0.65
220,09/07/2020 ,10,45,16.24
221,12/02/2020 ,03,00,19.53
222,05/19/2020 ,18,20,21.41
223,07/22/2020 ,03,40,15.11
224,05/01/2020 ,16,15,16.76
225,03/17/2020 ,04,35,18.92
226,03/10/2020 ,03,45,10.61
227,02/05/2020 ,00,00,15.23
228,04/28/2020 ,05,20,0.0
229,11/18/2020 ,15,20,0.5
230,08/09/2020 ,07,05,13.42
231,01/07/2020 ,02,15,16.84
232,09/11/2020 ,15,35,20.84
233,10/11/2020 ,03,55,9.24
234,07/12/2020 ,06,15,11.33
235,04/24/2020 ,12,00,2.81
236,11/24/2020 ,04,00,-2.79
237,09/02/2020 ,18,10,22.14
238,06/11/2020 ,13,15,17.31
239,09/20/2020 ,12,10,15.9
240,01/26/2020 ,05,05,15.21
241,10/27/2020 ,11,00,192.75
242,09/09/2020 ,06,35,11.99
243,07/18/2020 ,07,15,10.85
244,01/09/2020 ,00,20,-0.75
245,02/18/2020 ,20,20,15.94
246,07/09/2020 ,22,05,13.66
247,05/25/2020 ,21,05,16.39
248,03/14/2020 ,18,00,20.61
249,06/24/2020 ,10,55,18.32
250,05/24/2020 ,15,45,18.38
251,01/31/2020 ,13,25,13.05
252,11/09/2020 ,19,20,3.41
253,09/08/2020 ,18,20,18.39
254,06/13/2020 ,09,20,8.41
255,01/05/2020 ,04,30,10.38
256,12/27/2020 ,04,45,-1.14
257,03/30/2020 ,23,45,20.91
258,10/20/2020 ,03,25,17.19
259,03/25/2020 ,22,35,8.24
260,05/22/2020 ,22,45,16.13
261,01/27/2020 ,10,50,16.83
262,11/23/2020 ,09,45,19.02
263,04/17/2020 ,03,50,-0.74
264,04/23/2020 ,23,30,12.08
265,01/04/2020 ,13,40,17.78
266,07/10/2020 ,08,00,14.5
267,01/15/2020 ,05,40,11.08
268,07/25/2020 ,03,25,12.2
269,10/26/2020 ,04,10,1.08
270,02/04/2020 ,09,30,11.34
271,10/02/2020 ,22,40,-0.75
272,02/06/2020 ,02,25,17.02
273,04/29/2020 ,22,30,19.66
274,05/02/2020 ,08,35,9.44
275,09/14/2020 ,15,25,27.23
276,06/26/2020 ,22,20,13.87
277,02/24/2020 ,11,30,17.42
278,02/09/2020 ,10,50,4.83
279,12/22/2020 ,05,35,18.02
280,04/17/2020 ,21,55,18.36
281,08/07/2020 ,06,20,12.23
282,05/03/2020 ,18,30,20.89
283,12/02/2020 ,14,10,-1.6
284,07/03/2020 ,21,40,15.55
285,03/28/2020 ,22,30,12.98
286,08/12/2020 ,21,50,17.7
287,09/28/2020 ,00,40,0.3
288,02/08/2020 ,16,10,9.37
289,10/06/2020 ,15,00,22.03
290,01/14/2020 ,23,35,2.56
291,10/15/2020 ,01,05,-0.76
292,05/02/2020 ,11,20,14.03
293,04/28/2020 ,14,35,19.05
294,03/26/2020 ,09,10,20.4
295,06/29/2020 ,19,05,10.39
296,11/26/2020 ,18,05,32.05
297,11/20/2020 ,09,05,10.99
298,10/09/2020 ,15,45,75.0
299,08/23/2020 ,19,10,26.53
300,12/24/2020 ,22,05,28.44
301,08/28/2020 ,18,55,40.17
302,03/27/2020 ,07,15,16.25
303,06/10/2020 ,13,00,15.84
304,05/14/2020 ,21,00,16.7
305,04/27/2020 ,17,10,39.44
306,03/30/2020 ,16,20,17.61
307,04/08/2020 ,12,35,18.78
308,11/15/2020 ,03,10,1.46
309,02/15/2020 ,17,05,16.6
310,02/24/2020 ,00,10,-1.09
311,07/31/2020 ,18,20,21.21
312,01/18/2020 ,04,55,13.08
313,11/29/2020 ,16,45,16.6
314,01/02/2020 ,15,50,16.27
315,12/04/2020 ,14,30,17.39
316,01/11/2020 ,01,55,2.44
317,01/15/2020 ,06,55,14.29
318,06/10/2020 ,11,15,12.41
319,07/17/2020 ,23,50,13.84
320,10/30/2020 ,02,35,23.81
321,06/12/2020 ,13,55,19.35
322,08/27/2020 ,07,25,15.28
323,08/19/2020 ,02,35,13.97
324,04/28/2020 ,16,30,21.9
325,10/18/2020 ,11,50,26.31
326,03/02/2020 ,16,30,19.58
327,04/04/2020 ,17,35,18.91
328,08/31/2020 ,16,55,38.83
329,07/09/2020 ,14,55,23.22
330,05/25/2020 ,17,55,16.08
331,06/08/2020 ,15,20,23.01
332,06/01/2020 ,16,25,17.22
333,12/09/2020 ,15,45,17.61
334,04/09/2020 ,18,10,17.8
335,12/06/2020 ,07,40,19.91
336,06/28/2020 ,04,05,8.82
337,11/21/2020 ,12,00,21.69
338,10/19/2020 ,18,40,34.97
339,11/22/2020 ,06,30,16.28
340,10/31/2020 ,08,10,-15.48
341,12/12/2020 ,19,15,20.64
342,03/08/2020 ,07,40,1.99
343,12/19/2020 ,11,05,21.87
344,01/23/2020 ,21,00,15.55
345,08/23/2020 ,19,00,26.53
346,05/01/2020 ,01,30,-0.85
347,08/15/2020 ,00,30,17.85
348,07/24/2020 ,01,35,14.21
349,02/13/2020 ,13,05,18.95
350,08/08/2020 ,10,05,12.58
351,03/18/2020 ,05,45,12.74
352,11/29/2020 ,03,45,16.83
353,03/07/2020 ,08,50,2.14
354,12/30/2020 ,13,15,4.53
355,03/24/2020 ,20,25,70.24
356,06/28/2020 ,23,15,11.8
357,09/19/2020 ,22,10,15.21
358,05/21/2020 ,11,40,15.63
359,08/18/2020 ,08,00,17.94
360,01/11/2020 ,13,40,16.37
361,05/04/2020 ,15,20,23.11
362,10/11/2020 ,08,15,7.46
363,03/16/2020 ,19,45,21.6
364,11/24/2020 ,20,10,20.24
365,01/16/2020 ,20,35,18.54
366,06/09/2020 ,22,00,16.5
367,05/13/2020 ,12,20,1.0
368,03/12/2020 ,03,50,2.88
369,08/30/2020 ,15,35,27.65
370,10/11/2020 ,18,25,25.22
371,11/25/2020 ,14,50,18.95
372,11/12/2020 ,12,45,25.2
373,12/01/2020 ,15,20,-0.74
374,06/26/2020 ,23,50,10.82
375,01/18/2020 ,16,00,13.14
376,04/15/2020 ,16,30,9.1
377,03/05/2020 ,09,35,13.21
378,01/05/2020 ,04,05,9.89
379,03/18/2020 ,12,00,19.26
380,09/11/2020 ,01,55,14.52
381,12/03/2020 ,13,50,17.53
382,11/18/2020 ,08,15,0.45
383,05/22/2020 ,23,35,14.86
384,11/15/2020 ,11,05,17.73
385,03/09/2020 ,16,15,16.58
386,07/19/2020 ,15,45,24.56
387,01/29/2020 ,13,20,16.38
388,09/13/2020 ,21,55,18.6
389,04/04/2020 ,14,20,19.25
390,11/11/2020 ,12,05,27.05
391,03/28/2020 ,23,40,8.88
392,07/27/2020 ,22,55,16.94
393,03/17/2020 ,12,10,16.05
394,02/17/2020 ,07,00,4.27
395,10/20/2020 ,00,10,17.99
396,03/30/2020 ,10,45,15.92
397,03/17/2020 ,22,25,16.03
398,08/28/2020 ,19,25,43.31
399,09/03/2020 ,18,45,18.61
400,05/05/2020 ,05,25,1.78
401,04/29/2020 ,21,05,22.83
402,02/15/2020 ,21,55,17.05
403,12/21/2020 ,12,40,18.86
404,11/26/2020 ,10,20,17.08
405,05/20/2020 ,17,35,15.13
406,04/21/2020 ,16,40,27.57
407,12/01/2020 ,13,10,2.41
408,11/02/2020 ,14,40,26.83
409,10/07/2020 ,23,50,12.61
410,07/14/2020 ,10,10,4.68
411,10/27/2020 ,19,10,40.39
412,07/17/2020 ,04,20,13.86
413,01/16/2020 ,15,50,17.93
414,08/18/2020 ,22,05,19.65
415,02/05/2020 ,12,35,9.36
416,01/25/2020 ,22,35,16.26
417,04/03/2020 ,06,40,11.02
418,11/08/2020 ,02,45,-2.37
419,11/20/2020 ,19,55,21.21
420,05/27/2020 ,23,55,9.18
421,03/19/2020 ,08,55,10.56
422,03/07/2020 ,11,45,-0.73
423,01/09/2020 ,05,50,2.06
424,08/12/2020 ,07,30,15.36
425,10/27/2020 ,10,00,223.43
426,04/08/2020 ,03,55,9.03
427,02/11/2020 ,01,05,12.32
428,08/08/2020 ,09,10,7.04
429,05/27/2020 ,08,30,13.21
430,09/20/2020 ,07,10,7.16
431,09/27/2020 ,09,35,11.56
432,07/13/2020 ,13,50,13.62
433,10/29/2020 ,19,55,33.18
434,10/18/2020 ,03,56,-3.04
435,05/18/2020 ,09,55,12.83
436,07/30/2020 ,15,01,38.79
437,08/03/2020 ,05,30,14.01
438,11/29/2020 ,17,35,28.87
439,01/07/2020 ,05,15,23.42
440,07/05/2020 ,02,20,13.28
441,04/16/2020 ,13,35,-3.08
442,07/26/2020 ,01,30,12.35
443,04/15/2020 ,18,20,10.16
444,08/02/2020 ,13,40,22.69
445,07/07/2020 ,17,40,19.42
446,11/17/2020 ,05,05,19.08
447,11/24/2020 ,11,30,4.27
448,05/28/2020 ,10,40,14.97
449,02/05/2020 ,23,15,15.0
450,12/19/2020 ,12,55,17.97
451,07/31/2020 ,11,10,16.3
452,06/26/2020 ,17,20,18.56
453,06/12/2020 ,05,05,10.67
454,03/02/2020 ,18,05,16.24
455,04/05/2020 ,06,25,15.84
456,03/06/2020 ,02,10,14.03
457,05/20/2020 ,05,35,16.15
458,02/12/2020 ,20,25,15.39
459,05/26/2020 ,00,35,13.47
460,08/18/2020 ,23,10,17.51
461,01/25/2020 ,08,45,17.02
462,09/11/2020 ,03,15,13.52
463,12/14/2020 ,06,20,53.96
464,06/07/2020 ,12,40,19.22
465,07/14/2020 ,07,30,13.5
466,12/28/2020 ,23,40,15.94
467,05/30/2020 ,18,10,19.56
468,05/18/2020 ,03,00,-1.5
469,05/23/2020 ,22,12,14.39
470,03/08/2020 ,05,40,0.55
471,04/14/2020 ,05,35,14.15
472,09/22/2020 ,17,50,16.95
473,02/29/2020 ,18,35,-0.75
474,01/06/2020 ,11,55,14.85
475,07/25/2020 ,11,35,16.46
476,12/11/2020 ,12,30,20.89
477,12/29/2020 ,06,20,11.34
478,08/21/2020 ,04,55,15.4
479,07/25/2020 ,01,05,14.93
480,04/04/2020 ,05,45,12.35
481,07/17/2020 ,10,25,19.7
482,05/14/2020 ,13,57,27.66
483,02/19/2020 ,16,40,11.98
484,03/22/2020 ,08,30,16.13
485,09/24/2020 ,20,50,15.53
486,08/02/2020 ,15,40,28.52
487,01/31/2020 ,11,05,13.54
488,08/23/2020 ,12,15,25.8
489,12/23/2020 ,14,09,1.81
490,06/01/2020 ,22,55,15.89
491,02/26/2020 ,13,50,10.66
492,11/17/2020 ,22,23,-0.75
493,10/19/2020 ,07,55,38.07
494,05/09/2020 ,04,40,11.02
495,11/05/2020 ,16,15,33.81
496,04/23/2020 ,11,25,18.82
497,04/13/2020 ,09,05,8.77
498,01/18/2020 ,13,15,5.78
499,09/04/2020 ,13,00,39.01
500,03/01/2020 ,12,35,12.8
501,11/02/2020 ,07,00,18.37
502,02/09/2020 ,00,55,-1.93
503,06/07/2020 ,01,25,11.63
504,07/20/2020 ,10,45,19.46
505,08/17/2020 ,00,40,13.05
506,01/13/2020 ,02,10,7.56
507,11/05/2020 ,04,20,15.54
508,07/02/2020 ,07,50,15.52
509,03/06/2020 ,21,40,2.42
510,03/10/2020 ,04,35,10.73
511,01/23/2020 ,21,45,14.29
512,06/25/2020 ,20,40,19.02
513,03/23/2020 ,23,40,-23.73
514,10/08/2020 ,08,40,16.4
515,05/18/2020 ,04,45,-0.79
516,03/25/2020 ,22,30,9.41
517,06/04/2020 ,11,25,19.97
518,10/27/2020 ,16,35,90.3
519,04/10/2020 ,10,45,15.87
520,04/11/2020 ,10,45,14.15
521,05/26/2020 ,08,00,14.02
522,02/27/2020 ,07,20,1.66
523,02/08/2020 ,14,30,13.28
524,06/04/2020 ,01,15,13.48
525,06/09/2020 ,17,55,15.66
526,10/06/2020 ,08,05,15.72
527,03/13/2020 ,11,55,20.31
528,02/16/2020 ,08,40,14.54
529,10/22/2020 ,02,25,-0.71
530,01/05/2020 ,19,55,17.99
531,07/05/2020 ,23,40,13.85
532,02/24/2020 ,02,30,-0.74
533,10/08/2020 ,04,35,13.37
534,09/28/2020 ,23,35,15.33
535,05/21/2020 ,17,05,20.68
536,08/14/2020 ,08,35,15.11
537,02/01/2020 ,06,15,11.75
538,08/28/2020 ,06,30,13.7
539,07/04/2020 ,23,05,18.41
540,04/08/2020 ,20,20,38.07
541,10/08/2020 ,14,05,22.91
542,11/07/2020 ,18,50,10.64
543,06/05/2020 ,06,45,15.86
544,10/17/2020 ,02,40,-16.09
545,10/11/2020 ,13,40,30.53
546,08/11/2020 ,10,50,16.81
547,04/30/2020 ,04,05,14.43
548,08/29/2020 ,04,40,14.59
549,06/11/2020 ,18,10,19.93
550,05/27/2020 ,02,35,12.59
551,03/14/2020 ,19,35,25.15
552,09/10/2020 ,23,25,16.91
553,07/08/2020 ,05,35,12.51
554,08/30/2020 ,07,35,16.88
555,12/26/2020 ,18,20,17.13
556,02/09/2020 ,17,50,28.64
557,06/16/2020 ,06,05,14.51
558,01/28/2020 ,18,30,6.47
559,07/19/2020 ,21,35,17.42
560,05/19/2020 ,23,30,16.45
561,11/02/2020 ,10,05,19.29
562,01/04/2020 ,11,40,20.09
563,11/02/2020 ,23,05,13.18
564,08/15/2020 ,02,10,16.7
565,07/28/2020 ,05,20,14.21
566,08/21/2020 ,10,35,20.57
567,06/17/2020 ,21,00,16.85
568,12/19/2020 ,13,25,17.48
569,09/16/2020 ,01,25,16.25
570,02/29/2020 ,18,15,-5.63
571,05/26/2020 ,07,00,11.97
572,11/14/2020 ,10,45,-3.61
573,08/24/2020 ,03,30,12.73
574,02/20/2020 ,12,00,3.36
575,08/11/2020 ,23,50,14.34
576,05/25/2020 ,18,10,15.94
577,08/23/2020 ,04,40,13.34
578,08/20/2020 ,06,00,14.94
579,10/14/2020 ,15,45,59.1
580,12/27/2020 ,12,05,17.48
581,11/11/2020 ,08,20,20.56
582,03/24/2020 ,02,20,-23.17
583,11/11/2020 ,11,00,26.29
584,11/04/2020 ,14,05,19.56
585,10/11/2020 ,06,40,3.39
586,01/24/2020 ,10,15,17.91
587,10/30/2020 ,23,25,0.76
588,12/21/2020 ,15,30,18.81
589,05/30/2020 ,00,05,16.46
590,08/28/2020 ,03,40,3.61
591,04/15/2020 ,03,15,14.49
592,02/05/2020 ,15,45,18.19
593,08/16/2020 ,03,30,16.15
594,09/27/2020 ,08,00,11.36
595,06/28/2020 ,11,00,12.31
596,04/07/2020 ,06,30,7.46
597,11/13/2020 ,02,25,17.3
598,04/04/2020 ,02,10,17.52
599,02/14/2020 ,03,45,19.31
600,05/06/2020 ,08,15,14.33
601,06/23/2020 ,02,40,7.51
602,01/17/2020 ,22,50,10.32
603,11/04/2020 ,23,25,6.85
604,02/28/2020 ,06,00,17.84
605,12/24/2020 ,13,25,-0.07
606,04/16/2020 ,12,40,-1.77
607,09/30/2020 ,22,20,12.63
608,05/11/2020 ,04,30,13.85
609,03/19/2020 ,11,45,1.09
610,10/16/2020 ,14,20,18.08
611,10/07/2020 ,12,10,18.48
612,08/31/2020 ,08,30,17.16
613,12/17/2020 ,16,30,19.43
614,10/19/2020 ,00,50,24.82
615,12/10/2020 ,18,15,17.93
616,01/18/2020 ,02,25,15.53
617,10/08/2020 ,22,55,18.78
618,09/21/2020 ,06,50,16.68
619,09/04/2020 ,22,30,17.03
620,03/15/2020 ,22,00,27.13
621,12/25/2020 ,21,10,17.16
622,06/08/2020 ,12,50,22.41
623,10/14/2020 ,06,20,0.78
624,05/21/2020 ,21,55,14.42
625,04/04/2020 ,10,00,19.06
626,04/20/2020 ,20,20,22.62
627,06/15/2020 ,14,50,20.52
628,04/02/2020 ,15,00,17.93
629,04/02/2020 ,13,05,16.84
630,08/04/2020 ,23,40,7.97
631,12/25/2020 ,11,25,19.31
632,09/12/2020 ,17,35,883.98
633,11/16/2020 ,08,35,0.55
634,07/15/2020 ,11,50,18.61
635,03/09/2020 ,14,35,15.94
636,04/26/2020 ,11,05,3.82
637,01/12/2020 ,11,20,9.77
638,12/03/2020 ,18,55,29.88
639,02/03/2020 ,20,00,14.56
640,07/22/2020 ,08,25,16.96
641,06/16/2020 ,11,50,20.81
642,03/30/2020 ,22,50,20.0
643,01/02/2020 ,13,25,18.09
644,07/21/2020 ,13,45,22.33
645,10/10/2020 ,11,50,19.89
646,08/10/2020 ,14,45,17.45
647,11/21/2020 ,10,50,20.28
648,12/10/2020 ,04,50,15.76
649,10/04/2020 ,13,40,76.0
650,09/20/2020 ,05,30,4.06
651,04/22/2020 ,15,05,-1.81
652,09/05/2020 ,01,15,15.42
653,09/16/2020 ,21,50,18.67
654,02/24/2020 ,03,40,1.0
655,07/18/2020 ,00,05,13.93
656,03/11/2020 ,10,10,19.07
657,10/26/2020 ,19,40,176.13
658,04/10/2020 ,14,10,18.98
659,10/22/2020 ,03,55,0.08
660,05/25/2020 ,17,30,15.91
661,12/27/2020 ,04,00,-1.92
662,04/16/2020 ,23,10,-8.52
663,05/28/2020 ,18,15,17.66
664,07/30/2020 ,22,55,16.51
665,01/05/2020 ,01,45,2.88
666,04/08/2020 ,05,30,10.34
667,04/10/2020 ,16,10,18.45
668,09/04/2020 ,17,10,20.97
669,05/23/2020 ,20,00,3.02
670,02/23/2020 ,04,45,4.03
671,01/04/2020 ,02,00,16.07
672,03/07/2020 ,17,20,-0.78
673,08/12/2020 ,01,55,14.7
674,10/05/2020 ,05,45,1.32
675,09/29/2020 ,06,40,13.49
676,09/25/2020 ,22,45,8.33
677,12/15/2020 ,08,40,25.27
678,06/14/2020 ,23,40,13.72
679,06/12/2020 ,19,25,18.31
680,06/16/2020 ,03,30,9.75
681,04/07/2020 ,23,55,12.17
682,09/10/2020 ,04,20,13.34
683,07/06/2020 ,19,20,22.55
684,07/02/2020 ,03,35,12.48
685,03/01/2020 ,20,20,8.18
686,10/23/2020 ,18,35,15.87
687,05/22/2020 ,16,30,75.0
688,06/25/2020 ,12,55,25.8
689,11/30/2020 ,12,25,17.33
690,12/20/2020 ,23,40,17.09
691,08/09/2020 ,04,50,13.21
692,08/28/2020 ,03,05,11.7
693,05/25/2020 ,19,05,15.79
694,03/23/2020 ,06,50,17.27
695,04/07/2020 ,23,00,24.27
696,10/03/2020 ,01,10,-1.97
697,03/26/2020 ,08,40,20.67
698,12/04/2020 ,02,05,18.92
699,05/13/2020 ,10,05,2.09
700,12/26/2020 ,08,05,15.98
701,04/29/2020 ,17,55,17.5
702,01/08/2020 ,06,10,834.29
703,07/13/2020 ,10,15,11.92
704,10/16/2020 ,22,15,7.63
705,08/03/2020 ,16,45,32.92
706,05/11/2020 ,15,42,16.72
707,01/09/2020 ,19,35,15.89
708,09/23/2020 ,19,30,21.83
709,03/20/2020 ,09,30,0.56
710,02/09/2020 ,23,00,11.69
711,06/19/2020 ,00,15,15.92
712,04/09/2020 ,02,30,24.45
713,03/10/2020 ,05,00,11.49
714,12/20/2020 ,12,15,19.32
715,09/05/2020 ,09,55,17.51
716,08/18/2020 ,11,05,24.25
717,09/18/2020 ,09,50,18.14
718,04/27/2020 ,18,30,77.38
719,02/26/2020 ,09,40,10.75
720,01/07/2020 ,04,10,19.43
721,09/11/2020 ,13,30,18.13
722,02/02/2020 ,12,40,14.75
723,01/24/2020 ,18,25,20.39
724,08/05/2020 ,07,35,13.55
725,08/28/2020 ,06,55,13.8
726,08/19/2020 ,11,40,25.2
727,12/22/2020 ,15,47,-1.78
728,06/28/2020 ,15,45,15.03
729,11/16/2020 ,03,50,-1.05
730,05/18/2020 ,11,30,14.98
731,02/25/2020 ,10,15,5.19
