Date,Time,Power
20180627,1300,69.1
20180627,1400,59.681
20180627,1500,59.297
20180627,1600,40.708
20180627,1700,43.165
20180627,1800,62.288
20180627,1900,54.41
20180627,2000,71.72
20180627,2100,99.14
20180627,2200,117.729
20180627,2300,131.628
20180628,0,179.647
20180628,100,188.054
20180628,200,179.364
20180628,300,169.865
20180628,400,120.571
20180628,500,109.75
20180628,600,105.905
20180628,700,86.897
20180628,800,94.915
20180628,900,145.369
20180628,1000,71.479
20180628,1100,73.144
20180628,1200,61.012
20180628,1300,60.074
20180628,1400,63.21
20180628,1500,93.742
20180628,1600,87.109
20180628,1700,96.976
20180628,1800,84.831
20180628,1900,102.54
20180628,2000,106.215
20180628,2100,111.351
20180628,2200,125.092
20180628,2300,186.358
20180629,0,195.24
20180629,100,187.972
20180629,200,158.374
20180629,300,115.418
20180629,400,115.086
20180629,500,119.761
20180629,600,112.097
20180629,700,146.202
20180629,800,163.664
20180629,900,220.544
20180629,1000,193.384
20180629,1100,159.637
20180629,1200,140.448
20180629,1300,127.062
20180629,1400,91.389
20180629,1500,100.603
20180629,1600,81.793
20180629,1700,98.714
20180629,1800,99.689
20180629,1900,73.701
20180629,2000,46.137
20180629,2100,36.022
20180629,2200,60.226
20180629,2300,87.203
20180630,0,180.37
20180630,100,165.544
20180630,200,131.917
20180630,300,144.251
20180630,400,109.621
20180630,500,86.582
20180630,600,119.593
20180630,700,125.717
20180630,800,147.175
20180630,900,211.528
20180630,1000,221.459
20180630,1100,238.827
20180630,1200,222.223
20180630,1300,115.181
20180630,1400,71.687
20180630,1500,89.856
20180630,1600,91.458
20180630,1700,140.463
20180630,1800,98.595
20180630,1900,120.09
20180630,2000,127.972
20180630,2100,146.582
20180630,2200,197.011
20180630,2300,189.898
20180701,0,191.148
20180701,100,191.366
20180701,200,170.624
20180701,300,184.859
20180701,400,207.002
20180701,500,161.44
20180701,600,175.645
20180701,700,142.435
20180701,800,144.592
20180701,900,177.985
20180701,1000,143.996
20180701,1100,73.726
20180701,1200,47.232
20180701,1300,16.934
20180701,1400,30.039
20180701,1500,8.522
20180701,1600,10.069
20180701,1700,23.36
20180701,1800,45.916
20180701,1900,58.092
20180701,2000,59.855
20180701,2100,68.405
20180701,2200,95.31
20180701,2300,160.029
20180702,0,205.877
20180702,100,207.349
20180702,200,186.008
20180702,300,169.752
20180702,400,132.007
20180702,500,93.455
20180702,600,62.329
20180702,700,74.011
20180702,800,60.673
20180702,900,67.843
20180702,1000,40.513
20180702,1100,34.053
20180702,1200,34.818
20180702,1300,45.835
20180702,1400,59.462
20180702,1500,65.114
20180702,1600,55.761
20180702,1700,72.709
20180702,1800,95.714
20180702,1900,109.657
20180702,2000,110.968
20180702,2100,121.344
20180702,2200,142.173
20180702,2300,144.159
20180703,0,136.622
20180703,100,172.241
20180703,200,184.663
20180703,300,195.464
20180703,400,178.162
20180703,500,122.032
20180703,600,136.859
20180703,700,110.045
20180703,800,103.672
20180703,900,141.717
20180703,1000,109.554
20180703,1100,89.755
20180703,1200,68.645
20180703,1300,86.326
20180703,1400,86.114
20180703,1500,79.216
20180703,1600,85.42
20180703,1700,78.843
20180703,1800,67.886
20180703,1900,72.271
20180703,2000,69.627
20180703,2100,80.012
20180703,2200,133.083
20180703,2300,160.552
20180704,0,146.472
20180704,100,140.212
20180704,200,114.259
20180704,300,98.246
20180704,400,95.059
20180704,500,97.248
20180704,600,58.507
20180704,700,33.629
20180704,800,15.685
20180704,900,8.227
20180704,1000,0.975
20180704,1100,0.216
20180704,1200,0.009
20180704,1300,0.005
20180704,1400,0
20180704,1500,5.88
20180704,1600,33.414
20180704,1700,16.35
20180704,1800,45.725
20180704,1900,55.014
20180704,2000,73.216
20180704,2100,88.67
20180704,2200,93.294
20180704,2300,72.753
20180705,0,61.311
20180705,100,21.034
20180705,200,8.983
20180705,300,9.317
20180705,400,10.024
20180705,500,12.001
20180705,600,17.751
20180705,700,27.162
20180705,800,28.679
20180705,900,40.225
20180705,1000,24.083
20180705,1100,20.144
20180705,1200,30.518
20180705,1300,35.867
20180705,1400,39.937
20180705,1500,46.598
20180705,1600,39.63
20180705,1700,44.178
20180705,1800,39.278
20180705,1900,35.303
20180705,2000,25.202
20180705,2100,21.252
20180705,2200,10.541
20180705,2300,1.142
20180706,0,0.007
20180706,100,0
20180706,200,0
20180706,300,0
20180706,400,0.015
20180706,500,0.009
20180706,600,0.231
20180706,700,0.004
20180706,800,0.01
20180706,900,0.631
20180706,1000,1.162
20180706,1100,0.278
20180706,1200,9.292
20180706,1300,22.709
20180706,1400,31.385
20180706,1500,47.313
20180706,1600,46.699
20180706,1700,54.744
20180706,1800,62.277
20180706,1900,50.246
20180706,2000,61.05
20180706,2100,59.854
20180706,2200,50.127
20180706,2300,24.137
20180707,0,20.012
20180707,100,13.879
20180707,200,5.113
20180707,300,4.561
20180707,400,3.182
20180707,500,6.305
20180707,600,6.824
20180707,700,1.713
20180707,800,2.833
20180707,900,7.314
20180707,1000,5.121
20180707,1100,4.697
20180707,1200,7.216
20180707,1300,20.556
20180707,1400,31.036
20180707,1500,27.972
20180707,1600,38.21
20180707,1700,32.435
20180707,1800,32.627
20180707,1900,37.737
20180707,2000,70.158
20180707,2100,124.46
20180707,2200,62.645
20180707,2300,40.47
20180708,0,42.923
20180708,100,23.599
20180708,200,5.13
20180708,300,1.831
20180708,400,0.02
20180708,500,0
20180708,600,0
20180708,700,0
20180708,800,0
20180708,900,0
20180708,1000,0
20180708,1100,0
20180708,1200,0.188
20180708,1300,2.122
20180708,1400,2.046
20180708,1500,6.066
20180708,1600,14.572
20180708,1700,16.593
20180708,1800,48.362
20180708,1900,22.203
20180708,2000,21.415
20180708,2100,20.808
20180708,2200,37.179
20180708,2300,24.915
20180709,0,29.342
20180709,100,14.532
20180709,200,8.577
20180709,300,5.614
20180709,400,1.992
20180709,500,0.212
20180709,600,0
20180709,700,0
20180709,800,0
20180709,900,0
20180709,1000,0.04
20180709,1100,0.788
20180709,1200,8.528
20180709,1300,14.415
20180709,1400,22.343
20180709,1500,21.096
20180709,1600,35.093
20180709,1700,15.5
20180709,1800,38.405
20180709,1900,8.57
20180709,2000,9.613
20180709,2100,10.902
20180709,2200,2.362
20180709,2300,1.961
20180710,0,6.659
20180710,100,5.251
20180710,200,1.73
20180710,300,1.023
20180710,400,0.115
20180710,500,2.507
20180710,600,11.997
20180710,700,29.679
20180710,800,21.607
20180710,900,24.854
20180710,1000,24.536
20180710,1100,12.238
20180710,1200,5.696
20180710,1300,8.4
20180710,1400,5.118
20180710,1500,17.774
20180710,1600,6.066
20180710,1700,22.513
20180710,1800,35.188
20180710,1900,43.303
20180710,2000,26.933
20180710,2100,20.868
20180710,2200,17.461
20180710,2300,13.809
20180711,0,14.138
20180711,100,22.869
20180711,200,53.302
20180711,300,45.205
20180711,400,41.935
20180711,500,35.382
20180711,600,26.705
20180711,700,32.488
20180711,800,21.77
20180711,900,23.828
20180711,1000,27.301
20180711,1100,20.273
20180711,1200,23.018
20180711,1300,27.158
20180711,1400,57.651
20180711,1500,57.195
20180711,1600,68.426
20180711,1700,73.287
20180711,1800,68.38
20180711,1900,49.326
20180711,2000,53.068
20180711,2100,55.42
20180711,2200,107.023
20180711,2300,122.162
20180712,0,143.95
20180712,100,133.76
20180712,200,119.751
20180712,300,102.023
20180712,400,100.67
20180712,500,102.421
20180712,600,92.172
20180712,700,73.498
20180712,800,41.855
20180712,900,22.891
20180712,1000,11.368
20180712,1100,3.257
20180712,1200,6.202
20180712,1300,8.188
20180712,1400,11.234
20180712,1500,17.446
20180712,1600,17.766
20180712,1700,23.522
20180712,1800,33.675
20180712,1900,41.529
20180712,2000,47.707
20180712,2100,65.493
20180712,2200,83.133
20180712,2300,123.366
20180713,0,109.62
20180713,100,112.714
20180713,200,119.461
20180713,300,122.286
20180713,400,110.459
20180713,500,118.209
20180713,600,125.599
20180713,700,109.778
20180713,800,78.96
20180713,900,85.303
20180713,1000,96.235
20180713,1100,88.293
20180713,1200,90.797
20180713,1300,106.13
20180713,1400,98.008
20180713,1500,98.402
20180713,1600,72.97
20180713,1700,82.287
20180713,1800,79.605
20180713,1900,73.89
20180713,2000,75.294
20180713,2100,68.843
20180713,2200,106.1
20180713,2300,122.409
20180714,0,122.606
20180714,100,108.831
20180714,200,118.249
20180714,300,114.381
20180714,400,102.63
20180714,500,94.196
20180714,600,118.319
20180714,700,87.301
20180714,800,63.939
20180714,900,62.272
20180714,1000,53.136
20180714,1100,36.623
20180714,1200,28.243
20180714,1300,19.735
20180714,1400,23.821
20180714,1500,23.516
20180714,1600,24.61
20180714,1700,35.905
20180714,1800,40.29
20180714,1900,43.724
20180714,2000,59.779
20180714,2100,79.88
20180714,2200,100.552
20180714,2300,75.683
20180715,0,70.266
20180715,100,100.061
20180715,200,117.806
20180715,300,122.449
20180715,400,103.653
20180715,500,122.647
20180715,600,100.879
20180715,700,81.007
20180715,800,66.137
20180715,900,74.319
20180715,1000,64.444
20180715,1100,54.409
20180715,1200,39.111
20180715,1300,39.773
20180715,1400,34.073
20180715,1500,36.011
20180715,1600,39.638
20180715,1700,43.232
20180715,1800,45.49
20180715,1900,46.12
20180715,2000,51.283
20180715,2100,61.943
20180715,2200,84.942
20180715,2300,84.589
20180716,0,82.317
20180716,100,101.479
20180716,200,138.985
20180716,300,118.131
20180716,400,99.372
20180716,500,69.575
20180716,600,77.17
20180716,700,74.722
20180716,800,46.872
20180716,900,36.216
20180716,1000,30.722
20180716,1100,10.887
20180716,1200,0.84
20180716,1300,0.718
20180716,1400,2.352
20180716,1500,16.193
20180716,1600,35.022
20180716,1700,37.98
20180716,1800,48.113
20180716,1900,46.414
20180716,2000,47.031
20180716,2100,50.843
20180716,2200,59.489
20180716,2300,64.419
20180717,0,80.556
20180717,100,117.427
20180717,200,125.422
20180717,300,95.116
20180717,400,59.462
20180717,500,61.341
20180717,600,71.267
20180717,700,93.952
20180717,800,70.427
20180717,900,60.137
20180717,1000,36.799
20180717,1100,12.274
20180717,1200,5.976
20180717,1300,0.022
20180717,1400,0.621
20180717,1500,9.025
20180717,1600,25.8
20180717,1700,26.374
20180717,1800,28.043
20180717,1900,34.838
20180717,2000,35.39
20180717,2100,51.175
20180717,2200,69.187
20180717,2300,110.675
20180718,0,93.247
20180718,100,148.637
20180718,200,110.956
20180718,300,113.435
20180718,400,112.561
20180718,500,111.16
20180718,600,110.398
20180718,700,101.997
20180718,800,79.275
20180718,900,85.602
20180718,1000,73.023
20180718,1100,55.623
20180718,1200,25.137
20180718,1300,12.401
20180718,1400,9.557
20180718,1500,1.667
20180718,1600,4.983
20180718,1700,5.071
20180718,1800,1.627
20180718,1900,20.886
20180718,2000,37.323
20180718,2100,62.631
20180718,2200,73.084
20180718,2300,63.432
20180719,0,137.117
20180719,100,195.333
20180719,200,175.318
20180719,300,146.128
20180719,400,139.431
20180719,500,128.254
20180719,600,138.051
20180719,700,141.218
20180719,800,98.285
20180719,900,73.933
20180719,1000,63.78
20180719,1100,48.283
20180719,1200,32.955
20180719,1300,26.331
20180719,1400,20.093
20180719,1500,12.852
20180719,1600,21.977
20180719,1700,22.397
20180719,1800,35.896
20180719,1900,50.762
20180719,2000,49.488
20180719,2100,51.773
20180719,2200,88.175
20180719,2300,160.307
20180720,0,157.596
20180720,100,165.482
20180720,200,137.5
20180720,300,121.203
20180720,400,120.729
20180720,500,109.537
20180720,600,120.95
20180720,700,99.336
20180720,800,65.946
20180720,900,50.023
20180720,1000,46.823
20180720,1100,42.465
20180720,1200,21.75
20180720,1300,15.034
20180720,1400,15.937
20180720,1500,15.011
20180720,1600,16.584
20180720,1700,24.793
20180720,1800,43.231
20180720,1900,49.483
20180720,2000,50.476
20180720,2100,49.996
20180720,2200,100.184
20180720,2300,134.264
20180721,0,146.658
20180721,100,220.785
20180721,200,170.947
20180721,300,168.884
20180721,400,156.815
20180721,500,121.64
20180721,600,89.866
20180721,700,74.926
20180721,800,51.715
20180721,900,46.648
20180721,1000,38.014
20180721,1100,24.869
20180721,1200,16.223
20180721,1300,10.28
20180721,1400,9.532
20180721,1500,13.76
20180721,1600,16.274
20180721,1700,15.678
20180721,1800,13.923
20180721,1900,19.984
20180721,2000,27.859
20180721,2100,45.247
20180721,2200,85.945
20180721,2300,132.817
20180722,0,165.46
20180722,100,163.358
20180722,200,155.21
20180722,300,128.511
20180722,400,96.262
20180722,500,83.242
20180722,600,96.26
20180722,700,73.504
20180722,800,40.48
20180722,900,23.942
20180722,1000,30.577
20180722,1100,20.179
20180722,1200,6.883
20180722,1300,0.935
20180722,1400,0.31
20180722,1500,2.395
20180722,1600,4.516
20180722,1700,7.706
20180722,1800,15.642
20180722,1900,25.711
20180722,2000,38.844
20180722,2100,55.928
20180722,2200,67.669
20180722,2300,61.136
20180723,0,56.688
20180723,100,47.885
20180723,200,61.839
20180723,300,59.23
20180723,400,72.783
20180723,500,83.719
20180723,600,72.657
20180723,700,54.735
20180723,800,27.609
20180723,900,10.482
20180723,1000,5.526
20180723,1100,9.38
20180723,1200,5.864
20180723,1300,0.365
20180723,1400,0.021
20180723,1500,1.105
20180723,1600,1.51
20180723,1700,15.756
20180723,1800,14.978
20180723,1900,26.281
20180723,2000,50.103
20180723,2100,88.169
20180723,2200,92.995
20180723,2300,98.635
20180724,0,119.843
20180724,100,110.723
20180724,200,92.35
20180724,300,81.519
20180724,400,65.517
20180724,500,47.435
20180724,600,54.6
20180724,700,36.961
20180724,800,32.524
20180724,900,33.018
20180724,1000,13.929
20180724,1100,13.147
20180724,1200,12.935
20180724,1300,32.991
20180724,1400,32.111
20180724,1500,34.598
20180724,1600,31.498
20180724,1700,17.134
20180724,1800,25.257
20180724,1900,19.411
20180724,2000,36.353
20180724,2100,67.435
20180724,2200,69.547
20180724,2300,56.408
20180725,0,32.521
20180725,100,25.32
20180725,200,26.493
20180725,300,22.772
20180725,400,17.302
20180725,500,23.462
20180725,600,13.45
20180725,700,4.766
20180725,800,5.279
20180725,900,6.426
20180725,1000,13.025
20180725,1100,7.495
20180725,1200,7.393
20180725,1300,4.74
20180725,1400,5.187
20180725,1500,3.306
20180725,1600,7.737
20180725,1700,15.885
20180725,1800,22.048
20180725,1900,25.649
20180725,2000,37.462
20180725,2100,55.152
20180725,2200,118.48
20180725,2300,156.751
20180726,0,158.562
20180726,100,144.721
20180726,200,157.974
20180726,300,170.335
20180726,400,137.986
20180726,500,99.518
20180726,600,87.207
20180726,700,77.272
20180726,800,32.861
20180726,900,9.667
20180726,1000,9.141
20180726,1100,9.579
20180726,1200,1.783
20180726,1300,0.399
20180726,1400,0.566
20180726,1500,0.182
20180726,1600,0.085
20180726,1700,0
20180726,1800,0.168
20180726,1900,1.242
20180726,2000,1.789
20180726,2100,5.276
20180726,2200,36.884
20180726,2300,61.833
20180727,0,73.176
20180727,100,76.637
20180727,200,66.126
20180727,300,61.791
20180727,400,23.394
20180727,500,0.863
20180727,600,0.152
20180727,700,0.079
20180727,800,0.481
20180727,900,2.716
20180727,1000,0
20180727,1100,3.287
20180727,1200,0
20180727,1300,0
20180727,1400,0
20180727,1500,0.044
20180727,1600,0
20180727,1700,1.197
20180727,1800,2.545
20180727,1900,16.489
20180727,2000,16.394
20180727,2100,20.165
20180727,2200,6.328
20180727,2300,51.985
20180728,0,70.714
20180728,100,84.316
20180728,200,82.538
20180728,300,75.542
20180728,400,89.817
20180728,500,84.435
20180728,600,63.451
20180728,700,32.716
20180728,800,12.895
20180728,900,5.087
20180728,1000,20.161
20180728,1100,8.566
20180728,1200,6.715
20180728,1300,1.463
20180728,1400,1.336
20180728,1500,1.473
20180728,1600,2.781
20180728,1700,2.74
20180728,1800,6.412
20180728,1900,15.406
20180728,2000,23.75
20180728,2100,39.636
20180728,2200,61.837
20180728,2300,123.216
20180729,0,156.652
20180729,100,156.172
20180729,200,160.434
20180729,300,165.435
20180729,400,182.318
20180729,500,145.148
20180729,600,143.464
20180729,700,135.219
20180729,800,75.72
20180729,900,62.318
20180729,1000,62.306
20180729,1100,58.176
20180729,1200,31.309
20180729,1300,23.787
20180729,1400,23.825
20180729,1500,12.42
20180729,1600,7.765
20180729,1700,8.089
20180729,1800,20.755
20180729,1900,29.622
20180729,2000,48.198
20180729,2100,68.091
20180729,2200,81.681
20180729,2300,86.25
20180730,0,103.109
20180730,100,144.487
20180730,200,165.312
20180730,300,179.151
20180730,400,199.374
20180730,500,196.564
20180730,600,137.872
20180730,700,61.325
20180730,800,10.236
20180730,900,0
20180730,1000,0.494
20180730,1100,0
20180730,1200,0.53
20180730,1300,0.068
20180730,1400,0.078
20180730,1500,10.471
20180730,1600,6.145
20180730,1700,5.15
20180730,1800,0
20180730,1900,28.566
20180730,2000,64.798
20180730,2100,125.39
20180730,2200,88.104
20180730,2300,58.846
20180731,0,68.918
20180731,100,53.334
20180731,200,30.808
20180731,300,9.462
20180731,400,1.343
20180731,500,9.712
20180731,600,16.694
20180731,700,19.944
20180731,800,10.7
20180731,900,7.493
20180731,1000,14.819
20180731,1100,17.661
20180731,1200,22.475
20180731,1300,32.204
20180731,1400,41.898
20180731,1500,43.303
20180731,1600,49.803
20180731,1700,47.289
20180731,1800,61.828
20180731,1900,64.4
20180731,2000,59.567
20180731,2100,56.769
20180731,2200,71.483
20180731,2300,81.507
20180801,0,56.678
20180801,100,41.09
20180801,200,25.113
20180801,300,11.958
20180801,400,6.432
20180801,500,3.826
20180801,600,3.793
20180801,700,2.026
20180801,800,0
20180801,900,0
20180801,1000,0
20180801,1100,0
20180801,1200,0
20180801,1300,0
20180801,1400,0
20180801,1500,0
20180801,1600,0
20180801,1700,0.012
20180801,1800,1.111
20180801,1900,1.917
20180801,2000,22.194
20180801,2100,51.317
20180801,2200,56.226
20180801,2300,73.776
20180802,0,77.627
20180802,100,87.343
20180802,200,110.156
20180802,300,134.973
20180802,400,136.313
20180802,500,114.925
20180802,600,109.241
20180802,700,105.119
20180802,800,63.375
20180802,900,46.147
20180802,1000,40.645
20180802,1100,39.454
20180802,1200,19.349
20180802,1300,12.818
20180802,1400,22.364
20180802,1500,32.656
20180802,1600,42.848
20180802,1700,26.173
20180802,1800,29.555
20180802,1900,22.335
20180802,2000,45.968
20180802,2100,78.542
20180802,2200,98.939
20180802,2300,109.27
20180803,0,111.033
20180803,100,129.759
20180803,200,106.389
20180803,300,92.9
20180803,400,91.484
20180803,500,63.011
20180803,600,56.173
20180803,700,67.779
20180803,800,69.757
20180803,900,82.935
20180803,1000,100.973
20180803,1100,77.818
20180803,1200,80.917
20180803,1300,80.89
20180803,1400,93.745
20180803,1500,79.581
20180803,1600,65.474
20180803,1700,79.994
20180803,1800,95.126
20180803,1900,111.297
20180803,2000,121.404
20180803,2100,154.61
20180803,2200,185.402
20180803,2300,205.681
20180804,0,161.562
20180804,100,139.692
20180804,200,120.796
20180804,300,115.214
20180804,400,92.009
20180804,500,77.648
20180804,600,71.725
20180804,700,60.81
20180804,800,54.615
20180804,900,45.599
20180804,1000,57.516
20180804,1100,32.152
20180804,1200,19.138
20180804,1300,13.345
20180804,1400,32.269
20180804,1500,30.558
20180804,1600,57.128
20180804,1700,63.316
20180804,1800,84.35
20180804,1900,57.485
20180804,2000,56.517
20180804,2100,53.512
20180804,2200,81.603
20180804,2300,129.53
20180805,0,113.993
20180805,100,156.68
20180805,200,128.632
20180805,300,127.073
20180805,400,109.882
20180805,500,89.781
20180805,600,87.332
20180805,700,73.665
20180805,800,54.485
20180805,900,46.397
20180805,1000,41.718
20180805,1100,46.374
20180805,1200,63.516
20180805,1300,68.434
20180805,1400,78.849
20180805,1500,87.143
20180805,1600,66.479
20180805,1700,73.331
20180805,1800,60.118
20180805,1900,57.853
20180805,2000,66.171
20180805,2100,73.045
20180805,2200,104.743
20180805,2300,112.87
20180806,0,126.252
20180806,100,106.907
20180806,200,113.303
20180806,300,104.268
20180806,400,99.612
20180806,500,78.444
20180806,600,63.102
20180806,700,49.026
20180806,800,38.316
20180806,900,33.653
20180806,1000,37.864
20180806,1100,37.007
20180806,1200,35.649
20180806,1300,38.991
20180806,1400,54.216
20180806,1500,50.056
20180806,1600,37.554
20180806,1700,48.757
20180806,1800,57.027
20180806,1900,63.969
20180806,2000,66.752
20180806,2100,74.178
20180806,2200,86.271
20180806,2300,114.815
20180807,0,124.443
20180807,100,105.609
20180807,200,118.548
20180807,300,112.992
20180807,400,96.19
20180807,500,77.287
20180807,600,68.798
20180807,700,45.937
20180807,800,30.372
20180807,900,19.991
20180807,1000,38.261
20180807,1100,28.665
20180807,1200,31.223
20180807,1300,43.851
20180807,1400,52.254
20180807,1500,44.409
20180807,1600,46.799
20180807,1700,43.169
20180807,1800,49.752
20180807,1900,43.01
20180807,2000,53.825
20180807,2100,76.405
20180807,2200,77.666
20180807,2300,89.234
20180808,0,131.909
20180808,100,100.093
20180808,200,81.363
20180808,300,95.7
20180808,400,106.757
20180808,500,118.092
20180808,600,102.264
20180808,700,76.791
20180808,800,35.201
20180808,900,6.505
20180808,1000,0
20180808,1100,0.124
20180808,1200,9.808
20180808,1300,25.639
20180808,1400,40.699
20180808,1500,33.533
20180808,1600,19.747
20180808,1700,21.243
20180808,1800,23.225
20180808,1900,14.005
20180808,2000,19.548
20180808,2100,28.395
20180808,2200,12.856
20180808,2300,30.026
20180809,0,13.282
20180809,100,3.885
20180809,200,18.42
20180809,300,22.908
20180809,400,68.283
20180809,500,85.298
20180809,600,102.344
20180809,700,93.396
20180809,800,57.399
20180809,900,33.459
20180809,1000,24.905
20180809,1100,5.497
20180809,1200,1.86
20180809,1300,0.657
20180809,1400,0
20180809,1500,6.42
20180809,1600,0.01
20180809,1700,0
20180809,1800,0.23
20180809,1900,14.54
20180809,2000,4.144
20180809,2100,0.157
20180809,2200,6.796
20180809,2300,64.781
20180810,0,65.53
20180810,100,30.426
20180810,200,27.922
20180810,300,26.467
20180810,400,44.818
20180810,500,37.76
20180810,600,39.85
20180810,700,29.17
20180810,800,44.445
20180810,900,71.125
20180810,1000,72.342
20180810,1100,75.392
20180810,1200,91.798
20180810,1300,60.382
20180810,1400,35.384
20180810,1500,32.765
20180810,1600,15.64
20180810,1700,2.28
20180810,1800,0.816
20180810,1900,0.28
20180810,2000,0
20180810,2100,0
20180810,2200,0
20180810,2300,0
20180811,0,0
20180811,100,0
20180811,200,0.007
20180811,300,0
20180811,400,0
20180811,500,0
20180811,600,0
20180811,700,0.099
20180811,800,0.1
20180811,900,0.379
20180811,1000,0
20180811,1100,0
20180811,1200,0
20180811,1300,0
20180811,1400,0.031
20180811,1500,0
20180811,1600,0
20180811,1700,7.206
20180811,1800,6.975
20180811,1900,22.582
20180811,2000,28.372
20180811,2100,37.877
20180811,2200,14.281
20180811,2300,12.127
20180812,0,1.444
20180812,100,0.351
20180812,200,0
20180812,300,0
20180812,400,0.538
20180812,500,7.849
20180812,600,0
20180812,700,2.413
20180812,800,0.438
20180812,900,0.007
20180812,1000,2.79
20180812,1100,13.186
20180812,1200,3.635
20180812,1300,27.91
20180812,1400,19.939
20180812,1500,16.735
20180812,1600,17.736
20180812,1700,3.621
20180812,1800,5.69
20180812,1900,16.562
20180812,2000,18.886
20180812,2100,19.45
20180812,2200,33.231
20180812,2300,40.018
20180813,0,33.519
20180813,100,25.043
20180813,200,6.854
20180813,300,1.721
20180813,400,0
20180813,500,0.464
20180813,600,0.943
20180813,700,13.127
20180813,800,0.863
20180813,900,0
20180813,1000,0
20180813,1100,0.968
20180813,1200,13.785
20180813,1300,18.199
20180813,1400,38.932
20180813,1500,14.672
20180813,1600,23.774
20180813,1700,47.846
20180813,1800,65.978
20180813,1900,60.068
20180813,2000,56.2
20180813,2100,56.49
20180813,2200,39.367
20180813,2300,37.515
20180814,0,50.964
20180814,100,45.903
20180814,200,58.431
20180814,300,70.839
20180814,400,86.912
20180814,500,120.739
20180814,600,148.484
20180814,700,131.644
20180814,800,116.145
20180814,900,118.433
20180814,1000,118.285
20180814,1100,94.525
20180814,1200,76.521
20180814,1300,83.148
20180814,1400,70.661
20180814,1500,77.373
20180814,1600,68.881
20180814,1700,84.882
20180814,1800,99.26
20180814,1900,103.917
20180814,2000,112.833
20180814,2100,113.436
20180814,2200,135.071
20180814,2300,149.916
20180815,0,125.932
20180815,100,98.884
20180815,200,79.201
20180815,300,76.776
20180815,400,83.144
20180815,500,110.046
20180815,600,126.639
20180815,700,112.421
20180815,800,109.312
20180815,900,126.302
20180815,1000,110.019
20180815,1100,64.07
20180815,1200,48.882
20180815,1300,39.315
20180815,1400,43.371
20180815,1500,46.812
20180815,1600,41.296
20180815,1700,59.609
20180815,1800,79.423
20180815,1900,71.802
20180815,2000,56.23
20180815,2100,46.708
20180815,2200,42.412
20180815,2300,49.697
20180816,0,87.352
20180816,100,115.623
20180816,200,91.45
20180816,300,98.875
20180816,400,70.38
20180816,500,60.482
20180816,600,60.37
20180816,700,68.181
20180816,800,68.705
20180816,900,78.242
20180816,1000,99.515
20180816,1100,81.441
20180816,1200,125.958
20180816,1300,128.832
20180816,1400,105.658
20180816,1500,67.913
20180816,1600,62.702
20180816,1700,62.642
20180816,1800,52.058
20180816,1900,54.093
20180816,2000,55.543
20180816,2100,66.52
20180816,2200,74.138
20180816,2300,72.568
20180817,0,68.909
20180817,100,71.87
20180817,200,89.202
20180817,300,86.507
20180817,400,84.722
20180817,500,97.282
20180817,600,113.222
20180817,700,129.019
20180817,800,107.514
20180817,900,99.173
20180817,1000,62.025
20180817,1100,42.694
20180817,1200,34.082
20180817,1300,18.562
20180817,1400,9.261
20180817,1500,4.873
20180817,1600,10.958
20180817,1700,16.071
20180817,1800,26.381
20180817,1900,33.262
20180817,2000,29.359
20180817,2100,26.834
20180817,2200,24.485
20180817,2300,13.425
20180818,0,25.241
20180818,100,43.691
20180818,200,48.631
20180818,300,40.668
20180818,400,43.293
20180818,500,16.167
20180818,600,1.235
20180818,700,0
20180818,800,0.005
20180818,900,3.183
20180818,1000,11.931
20180818,1100,5.824
20180818,1200,4.575
20180818,1300,6.205
20180818,1400,6.695
20180818,1500,8.92
20180818,1600,20.354
20180818,1700,39.874
20180818,1800,60.206
20180818,1900,66.253
20180818,2000,56.903
20180818,2100,51.774
20180818,2200,60.256
20180818,2300,72.684
20180819,0,113.596
20180819,100,65.499
20180819,200,59.636
20180819,300,49.245
20180819,400,61.529
20180819,500,41.902
20180819,600,53.579
20180819,700,73.544
20180819,800,65.597
20180819,900,71.974
20180819,1000,40.101
20180819,1100,15.087
20180819,1200,3.709
20180819,1300,0
20180819,1400,0
20180819,1500,0
20180819,1600,0
20180819,1700,2.012
20180819,1800,3.028
20180819,1900,2.446
20180819,2000,1.892
20180819,2100,26.395
20180819,2200,1.933
20180819,2300,16.058
20180820,0,26.935
20180820,100,43.372
20180820,200,62.178
20180820,300,52.661
20180820,400,32.552
20180820,500,36.676
20180820,600,53.465
20180820,700,57.036
20180820,800,60.659
20180820,900,78.868
20180820,1000,61.134
20180820,1100,49.828
20180820,1200,28.161
20180820,1300,24.262
20180820,1400,11.596
20180820,1500,8.66
20180820,1600,5.869
20180820,1700,3.001
20180820,1800,0.3
20180820,1900,2.631
20180820,2000,7.13
20180820,2100,12.812
20180820,2200,27.309
20180820,2300,30.777
20180821,0,29.029
20180821,100,27.474
20180821,200,27.158
20180821,300,29.74
20180821,400,33.906
20180821,500,35.635
20180821,600,30.689
20180821,700,26.188
20180821,800,15.008
20180821,900,7.416
20180821,1000,10.854
20180821,1100,6.122
20180821,1200,0.665
20180821,1300,0.087
20180821,1400,0
20180821,1500,0
20180821,1600,0
20180821,1700,4.396
20180821,1800,0.03
20180821,1900,10.433
20180821,2000,27.391
20180821,2100,34.734
20180821,2200,47.047
20180821,2300,56.782
20180822,0,74.715
20180822,100,66.197
20180822,200,70.733
