,date,hour,minute,lmp
27188,09/13/2018 ,22,50,20.66
27189,02/13/2018 ,01,10,20.52
27190,05/09/2018 ,14,35,1.47
27191,02/05/2018 ,19,35,27.44
27192,04/02/2018 ,20,45,7.22
27193,12/29/2018 ,19,45,36.28
27194,08/15/2018 ,09,15,23.81
27195,01/21/2018 ,18,45,18.98
27196,10/07/2018 ,11,50,20.59
27197,07/03/2018 ,11,15,25.49
27198,10/09/2018 ,15,25,26.85
27199,02/20/2018 ,10,15,19.63
27200,09/08/2018 ,11,45,28.65
27201,02/14/2018 ,02,30,19.03
27202,06/25/2018 ,22,00,22.94
27203,07/16/2018 ,18,10,37.26
27204,01/12/2018 ,02,20,21.79
27205,05/19/2018 ,19,20,26.27
27206,05/21/2018 ,17,40,31.18
27207,03/06/2018 ,13,35,19.12
27208,03/22/2018 ,05,30,-0.36
27209,08/01/2018 ,17,40,64.19
27210,05/29/2018 ,20,05,27.35
27211,04/21/2018 ,03,50,2.63
27212,06/23/2018 ,15,00,39.85
27213,01/10/2018 ,02,35,-0.32
27214,09/18/2018 ,21,00,18.18
27215,08/12/2018 ,03,00,19.19
27216,07/06/2018 ,19,40,23.24
27217,07/13/2018 ,10,45,24.11
27218,09/28/2018 ,02,55,5.46
27219,05/16/2018 ,14,45,68.94
27220,05/30/2018 ,04,00,16.78
27221,03/04/2018 ,09,00,16.58
27222,03/17/2018 ,11,05,19.96
27223,06/27/2018 ,08,00,17.46
27224,03/23/2018 ,03,20,-1.11
27225,11/05/2018 ,07,30,20.47
27226,09/09/2018 ,04,10,19.47
27227,02/18/2018 ,15,45,14.84
27228,10/24/2018 ,21,30,48.28
27229,10/18/2018 ,09,55,23.4
27230,11/12/2018 ,00,30,25.61
27231,11/26/2018 ,12,15,30.98
27232,06/29/2018 ,00,30,19.26
27233,03/20/2018 ,12,00,26.46
27234,03/19/2018 ,11,40,0.67
27235,10/15/2018 ,18,30,19.07
27236,05/07/2018 ,08,35,8.54
27237,03/04/2018 ,22,05,16.83
27238,06/27/2018 ,10,05,19.4
27239,10/26/2018 ,19,45,30.96
27240,10/07/2018 ,18,15,21.55
27241,04/20/2018 ,17,05,-2.1
27242,01/05/2018 ,01,00,19.46
27243,10/28/2018 ,07,40,15.23
27244,01/31/2018 ,15,20,18.19
27245,12/13/2018 ,06,50,33.33
27246,01/17/2018 ,23,55,29.98
27247,10/09/2018 ,03,00,20.8
27248,03/03/2018 ,12,25,12.17
27249,10/26/2018 ,14,40,30.64
27250,12/21/2018 ,13,40,21.59
27251,04/12/2018 ,19,25,7.07
27252,05/15/2018 ,22,55,17.32
27253,07/16/2018 ,14,25,42.79
27254,06/05/2018 ,09,40,20.9
27255,02/13/2018 ,23,50,19.1
27256,12/25/2018 ,09,35,24.38
27257,04/28/2018 ,06,40,19.31
27258,01/17/2018 ,08,50,76.66
27259,08/31/2018 ,14,40,57.37
27260,07/07/2018 ,02,25,18.39
27261,08/15/2018 ,14,50,152.2
27262,10/13/2018 ,06,40,21.03
27263,04/24/2018 ,16,40,45.73
27264,11/01/2018 ,05,40,24.35
27265,07/14/2018 ,15,20,38.38
27266,02/04/2018 ,13,10,18.88
27267,11/14/2018 ,20,35,44.88
27268,07/18/2018 ,08,25,18.05
27269,09/11/2018 ,11,05,20.2
27270,07/03/2018 ,04,15,19.07
27271,07/09/2018 ,13,20,31.23
27272,09/23/2018 ,12,20,19.69
27273,08/24/2018 ,02,55,17.84
27274,12/31/2018 ,10,15,15.88
27275,01/19/2018 ,14,50,18.19
27276,05/05/2018 ,11,35,27.51
27277,12/20/2018 ,10,20,13.93
27278,02/26/2018 ,19,10,17.66
27279,12/12/2018 ,13,05,53.06
27280,06/09/2018 ,23,05,26.19
27281,08/09/2018 ,08,35,23.85
27282,07/05/2018 ,18,10,27.17
27283,02/06/2018 ,06,25,19.63
27284,05/19/2018 ,08,10,13.08
27285,11/23/2018 ,13,05,13.15
27286,08/11/2018 ,10,55,25.06
27287,09/22/2018 ,09,35,18.77
27288,10/05/2018 ,20,10,32.17
27289,11/15/2018 ,21,50,25.14
27290,12/16/2018 ,12,40,26.25
27291,08/08/2018 ,01,00,18.65
27292,09/19/2018 ,00,40,16.63
27293,12/03/2018 ,23,05,23.23
27294,11/23/2018 ,05,30,13.95
27295,11/24/2018 ,10,25,47.68
27296,06/25/2018 ,23,00,20.9
27297,06/25/2018 ,07,35,25.47
27298,09/18/2018 ,22,35,20.08
27299,03/18/2018 ,07,20,18.68
27300,10/14/2018 ,14,20,35.79
27301,06/19/2018 ,22,55,22.61
27302,03/02/2018 ,23,55,0.4
27303,09/19/2018 ,19,55,37.55
27304,05/10/2018 ,09,50,13.75
27305,05/19/2018 ,21,30,26.23
27306,09/15/2018 ,06,40,20.26
27307,01/25/2018 ,18,10,150.69
27308,04/18/2018 ,20,45,27.39
27309,10/02/2018 ,15,10,37.7
27310,07/31/2018 ,07,00,22.41
27311,08/09/2018 ,05,00,18.99
27312,05/23/2018 ,18,55,24.36
27313,12/29/2018 ,01,50,27.27
27314,06/16/2018 ,02,20,16.49
27315,10/04/2018 ,22,10,32.34
27316,09/28/2018 ,21,15,19.94
27317,03/26/2018 ,13,50,26.76
27318,04/06/2018 ,16,00,26.51
27319,01/27/2018 ,05,50,13.28
27320,12/10/2018 ,04,15,31.85
27321,09/23/2018 ,20,50,21.28
27322,04/08/2018 ,19,55,18.05
27323,03/04/2018 ,14,55,16.27
27324,09/26/2018 ,18,30,29.94
27325,12/27/2018 ,07,10,18.58
27326,04/09/2018 ,10,45,22.31
27327,04/04/2018 ,09,55,20.26
27328,07/15/2018 ,11,15,23.86
27329,10/25/2018 ,19,05,42.06
27330,11/25/2018 ,07,55,8.82
27331,06/29/2018 ,04,50,16.52
27332,11/30/2018 ,20,25,-1.48
27333,12/20/2018 ,03,45,0.53
27334,03/15/2018 ,13,15,3.14
27335,03/04/2018 ,08,10,17.12
27336,02/23/2018 ,07,50,26.98
27337,07/29/2018 ,04,40,17.76
27338,09/18/2018 ,08,30,20.82
27339,03/30/2018 ,17,30,17.98
27340,12/09/2018 ,01,55,33.71
27341,06/13/2018 ,16,30,40.33
27342,04/18/2018 ,06,40,-0.35
27343,04/27/2018 ,07,45,20.34
27344,07/03/2018 ,06,35,18.23
27345,12/27/2018 ,11,20,14.38
27346,10/27/2018 ,18,05,45.16
27347,08/10/2018 ,22,05,25.31
27348,08/20/2018 ,08,05,20.72
27349,04/29/2018 ,18,00,2.03
27350,04/16/2018 ,20,05,11.46
27351,08/03/2018 ,02,40,18.1
27352,10/13/2018 ,11,10,1031.48
27353,09/12/2018 ,03,45,17.28
27354,12/04/2018 ,04,05,23.51
27355,08/19/2018 ,15,05,57.54
27356,04/02/2018 ,18,50,22.46
27357,07/01/2018 ,23,35,18.05
27358,01/10/2018 ,15,15,0.41
27359,03/21/2018 ,03,30,16.89
27360,11/22/2018 ,15,30,19.58
27361,06/02/2018 ,02,30,16.32
27362,01/07/2018 ,12,15,16.22
27363,04/24/2018 ,13,15,27.15
27364,06/01/2018 ,13,10,46.53
27365,09/23/2018 ,19,35,24.34
27366,05/13/2018 ,20,35,27.24
27367,10/09/2018 ,21,45,25.3
27368,06/08/2018 ,17,00,33.3
27369,11/08/2018 ,04,05,26.53
27370,01/21/2018 ,13,20,6.79
27371,07/26/2018 ,13,50,60.87
27372,08/20/2018 ,14,40,52.12
27373,12/08/2018 ,08,40,35.95
27374,10/14/2018 ,21,40,16.89
27375,11/13/2018 ,13,05,24.65
27376,06/16/2018 ,23,50,22.42
27377,02/22/2018 ,00,10,21.01
27378,05/28/2018 ,15,00,39.56
27379,06/01/2018 ,11,15,27.95
27380,12/16/2018 ,17,15,29.25
27381,04/26/2018 ,01,55,17.87
27382,04/19/2018 ,23,20,16.23
27383,04/10/2018 ,22,50,-0.38
27384,07/02/2018 ,00,25,19.07
27385,09/02/2018 ,12,15,28.69
27386,01/05/2018 ,00,55,19.49
27387,07/28/2018 ,13,15,46.56
27388,09/24/2018 ,02,00,18.37
27389,05/30/2018 ,07,20,17.1
27390,02/14/2018 ,22,50,5.08
27391,08/17/2018 ,09,05,20.98
27392,09/17/2018 ,17,55,47.43
27393,08/09/2018 ,07,30,19.52
27394,01/28/2018 ,04,55,23.37
27395,04/20/2018 ,13,30,-1.81
27396,12/13/2018 ,20,55,20.63
27397,09/09/2018 ,21,20,21.43
27398,02/26/2018 ,16,15,19.4
27399,11/11/2018 ,17,50,35.04
27400,07/01/2018 ,05,15,16.87
27401,01/24/2018 ,14,55,18.71
27402,07/10/2018 ,13,15,31.23
27403,11/22/2018 ,06,55,40.65
27404,12/24/2018 ,23,50,15.53
27405,10/20/2018 ,00,35,24.23
27406,09/03/2018 ,12,00,22.14
27407,11/14/2018 ,04,35,44.06
27408,11/13/2018 ,11,20,32.82
27409,02/10/2018 ,21,30,20.83
27410,04/05/2018 ,05,10,14.73
27411,01/13/2018 ,09,10,38.02
27412,10/06/2018 ,01,30,1219.52
27413,07/15/2018 ,16,45,33.91
27414,08/04/2018 ,22,50,25.39
27415,04/18/2018 ,03,10,2.61
27416,06/08/2018 ,15,25,57.32
27417,09/15/2018 ,22,35,20.86
27418,06/03/2018 ,10,30,19.21
27419,06/08/2018 ,18,20,29.8
27420,10/02/2018 ,02,40,18.53
27421,01/31/2018 ,03,10,8.46
27422,06/25/2018 ,11,05,25.7
27423,12/12/2018 ,23,35,13.16
27424,07/01/2018 ,19,50,24.37
27425,06/12/2018 ,04,35,16.55
27426,02/22/2018 ,18,50,29.16
27427,08/19/2018 ,03,00,18.57
27428,03/19/2018 ,20,40,20.38
27429,11/16/2018 ,08,35,41.56
27430,12/18/2018 ,22,35,25.0
27431,12/28/2018 ,23,50,29.8
27432,08/17/2018 ,05,00,18.81
27433,08/24/2018 ,19,00,38.3
27434,07/13/2018 ,23,40,19.76
27435,01/26/2018 ,18,55,19.1
27436,03/03/2018 ,18,50,11.74
27437,04/24/2018 ,18,05,29.91
27438,11/14/2018 ,20,30,45.62
27439,05/14/2018 ,07,30,16.37
27440,01/30/2018 ,16,45,17.39
27441,02/27/2018 ,10,05,19.82
27442,12/03/2018 ,13,35,28.38
27443,07/12/2018 ,09,20,20.98
27444,06/25/2018 ,03,00,17.39
27445,07/29/2018 ,01,15,22.71
27446,10/10/2018 ,02,15,20.29
27447,02/06/2018 ,16,50,23.97
27448,11/23/2018 ,10,35,3.27
27449,11/17/2018 ,02,10,6.29
27450,02/18/2018 ,10,00,19.3
27451,05/14/2018 ,06,30,13.69
27452,07/25/2018 ,17,50,44.96
27453,01/25/2018 ,02,35,24.97
27454,11/28/2018 ,18,25,28.52
27455,08/20/2018 ,16,15,65.48
27456,01/18/2018 ,05,40,48.53
27457,06/18/2018 ,15,45,45.36
27458,08/24/2018 ,23,55,17.5
27459,04/29/2018 ,09,00,14.22
27460,12/13/2018 ,19,25,23.17
27461,09/17/2018 ,21,05,34.11
27462,06/02/2018 ,06,50,15.44
27463,12/17/2018 ,21,00,42.87
27464,09/05/2018 ,01,05,19.33
27465,10/15/2018 ,17,35,18.55
27466,01/18/2018 ,08,45,57.82
27467,07/25/2018 ,04,15,18.29
27468,10/13/2018 ,14,50,53.66
27469,05/26/2018 ,05,25,2.85
27470,02/12/2018 ,07,05,44.54
27471,02/26/2018 ,15,20,18.21
27472,12/30/2018 ,04,45,22.02
27473,01/01/2018 ,13,45,32.83
27474,07/06/2018 ,13,35,42.94
27475,05/12/2018 ,02,20,-0.23
27476,01/03/2018 ,07,30,-1.18
27477,02/14/2018 ,23,40,-0.4
27478,09/01/2018 ,21,55,26.52
27479,12/10/2018 ,18,05,42.09
27480,05/03/2018 ,12,45,30.97
27481,03/30/2018 ,00,10,18.38
27482,01/30/2018 ,09,35,19.53
27483,09/24/2018 ,21,40,27.63
27484,06/17/2018 ,13,10,27.62
27485,04/13/2018 ,08,35,-0.37
27486,08/27/2018 ,09,10,16.72
27487,12/26/2018 ,17,00,23.93
27488,09/05/2018 ,14,15,34.77
27489,01/10/2018 ,23,45,-0.14
27490,07/31/2018 ,01,50,19.47
27491,05/14/2018 ,01,55,20.97
27492,03/19/2018 ,16,10,20.29
27493,05/16/2018 ,21,25,18.2
27494,08/01/2018 ,10,20,29.45
27495,07/13/2018 ,06,55,16.85
27496,06/14/2018 ,16,20,24.11
27497,09/02/2018 ,21,15,20.55
27498,03/12/2018 ,13,05,20.01
27499,04/19/2018 ,10,20,19.59
27500,07/18/2018 ,03,40,0.49
27501,04/22/2018 ,03,25,19.09
27502,03/17/2018 ,16,55,24.64
27503,08/07/2018 ,03,15,18.2
27504,11/11/2018 ,16,40,25.07
27505,06/08/2018 ,16,00,58.42
27506,08/22/2018 ,11,05,27.19
27507,06/19/2018 ,00,00,22.3
27508,11/20/2018 ,04,45,30.31
27509,12/28/2018 ,07,05,19.12
27510,07/27/2018 ,07,35,19.46
27511,09/11/2018 ,21,55,23.76
27512,07/29/2018 ,19,30,44.55
27513,01/28/2018 ,06,00,21.39
27514,01/31/2018 ,15,45,18.07
27515,05/21/2018 ,10,10,23.96
27516,07/02/2018 ,01,15,19.22
27517,05/04/2018 ,20,30,23.5
27518,05/24/2018 ,06,05,18.45
27519,07/20/2018 ,06,10,18.34
27520,10/16/2018 ,12,05,21.93
27521,12/13/2018 ,16,05,21.35
27522,12/27/2018 ,04,20,7.02
27523,03/19/2018 ,07,50,8.08
27524,01/20/2018 ,05,40,26.98
27525,08/15/2018 ,10,05,28.32
27526,10/26/2018 ,12,20,24.35
27527,08/07/2018 ,19,55,31.77
27528,05/31/2018 ,11,40,33.7
27529,03/23/2018 ,18,35,-0.96
27530,08/30/2018 ,16,15,83.06
27531,06/25/2018 ,10,15,24.68
27532,07/07/2018 ,04,45,17.86
27533,12/23/2018 ,13,50,23.75
27534,12/03/2018 ,17,55,41.05
27535,02/24/2018 ,05,45,20.06
27536,04/25/2018 ,06,50,-3.4
27537,07/23/2018 ,12,40,35.59
27538,10/05/2018 ,08,35,23.16
27539,12/23/2018 ,17,15,23.53
27540,04/20/2018 ,18,00,-1.46
27541,11/13/2018 ,23,35,35.44
27542,10/28/2018 ,16,20,69.9
27543,03/18/2018 ,21,00,19.42
27544,08/04/2018 ,10,45,20.31
27545,12/23/2018 ,01,20,0.0
27546,05/31/2018 ,15,05,75.27
27547,08/25/2018 ,07,20,15.28
27548,07/05/2018 ,16,18,36.84
27549,07/11/2018 ,18,25,34.96
27550,07/02/2018 ,08,55,20.13
27551,04/26/2018 ,12,15,19.15
27552,11/03/2018 ,01,15,-0.85
27553,01/31/2018 ,01,30,4.12
27554,02/21/2018 ,09,55,31.54
27555,03/15/2018 ,05,20,5.31
27556,07/16/2018 ,05,45,18.34
27557,09/20/2018 ,23,25,20.17
27558,08/20/2018 ,19,40,34.26
27559,08/15/2018 ,14,40,82.73
27560,12/25/2018 ,20,15,20.72
27561,01/20/2018 ,01,05,15.54
27562,05/11/2018 ,21,35,0.14
27563,01/28/2018 ,18,35,32.67
27564,10/04/2018 ,07,55,20.14
27565,09/18/2018 ,05,35,19.29
27566,09/15/2018 ,20,55,23.99
27567,01/27/2018 ,21,55,19.76
27568,08/27/2018 ,01,50,12.58
27569,05/01/2018 ,01,00,-0.36
27570,04/17/2018 ,14,20,-0.38
27571,08/23/2018 ,15,05,45.51
27572,05/20/2018 ,05,30,17.11
27573,04/27/2018 ,15,45,31.64
27574,12/03/2018 ,21,20,16.78
27575,08/07/2018 ,07,50,23.32
27576,11/11/2018 ,12,05,26.44
27577,10/05/2018 ,00,05,22.02
27578,04/24/2018 ,23,00,5.81
27579,08/21/2018 ,17,00,44.72
27580,01/11/2018 ,21,30,23.07
27581,03/12/2018 ,17,40,19.23
27582,12/18/2018 ,00,10,26.94
27583,02/25/2018 ,07,10,18.68
27584,08/24/2018 ,22,40,18.58
27585,08/10/2018 ,12,55,30.25
27586,11/24/2018 ,01,45,26.84
27587,05/21/2018 ,08,10,75.0
27588,11/29/2018 ,20,15,49.72
27589,05/30/2018 ,13,15,35.78
27590,12/10/2018 ,05,55,46.34
27591,09/22/2018 ,04,00,16.58
27592,09/15/2018 ,21,50,21.09
27593,07/14/2018 ,18,25,37.2
27594,07/01/2018 ,11,20,22.4
27595,01/18/2018 ,10,45,46.33
27596,07/26/2018 ,23,40,22.25
27597,09/15/2018 ,17,05,35.09
27598,08/19/2018 ,17,25,79.88
27599,08/13/2018 ,00,10,19.04
27600,10/15/2018 ,14,05,18.02
27601,04/30/2018 ,19,55,6.97
27602,10/04/2018 ,12,35,75.24
27603,06/02/2018 ,13,55,43.99
27604,10/30/2018 ,06,15,18.2
27605,12/15/2018 ,06,10,37.5
27606,06/13/2018 ,05,55,18.03
27607,08/23/2018 ,17,40,44.68
27608,10/04/2018 ,20,35,34.39
27609,06/17/2018 ,17,55,31.64
27610,10/23/2018 ,08,25,35.03
27611,09/23/2018 ,16,48,42.79
27612,01/22/2018 ,02,25,16.14
27613,03/07/2018 ,02,20,15.29
27614,05/02/2018 ,22,20,27.23
27615,01/21/2018 ,19,45,18.53
27616,09/07/2018 ,16,20,41.45
27617,06/29/2018 ,17,35,34.22
27618,02/24/2018 ,09,55,19.86
27619,12/29/2018 ,13,45,28.86
27620,04/16/2018 ,04,25,-1.15
27621,06/19/2018 ,17,10,25.07
27622,01/27/2018 ,16,35,19.69
27623,12/05/2018 ,05,45,34.78
27624,07/06/2018 ,20,30,25.06
27625,01/01/2018 ,20,40,42.5
27626,11/12/2018 ,03,05,16.1
27627,09/27/2018 ,10,20,19.71
27628,04/04/2018 ,17,35,19.85
27629,01/09/2018 ,17,05,20.1
27630,05/15/2018 ,09,50,23.37
27631,06/13/2018 ,19,10,34.06
27632,07/13/2018 ,07,40,18.58
27633,03/30/2018 ,18,10,18.13
27634,12/10/2018 ,00,05,31.77
27635,04/18/2018 ,18,25,25.26
27636,05/12/2018 ,11,40,17.7
27637,08/05/2018 ,20,45,25.62
27638,08/28/2018 ,03,15,13.64
27639,02/13/2018 ,16,15,19.66
27640,09/30/2018 ,05,25,18.34
27641,02/01/2018 ,07,00,17.23
27642,06/16/2018 ,11,45,10.69
27643,07/22/2018 ,06,00,-0.57
27644,08/26/2018 ,03,50,15.91
27645,06/26/2018 ,01,10,15.28
27646,08/29/2018 ,09,30,19.74
27647,06/16/2018 ,01,35,17.04
27648,09/12/2018 ,08,20,21.53
27649,01/23/2018 ,19,40,22.84
27650,01/10/2018 ,05,40,0.36
27651,12/05/2018 ,04,45,28.17
27652,12/01/2018 ,07,35,-0.84
27653,07/24/2018 ,14,35,56.89
27654,04/08/2018 ,06,35,26.8
27655,05/11/2018 ,10,10,-2.21
27656,11/12/2018 ,07,45,9.74
27657,12/14/2018 ,13,55,16.02
27658,05/02/2018 ,07,15,5.93
27659,03/28/2018 ,22,30,19.58
27660,07/19/2018 ,02,00,13.14
27661,06/20/2018 ,01,50,20.0
27662,11/07/2018 ,20,35,33.45
27663,08/11/2018 ,11,55,28.45
27664,10/24/2018 ,05,35,20.93
27665,11/22/2018 ,02,10,20.72
27666,03/11/2018 ,10,20,-0.38
27667,12/17/2018 ,03,55,29.23
27668,03/30/2018 ,14,25,18.38
27669,07/05/2018 ,13,50,31.55
27670,10/16/2018 ,20,10,33.53
27671,05/21/2018 ,16,00,57.69
27672,09/05/2018 ,23,50,22.47
27673,06/20/2018 ,10,30,24.17
27674,03/07/2018 ,11,55,20.1
27675,11/20/2018 ,03,35,27.84
27676,09/13/2018 ,00,50,21.15
27677,09/11/2018 ,02,10,17.7
27678,09/17/2018 ,13,10,34.38
27679,08/10/2018 ,21,55,27.42
27680,12/18/2018 ,01,10,25.52
27681,03/07/2018 ,03,30,15.9
27682,09/28/2018 ,09,25,19.73
27683,03/30/2018 ,23,45,-1.33
27684,03/22/2018 ,07,15,6.99
27685,04/26/2018 ,05,10,16.91
27686,05/16/2018 ,09,00,19.59
27687,09/02/2018 ,16,50,26.33
27688,07/28/2018 ,17,50,75.97
27689,12/26/2018 ,22,00,22.51
27690,10/07/2018 ,18,55,21.86
27691,10/16/2018 ,09,30,20.71
27692,06/15/2018 ,18,40,19.61
27693,05/31/2018 ,19,30,30.91
27694,03/14/2018 ,13,40,18.37
27695,11/17/2018 ,04,00,20.44
27696,12/26/2018 ,16,05,19.12
27697,07/30/2018 ,19,05,29.61
27698,10/01/2018 ,12,45,47.52
27699,05/02/2018 ,08,35,2.75
27700,06/15/2018 ,15,45,9.37
27701,01/07/2018 ,16,50,10.49
27702,03/22/2018 ,16,55,19.72
27703,09/06/2018 ,19,55,34.39
27704,07/07/2018 ,16,35,29.75
27705,01/16/2018 ,00,50,15.39
27706,07/17/2018 ,11,20,28.71
27707,11/11/2018 ,16,45,25.41
27708,11/05/2018 ,23,15,20.53
27709,11/05/2018 ,08,10,36.12
27710,01/03/2018 ,01,20,33.92
27711,11/20/2018 ,01,30,30.74
27712,09/26/2018 ,15,25,29.31
27713,01/21/2018 ,06,25,-0.66
27714,05/02/2018 ,02,45,-0.37
27715,09/16/2018 ,20,45,27.38
27716,09/22/2018 ,16,55,17.38
27717,10/24/2018 ,23,15,32.62
27718,10/13/2018 ,15,55,35.72
27719,05/24/2018 ,22,05,22.73
27720,01/14/2018 ,06,20,23.04
27721,06/06/2018 ,06,25,16.58
27722,01/01/2018 ,18,05,46.3
27723,11/12/2018 ,17,58,30.21
27724,09/02/2018 ,10,50,27.86
27725,06/02/2018 ,14,25,47.28
27726,04/26/2018 ,10,35,18.85
27727,11/03/2018 ,03,35,-0.31
27728,05/27/2018 ,09,45,20.71
27729,03/07/2018 ,23,50,16.12
27730,01/02/2018 ,04,20,27.74
27731,11/22/2018 ,18,15,19.71
27732,09/18/2018 ,07,15,20.76
27733,08/13/2018 ,11,55,62.68
27734,12/16/2018 ,21,55,31.48
27735,06/09/2018 ,11,30,24.72
27736,05/20/2018 ,09,50,18.35
27737,10/29/2018 ,20,20,11.93
27738,11/30/2018 ,09,00,8.52
27739,03/01/2018 ,14,50,18.93
27740,12/15/2018 ,03,55,34.42
27741,06/22/2018 ,15,50,31.57
27742,04/07/2018 ,15,55,22.86
27743,10/02/2018 ,10,45,20.28
27744,08/20/2018 ,07,25,20.27
27745,04/09/2018 ,09,55,24.18
27746,05/22/2018 ,23,50,21.69
27747,05/03/2018 ,00,30,16.83
27748,05/08/2018 ,08,20,0.36
27749,08/02/2018 ,12,45,48.39
27750,02/26/2018 ,19,15,17.64
27751,02/19/2018 ,03,20,-0.64
27752,09/27/2018 ,23,55,14.17
27753,05/28/2018 ,22,50,24.18
27754,04/29/2018 ,23,25,2.93
27755,05/04/2018 ,18,20,20.17
27756,05/26/2018 ,04,15,2.86
27757,07/31/2018 ,07,35,25.38
27758,12/13/2018 ,01,20,12.51
27759,03/13/2018 ,07,40,20.86
27760,07/05/2018 ,15,10,28.35
27761,06/10/2018 ,02,45,19.9
27762,01/24/2018 ,08,10,31.68
27763,11/28/2018 ,16,15,21.56
27764,06/03/2018 ,12,35,26.28
27765,02/12/2018 ,14,30,21.26
27766,06/07/2018 ,00,35,18.23
27767,02/28/2018 ,19,50,20.29
27768,04/06/2018 ,22,30,3.49
27769,06/11/2018 ,18,10,32.52
27770,03/01/2018 ,05,10,11.98
27771,07/03/2018 ,22,10,25.31
27772,02/28/2018 ,14,55,22.56
27773,04/11/2018 ,11,35,-3.75
27774,07/15/2018 ,14,40,37.25
27775,08/15/2018 ,11,05,33.27
27776,03/17/2018 ,04,20,17.06
27777,12/07/2018 ,14,05,39.2
27778,04/01/2018 ,01,05,16.4
27779,06/04/2018 ,05,05,17.89
27780,07/30/2018 ,13,00,27.97
27781,06/08/2018 ,20,40,27.78
27782,11/10/2018 ,00,20,24.04
27783,05/16/2018 ,18,55,36.67
27784,04/28/2018 ,03,15,17.3
27785,07/22/2018 ,03,55,2.23
27786,02/12/2018 ,12,25,29.73
27787,04/02/2018 ,11,05,657.68
27788,07/09/2018 ,07,35,21.76
27789,07/16/2018 ,02,35,18.44
27790,11/04/2018 ,08,40,21.1
27791,06/06/2018 ,20,05,28.46
27792,02/16/2018 ,23,55,17.57
27793,05/05/2018 ,08,25,18.47
27794,06/14/2018 ,04,55,17.23
27795,03/25/2018 ,21,05,18.8
27796,11/03/2018 ,10,50,12.46
27797,10/17/2018 ,18,20,20.85
27798,01/29/2018 ,20,25,23.81
27799,05/18/2018 ,18,10,7.11
27800,02/15/2018 ,11,05,13.88
27801,12/21/2018 ,00,20,39.43
27802,09/10/2018 ,17,30,26.81
27803,10/11/2018 ,15,55,36.02
27804,10/25/2018 ,23,45,23.59
27805,10/08/2018 ,06,10,19.61
27806,07/28/2018 ,11,10,30.36
27807,07/18/2018 ,11,35,29.89
27808,03/04/2018 ,14,50,16.56
27809,06/14/2018 ,09,50,23.81
27810,12/08/2018 ,14,05,35.92
27811,05/18/2018 ,16,50,10.36
27812,05/01/2018 ,03,10,4.34
27813,11/06/2018 ,04,40,22.87
27814,06/12/2018 ,22,15,23.88
27815,09/19/2018 ,05,15,19.0
27816,07/21/2018 ,20,45,29.39
27817,12/22/2018 ,05,30,18.66
27818,12/06/2018 ,08,05,37.26
27819,01/08/2018 ,05,30,18.78
27820,10/11/2018 ,19,20,38.73
27821,05/15/2018 ,10,40,27.74
27822,05/07/2018 ,10,25,18.26
27823,07/31/2018 ,14,50,29.3
27824,12/12/2018 ,16,50,32.95
27825,04/12/2018 ,00,35,-11.41
27826,11/26/2018 ,08,30,33.4
27827,05/11/2018 ,18,30,12.48
27828,09/18/2018 ,08,35,20.82
27829,12/18/2018 ,17,50,462.59
27830,07/27/2018 ,17,45,38.29
27831,01/06/2018 ,21,40,-0.08
27832,12/03/2018 ,00,50,51.78
27833,04/28/2018 ,01,10,18.28
27834,03/04/2018 ,08,15,16.94
27835,05/28/2018 ,14,00,31.5
27836,07/13/2018 ,15,10,33.66
27837,06/24/2018 ,05,40,16.1
27838,03/07/2018 ,04,40,16.56
27839,10/22/2018 ,02,25,25.44
27840,04/11/2018 ,17,50,-1.71
27841,12/05/2018 ,16,55,23.46
27842,11/20/2018 ,08,00,31.68
27843,12/10/2018 ,21,15,29.67
27844,10/19/2018 ,07,15,34.18
27845,05/16/2018 ,07,25,17.89
27846,03/07/2018 ,09,45,20.51
27847,10/29/2018 ,07,30,18.86
27848,01/30/2018 ,06,15,22.49
27849,10/06/2018 ,20,45,30.76
27850,02/28/2018 ,22,05,19.74
27851,07/24/2018 ,08,55,22.39
27852,02/13/2018 ,04,45,21.25
27853,01/13/2018 ,13,30,22.64
27854,02/28/2018 ,16,00,20.57
27855,12/22/2018 ,20,05,21.67
27856,06/15/2018 ,12,35,5.07
27857,01/01/2018 ,00,20,27.73
27858,05/08/2018 ,16,30,8.95
27859,11/07/2018 ,12,20,38.87
27860,04/20/2018 ,21,50,-0.35
27861,04/25/2018 ,19,30,28.5
27862,12/11/2018 ,06,40,37.19
27863,01/22/2018 ,15,05,12.6
27864,07/31/2018 ,03,55,19.77
27865,11/28/2018 ,23,00,-2.03
27866,05/26/2018 ,08,00,15.76
27867,06/19/2018 ,05,40,18.43
27868,04/24/2018 ,12,15,19.82
27869,12/02/2018 ,16,30,30.39
27870,09/12/2018 ,22,40,21.01
27871,12/08/2018 ,01,05,28.36
27872,08/12/2018 ,05,10,18.98
27873,07/10/2018 ,06,35,19.13
27874,08/06/2018 ,04,45,22.21
27875,05/10/2018 ,23,40,-0.37
27876,12/16/2018 ,21,45,34.3
27877,05/05/2018 ,12,05,24.31
27878,02/02/2018 ,17,15,19.46
27879,12/26/2018 ,02,10,0.0
27880,05/23/2018 ,11,35,28.9
27881,04/23/2018 ,15,15,34.65
27882,02/23/2018 ,22,40,21.37
27883,04/02/2018 ,14,45,23.9
27884,05/28/2018 ,19,25,35.4
