period_start,period_end,hours,raw_revenue_usd,normalized_revenue_metric,delivered_energy_mwh,curtailment_mwh,output_shortfall_mwh,total_charge_mwh,total_discharge_mwh,initial_soc_mwh,final_soc_mwh,min_soc_mwh,max_soc_mwh,case_id,storage_power_mw,storage_duration_h,capacity_mwh,rte,grid_cap_mw,target_output_mw,min_soc_mwh_configured,max_soc_mwh_configured,initial_soc_mwh_configured,price_note,hourly_output_file
2014-01-01 00:00:00,2023-12-23 20:00:00,87432,211515621.83184698,5981942.952538653,5911506.13945,1505574.6206363637,2831693.86055,949247.1413636364,521876.80945,600.0,980.2150909090908,200.0,1000.0,constant_output_baseload_100mw_2014_2023,100.0,10.0,1000.0,0.55,249.0,100.0,200.0,1000.0,600.0,raw revenue uses raw LMP; normalized revenue uses the rolling-horizon normalized/capped price metric,/Users/davidvalenta/deep-wind-model-dispatch/Summer 2026 REU/100 MW baseload/results/current_run_from_knobs/constant_output_baseload_100mw_2014_2023_hourly.csv
