epoch,train_loss,val_loss
0,3.0193613e+08,1.4580194e+08
1,1.1997559e+08,1.14122856e+08
2,9.937249e+07,1.0264914e+08
3,8.838045e+07,8.903563e+07
4,8.630585e+07,8.474598e+07
5,8.107683e+07,8.257337e+07
6,7.934983e+07,8.1251944e+07
7,7.818708e+07,8.003426e+07
8,4.8158056e+07,8.137731e+07
9,4.657042e+07,7.898597e+07
10,4.478369e+07,7.941566e+07
