period_start,period_end,hours,raw_revenue_usd,normalized_revenue_metric,delivered_energy_mwh,curtailment_mwh,output_shortfall_mwh,total_charge_mwh,total_discharge_mwh,initial_soc_mwh,final_soc_mwh,min_soc_mwh,max_soc_mwh,case_id,storage_power_mw,storage_duration_h,capacity_mwh,rte,grid_cap_mw,target_output_mw,min_soc_mwh_configured,max_soc_mwh_configured,initial_soc_mwh_configured,annual_target_soc_mwh,final_target_soc_mwh,annual_soc_settlement_hours,annual_soc_target_count,annual_soc_target_violation_count,annual_soc_target_max_abs_error,final_soc_target_abs_error,final_soc_target_violation_count,qa_max_wind_balance_violation,qa_max_grid_violation,qa_max_soc_update_violation,qa_max_simultaneous_charge_discharge,qa_total_violation_count,annualized_dispatch_cost_usd,normalized_cove_index,raw_cove_usd_basis,price_note,hourly_output_file
2014-01-01 00:00:00,2023-12-23 05:00:00,87417,210880185.44424164,5962774.411855166,5892081.64775,1535840.745909091,2850409.9710999997,919263.4340909091,505594.88875000004,600.0,600.0,200.0,1000.0,constant_output_baseload_100mw_2014_2023,100.0,10.0,1000.0,0.55,249.0,100.0,200.0,1000.0,600.0,600.0,600.0,720,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,51416725.0,8.62295325105264,0.24381961203080876,raw revenue uses raw LMP; normalized revenue uses the rolling-horizon normalized/capped price metric,/Users/davidvalenta/deep-wind-model-dispatch/Summer 2026 REU/100 MW baseload/results/frozen_controlled/constant_output_baseload_100mw_2014_2023_hourly.csv
