epoch,train_loss,val_loss
0,80189.484,17587.592
1,10191.594,7015.4385
2,3889.9856,3790.2297
3,2034.4966,1538.9465
4,1153.8164,504.9507
5,204.18863,286.97983
6,133.77168,73.437515
7,84.66842,73.50791
8,58.66971,73.55537
9,76.02559,73.669304
