window_index,horizon_start_hour,horizon_end_hour,executed_until_hour,initial_soc,soc_after_execution,planned_terminal_soc,objective,runtime_seconds,mip_gap,status
0,0,71,23,1440.0,1900.0,1440.0,11687.343894173846,0.017628192901611328,0.0,2
1,24,95,47,1900.0,2400.0,1900.0,11349.103157662119,0.004305124282836914,0.0,2
2,48,119,71,2400.0,1309.0909090909092,2400.0,9967.020018968176,0.002765178680419922,0.0,2
3,72,143,95,1309.0909090909092,486.298,1309.0909090909092,11264.168787355036,0.0030889511108398438,0.0,2
4,96,167,119,486.298,480.0,486.298,6722.998946706213,0.012902021408081055,0.0,2
5,120,191,143,480.0,1005.6470000000002,480.0,6237.047336961075,0.0037260055541992188,0.0,2
6,144,215,167,1005.6470000000002,1834.0020000000002,1005.6470000000002,3206.4496943024646,0.002206087112426758,0.0,2
7,168,239,191,1834.0020000000002,843.6363636363635,1834.0020000000002,4070.2105257079816,0.003932952880859375,0.0,2
8,192,263,215,843.6363636363635,980.0,843.6363636363635,4065.2001851344708,0.0025191307067871094,0.0,2
9,216,287,239,980.0,2000.0,980.0,5917.476613264589,0.0024280548095703125,0.0,2
10,240,311,263,2000.0,2400.0,2000.0,7059.482853331113,0.003551006317138672,0.0,2
11,264,335,287,2400.0,2036.3636363636363,2400.0,7770.632324300609,0.002370119094848633,0.0,2
12,288,359,311,2036.3636363636363,1437.134818181818,2036.3636363636363,7205.795665337293,0.0037147998809814453,0.0,2
13,312,383,335,1437.134818181818,937.0600000000001,1437.134818181818,12418.006967013525,0.0034711360931396484,0.0,2
14,336,407,359,937.0600000000001,2300.0,937.0600000000001,15735.044881703558,0.003370046615600586,0.0,2
15,360,431,383,2300.0,1377.8419090909092,2300.0,18418.113985566524,0.004072904586791992,0.0,2
16,384,455,407,1377.8419090909092,580.0,1377.8419090909092,12374.753132332438,0.0023069381713867188,0.0,2
17,408,479,431,580.0,480.0,580.0,8095.788500496635,0.0021500587463378906,0.0,2
18,432,503,455,480.0,716.4440000000001,480.0,3027.3563240464764,0.0018877983093261719,0.0,2
19,456,527,479,716.4440000000001,781.7909999999999,716.4440000000001,4056.5107397419292,0.0018651485443115234,0.0,2
20,480,551,503,781.7909999999999,899.2649999999999,781.7909999999999,13698.538449983,0.002026081085205078,0.0,2
21,504,575,527,899.2649999999999,1539.8231818181816,899.2649999999999,18187.42610994584,0.002440929412841797,0.0,2
22,528,599,551,1539.8231818181816,1154.1375454545453,1539.8231818181816,17716.772215126835,0.003468036651611328,0.0,2
23,552,623,575,1154.1375454545453,1359.033909090909,1154.1375454545453,6795.192088886938,0.004004001617431641,0.0,2
24,576,647,599,1359.033909090909,825.6431818181818,1359.033909090909,2816.0314863930635,0.002686023712158203,0.0,2
25,600,671,623,825.6431818181818,1128.108181818182,825.6431818181818,4534.114311374758,0.0021390914916992188,0.0,2
26,624,695,647,1128.108181818182,1128.274181818182,1128.108181818182,5025.2359483911405,0.0035398006439208984,0.0,2
27,648,719,671,1128.274181818182,650.6960000000001,1128.274181818182,6772.870916996988,0.002331972122192383,0.0,2
28,672,743,695,650.6960000000001,480.0,650.6960000000001,3582.7806596661635,0.003361940383911133,0.0,2
29,696,767,719,480.0,680.0,480.0,2995.274607317525,0.001878976821899414,0.0,2
30,720,791,743,680.0,716.3636363636364,680.0,953.9816764400472,0.001689910888671875,0.0,2
31,744,815,767,716.3636363636364,865.7168181818182,716.3636363636364,779.375929228082,0.0019528865814208984,0.0,2
32,768,839,791,865.7168181818182,865.7168181818182,865.7168181818182,1688.9980335473274,0.0017969608306884766,0.0,2
33,792,863,815,865.7168181818182,1040.684909090909,865.7168181818182,7242.754575718983,0.0016679763793945312,0.0,2
34,816,887,839,1040.684909090909,2188.608545454545,1040.684909090909,11846.510296195302,0.0023241043090820312,0.0,2
35,840,911,863,2188.608545454545,1379.517636363636,2188.608545454545,13032.883780887229,0.003177165985107422,0.0,2
36,864,935,887,1379.517636363636,601.4867272727272,1379.517636363636,10433.335809275333,0.002741098403930664,0.0,2
37,888,959,911,601.4867272727272,534.3781818181818,601.4867272727272,6259.121543825092,0.00238800048828125,0.0,2
38,912,983,935,534.3781818181818,1159.916636363636,534.3781818181818,7658.4127233896725,0.0022950172424316406,0.0,2
39,936,1007,959,1159.916636363636,2120.1510000000003,1159.916636363636,6524.74065398604,0.0018758773803710938,0.0,2
40,960,1031,983,2120.1510000000003,1566.3939999999998,2120.1510000000003,6026.601992168347,0.0027480125427246094,0.0,2
41,984,1055,1007,1566.3939999999998,1520.9394545454545,1566.3939999999998,5278.413626469009,0.002565145492553711,0.0,2
42,1008,1079,1031,1520.9394545454545,1157.303090909091,1520.9394545454545,6573.631794515677,0.002655029296875,0.0,2
43,1032,1103,1055,1157.303090909091,562.2254545454546,1157.303090909091,8223.823241688126,0.0025861263275146484,0.0,2
44,1056,1127,1079,562.2254545454546,680.0,562.2254545454546,6816.8116426626575,0.002904176712036133,0.0,2
45,1080,1151,1103,680.0,1280.0,680.0,3636.186559026709,0.0036420822143554688,0.0,2
46,1104,1175,1127,1280.0,1361.8181818181818,1280.0,3538.8678418843797,0.0029959678649902344,0.0,2
47,1128,1199,1151,1361.8181818181818,943.713,1361.8181818181818,3917.7817285815545,0.002226114273071289,0.0,2
48,1152,1223,1175,943.713,680.0766363636365,943.713,6575.92616790955,0.002736806869506836,0.0,2
49,1176,1247,1199,680.0766363636365,1369.1694545454548,680.0766363636365,14863.447157326822,0.0027098655700683594,0.0,2
50,1200,1271,1223,1369.1694545454548,2400.0,1369.1694545454548,17489.939923470654,0.0028820037841796875,0.0,2
51,1224,1295,1247,2400.0,1784.870909090909,2400.0,15988.935098715001,0.0026521682739257812,0.0,2
52,1248,1319,1271,1784.870909090909,1584.7796363636364,1784.870909090909,7434.752107677241,0.003055095672607422,0.0,2
53,1272,1343,1295,1584.7796363636364,901.2709090909092,1584.7796363636364,3308.141195623625,0.00263214111328125,0.0,2
54,1296,1367,1319,901.2709090909092,701.2709090909092,901.2709090909092,3929.074509989106,0.002332925796508789,0.0,2
55,1320,1391,1343,701.2709090909092,701.2709090909092,701.2709090909092,3892.714686317902,0.0028371810913085938,0.0,2
56,1344,1415,1367,701.2709090909092,901.2709090909092,701.2709090909092,5889.54711119229,0.0027430057525634766,0.0,2
57,1368,1439,1391,901.2709090909092,1501.2709090909093,901.2709090909092,5955.037930039419,0.002532958984375,0.0,2
58,1392,1463,1415,1501.2709090909093,866.3669090909093,1501.2709090909093,7173.216625788378,0.002619028091430664,0.0,2
59,1416,1487,1439,866.3669090909093,687.1181818181819,866.3669090909093,5386.290714312444,0.002538919448852539,0.0,2
60,1440,1511,1463,687.1181818181819,715.0160000000001,687.1181818181819,4731.276573225972,0.0021839141845703125,0.0,2
61,1464,1535,1487,715.0160000000001,1131.884,715.0160000000001,5147.553265902911,0.0023620128631591797,0.0,2
62,1488,1559,1511,1131.884,1631.884,1131.884,5704.194449783035,0.0022499561309814453,0.0,2
63,1512,1583,1535,1631.884,1733.2512727272729,1631.884,7647.2333237816765,0.003895998001098633,0.0,2
64,1536,1607,1559,1733.2512727272729,1386.413090909091,1733.2512727272729,7045.62187356059,0.003874063491821289,0.0,2
65,1560,1631,1583,1386.413090909091,960.5949090909093,1386.413090909091,6584.544864229548,0.002997875213623047,0.0,2
66,1584,1655,1607,960.5949090909093,1660.5949090909094,960.5949090909093,4449.436847020659,0.0024030208587646484,0.0,2
67,1608,1679,1631,1660.5949090909094,2195.5639090909094,1660.5949090909094,2445.1815844898433,0.0028150081634521484,0.0,2
68,1632,1703,1655,2195.5639090909094,1441.231909090909,2195.5639090909094,2885.543407131273,0.0025870800018310547,0.0,2
69,1656,1727,1679,1441.231909090909,2079.763909090909,1441.231909090909,5423.853259797316,0.0033941268920898438,0.0,2
70,1680,1751,1703,2079.763909090909,1840.8409090909088,2079.763909090909,6106.131283215375,0.003543853759765625,0.0,2
71,1704,1775,1727,1840.8409090909088,1583.8318181818183,1840.8409090909088,6307.213068088971,0.004054069519042969,0.0,2
72,1728,1799,1751,1583.8318181818183,680.0,1583.8318181818183,5198.145176545271,0.003754138946533203,0.0,2
73,1752,1823,1775,680.0,2100.0,680.0,7048.295294474189,0.0028269290924072266,0.0,2
74,1776,1847,1799,2100.0,2400.0,2100.0,7980.964574026346,0.003982067108154297,0.0,2
75,1800,1871,1823,2400.0,1541.1672727272728,2400.0,7560.727509800672,0.0023360252380371094,0.0,2
76,1824,1895,1847,1541.1672727272728,1248.23,1541.1672727272728,9062.068175078291,0.003094911575317383,0.0,2
77,1848,1919,1871,1248.23,2029.3884545454546,1248.23,11694.225330763113,0.0021638870239257812,0.0,2
78,1872,1943,1895,2029.3884545454546,1132.3111818181821,2029.3884545454546,11326.635843515574,0.0033309459686279297,0.0,2
79,1896,1967,1919,1132.3111818181821,932.6100909090908,1132.3111818181821,8278.710814879809,0.002488851547241211,0.0,2
80,1920,1991,1943,932.6100909090908,780.0,932.6100909090908,6687.746725625412,0.002621889114379883,0.0,2
81,1944,2015,1967,780.0,2100.0,780.0,5256.111125037992,0.0025310516357421875,0.0,2
82,1968,2039,1991,2100.0,1981.8181818181818,2100.0,6790.414968957812,0.0030558109283447266,0.0,2
83,1992,2063,2015,1981.8181818181818,2000.0,1981.8181818181818,5444.795509892277,0.0048601627349853516,0.0,2
84,2016,2087,2039,2000.0,1774.6854545454544,2000.0,8295.051617067369,0.0036420822143554688,0.0,2
85,2040,2111,2063,1774.6854545454544,1774.6854545454544,1774.6854545454544,7088.123085624862,0.003686189651489258,0.0,2
86,2064,2135,2087,1774.6854545454544,1401.2416363636362,1774.6854545454544,7595.077334489511,0.003384113311767578,0.0,2
87,2088,2159,2111,1401.2416363636362,480.0,1401.2416363636362,5120.356477888184,0.0021240711212158203,0.0,2
88,2112,2183,2135,480.0,880.0,480.0,6668.198016248187,0.0024929046630859375,0.0,2
89,2136,2207,2159,880.0,2071.46,880.0,8754.110133203902,0.0023720264434814453,0.0,2
90,2160,2231,2183,2071.46,2116.363636363636,2071.46,8876.99922128367,0.0032968521118164062,0.0,2
91,2184,2255,2207,2116.363636363636,593.525,2116.363636363636,6803.443207466512,0.0027570724487304688,0.0,2
92,2208,2279,2231,593.525,2061.503818181818,593.525,3221.740655735181,0.0018498897552490234,0.0,2
93,2232,2303,2255,2061.503818181818,1918.7120000000002,2061.503818181818,4457.964793097401,0.0029511451721191406,0.0,2
94,2256,2327,2279,1918.7120000000002,1774.3381818181817,1918.7120000000002,5181.49821428674,0.0030968189239501953,0.0,2
95,2280,2351,2303,1774.3381818181817,1900.0,1774.3381818181817,9013.438822738644,0.002463102340698242,0.0,2
96,2304,2375,2327,1900.0,1854.5454545454545,1900.0,8048.116173792478,0.0034971237182617188,0.0,2
97,2328,2399,2351,1854.5454545454545,1507.8709090909092,1854.5454545454545,6729.765543365621,0.0034890174865722656,0.0,2
98,2352,2423,2375,1507.8709090909092,986.7593636363638,1507.8709090909092,2576.652754516683,0.0027399063110351562,0.0,2
99,2376,2447,2399,986.7593636363638,480.0,986.7593636363638,1247.5626509962544,0.001958131790161133,0.0,2
100,2400,2471,2423,480.0,1158.3024545454539,480.0,383.6297955930188,0.0017900466918945312,0.0,2
101,2424,2495,2447,1158.3024545454539,480.0,1158.3024545454539,1098.1972052343656,0.0019290447235107422,0.0,2
102,2448,2519,2471,480.0,1449.5965454545453,480.0,3531.4476661869544,0.0018770694732666016,0.0,2
103,2472,2543,2495,1449.5965454545453,2046.5963636363633,1449.5965454545453,3532.985176107295,0.0019140243530273438,0.0,2
104,2496,2567,2519,2046.5963636363633,480.0,2046.5963636363633,4298.916160061625,0.0028679370880126953,0.0,2
