best_val_cove,test_cove_dv_chronological_cove,test_teacher_cove,test_baseload_cove,test_cove_dv_chronological_improvement_vs_baseload_pct,test_teacher_improvement_vs_baseload_pct,test_final_soc_mean_pct,test_final_soc_max_pct
6.312661112417003,13.74773710815977,12.858241823184663,15.65528270007334,12.184676753902588,17.866434803349627,68.18532181429353,100.0
