candidate,wind_forecast,price_forecast,horizon_hours,is_oracle,hours,test_start,test_end,wind_only_revenue,baseload_revenue,dispatch_revenue,dispatch_cove_index,wind_only_cove_index,baseload_cove_index,revenue_gain_vs_wind_only_pct,revenue_gain_vs_baseload_pct,cove_reduction_vs_wind_only_pct,cove_reduction_vs_baseload_pct,final_soc,min_soc,max_soc,sum_charge_mwh,sum_discharge_mwh,max_wind_balance_violation,max_delivered_definition_violation,max_grid_violation,max_charge_mode_violation,max_discharge_mode_violation,max_available_energy_violation,max_soc_update_violation,max_soc_low_violation,max_soc_high_violation,100mw_baseload_revenue,100mw_baseload_cove,revenue_gain_vs_100mw_baseload_pct,cove_reduction_vs_100mw_baseload_pct,mean_solver_runtime_seconds,total_solver_runtime_seconds,time_limit_fraction,gate_fraction
single_forecast_recourse_gated,causal ridge,causal ridge price,48,False,1152,2014-01-01 00:00:00,2014-02-17 23:00:00,80711.72424353266,77213.74921120386,74763.57982274954,784.5408170537074,527.297370969128,759.6455372159164,-7.369616343265939,-3.173229396946309,-48.78526999134999,-3.277223207159441,1000.0,199.99999999999994,1000.0,2498.996228301129,1154.447925565621,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,46.97820932553344,0.0,0.0,56662.97069785332,1035.1571630927947,31.94433490156201,24.21046339382006,0.0016521463791529338,1.9032726287841797,0.0,0.0
three_scenario_expected_gated,"causal ridge residual scenarios [0.5, 0.1, 0.9]","causal ridge price residual scenarios [0.5, 0.9, 0.1]",48,False,1152,2014-01-01 00:00:00,2014-02-17 23:00:00,80711.72424353266,77213.74921120386,56625.749748446186,1035.837587326771,527.297370969128,759.6455372159164,-29.841977384117722,-26.66364432899512,-96.44277486591466,-36.35801654586059,199.99999999999994,199.99999999999994,1000.0,21154.81346102717,11855.147403564944,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,46.9782093255335,0.0,0.0,56662.97069785332,1035.1571630927947,-0.06568831275297615,-0.0657314906601566,0.00029525160789489746,0.3401298522949219,0.0,0.9375
