method,horizon_hours,direct_reserve_mw,hours,test_start,test_end,revenue_metric,baseload_revenue_metric,wind_only_revenue_metric,constant_output_100mw_revenue_metric,legacy_non_strategic_revenue_metric,raw_realized_revenue_usd,baseload_raw_realized_revenue_usd,wind_only_raw_realized_revenue_usd,constant_output_100mw_raw_realized_revenue_usd,legacy_non_strategic_raw_realized_revenue_usd,cove,baseload_cove,wind_only_cove,constant_output_100mw_cove,legacy_non_strategic_cove,raw_cove,wind_only_raw_cove,constant_output_100mw_raw_cove,improvement_vs_baseload_pct,cove_improvement_vs_wind_only_pct,cove_improvement_vs_100mw_baseload_pct,cove_improvement_vs_legacy_non_strategic_pct,raw_revenue_gain_vs_wind_only_pct,raw_revenue_gain_vs_100mw_baseload_pct,dispatch_cost,wind_only_cost,profit_metric,primary_baseline_storage_duration_h,final_soc,execution_step_hours,replanning_interval_hours,solver_runtime_seconds,chronological_hour_step_error_count,max_wind_only_violation,max_delivered_definition_violation,max_grid_violation,max_charge_limit_violation,max_discharge_limit_violation,max_available_energy_violation,max_soc_update_violation,max_soc_lower_violation,max_soc_upper_violation,curtailment_negative_count,hourly_revenue_sum_error_usd,annual_soc_target_mwh,annual_soc_target_violation_count,annual_soc_target_max_abs_error
oracle,168,0.0,87584,2014-01-01 00:00:00,2023-12-30 04:00:00,10127810.673311014,7977454.706849004,7977454.706849004,5990892.209805936,7143900.49076186,364116761.64156675,278372085.12299645,278372085.12299645,211766858.92227697,251363754.06191927,5.07678575938374,5.3349196659758045,5.3349196659758045,8.582482074346244,7.2643888781853985,0.14120944272984104,0.15288558829882534,0.24279873282188622,4.838571576594668,4.838571576594668,40.84711490911613,30.114069545077943,30.802182079673933,71.94227817073373,51416725.0,42559080.0,-41288914.32668899,24.0,200.0,1,1,408.4165713787079,11,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0,0.0
