best_val_cove,test_cove_dv_chronological_cove,test_teacher_cove,test_baseload_cove,test_cove_dv_chronological_improvement_vs_baseload_pct,test_teacher_improvement_vs_baseload_pct,test_final_soc_mean_pct,test_final_soc_max_pct
6.396636074350391,13.907120271784976,12.858241823184663,15.65528270007334,11.166597638509423,17.866434803349627,39.474911211230335,98.69117736816406
