epoch,train_loss,val_loss
0,2.8575915e+06,639497.5
1,361446.6,248180.98
2,132874.33,131740.84
3,63278.895,49757.633
4,35238.348,13975.446
5,3534.4783,3088.9485
6,1213.935,298.92453
7,468.12927,261.3131
8,329.86197,260.27933
9,443.1871,260.7073
10,186.56958,260.7071
