epoch,train_loss,val_action_mse,val_release_mse_scaled,val_model_cove,val_teacher_cove,val_baseload_cove,val_model_improvement_vs_baseload_pct,lr
20,0.1470485174885163,0.04725367948412895,0.008546635566744953,7.087568413362123,6.910178555243361,11.178137793505467,36.59437247696103,0.00035
21,0.14619335159659386,0.04428056161850691,0.008271997270639986,7.044385647834771,6.910178555243361,11.178137793505467,36.98068696265687,0.00035
22,0.13816134402385125,0.0398307959549129,0.008072613854892552,7.046618784967108,6.910178555243361,11.178137793505467,36.960709242095625,0.00035
23,0.13335515558719635,0.043578553944826126,0.008343132969457656,7.118974060857063,6.910178555243361,11.178137793505467,36.313416488807206,0.00035
24,0.13498415425419807,0.04006762709468603,0.008401271828915924,7.006535412602928,6.910178555243361,11.178137793505467,37.31929645138435,0.00035
25,0.13114657883460706,0.03939950093626976,0.007945236924570054,7.045945794632595,6.910178555243361,11.178137793505467,36.96672983646425,0.00035
26,0.12935662183624047,0.041564502753317356,0.008086950110737234,7.063247375095482,6.910178555243361,11.178137793505467,36.81194931056181,0.00035
27,0.13101403816388205,0.04092894308269024,0.008180602279026061,7.091927482502783,6.910178555243361,11.178137793505467,36.555376096515694,0.00035
28,0.13227731734514236,0.04038504837080836,0.007912930159363896,7.052098380675895,6.910178555243361,11.178137793505467,36.91168859294984,0.00035
29,0.12733218646966493,0.03705265186727047,0.008363221131730825,7.015399749292109,6.910178555243361,11.178137793505467,37.23999579457611,0.000175
30,0.12396001128049997,0.03796153701841831,0.007746170682366937,7.014061962352905,6.910178555243361,11.178137793505467,37.25196368192834,0.000175
31,0.11868304243454567,0.037154257763177156,0.007727194461040199,7.001945021091687,6.910178555243361,11.178137793505467,37.360362249606204,0.000175
32,0.11401117650362161,0.03724183654412627,0.007656298635993153,7.019221384251342,6.910178555243361,11.178137793505467,37.20580731855416,0.000175
33,0.11413652679094902,0.036950817797333,0.007639577554073185,7.024512846112526,6.910178555243361,11.178137793505467,37.15846972119283,0.000175
34,0.1137522949049106,0.03474199492484331,0.007586304098367691,7.011151451928053,6.910178555243361,11.178137793505467,37.27800120694921,0.000175
35,0.11447307238211998,0.03434594999998808,0.007560049882158637,7.013934056018024,6.910178555243361,11.178137793505467,37.25310793634033,0.000175
36,0.11137236081636868,0.03451441181823611,0.007559009129181504,7.009796145486098,6.910178555243361,11.178137793505467,37.29012582436753,8.75e-05
37,0.10997979629498261,0.03572344081476331,0.007577439828310162,7.039611390107472,6.910178555243361,11.178137793505467,37.02339763428656,8.75e-05
38,0.10934160391871746,0.03493581945076585,0.007467930729035288,7.020004445979301,6.910178555243361,11.178137793505467,37.19880202176479,8.75e-05
39,0.1073114790308934,0.03442505653947592,0.007501675107050687,7.017814998887485,6.910178555243361,11.178137793505467,37.218388889741036,8.75e-05
40,0.10824628575490071,0.03613857366144657,0.007598587078973651,7.02398675189222,6.910178555243361,11.178137793505467,37.16317617793924,8.75e-05
41,0.11035598785831378,0.03368623834103346,0.007453548954799771,7.011012642931899,6.910178555243361,11.178137793505467,37.27924299693891,4.375e-05
42,0.10556170745537831,0.03373874677345157,0.007412803068291396,7.015068129893611,6.910178555243361,11.178137793505467,37.24296247296766,4.375e-05
43,0.1059865948672478,0.034808679949492216,0.0074696296360343695,7.037494092893161,6.910178555243361,11.178137793505467,37.04233904701043,4.375e-05
44,0.10778678208589554,0.03348056832328439,0.007442576810717583,7.0050418838221455,6.910178555243361,11.178137793505467,37.33265761053602,4.375e-05
45,0.1055487311230256,0.03397050080820918,0.007401343260426074,7.016914479217841,6.910178555243361,11.178137793505467,37.22644496926232,4.375e-05
46,0.10803000628948212,0.03356306068599224,0.007353254884947091,7.016817631975529,6.910178555243361,11.178137793505467,37.22731136797828,2.1875e-05
47,0.1039435021006144,0.03426142828539014,0.007399463269393891,7.0275099628257065,6.910178555243361,11.178137793505467,37.13165741337782,2.1875e-05
48,0.10596692304198559,0.034078327007591724,0.0073801681865006685,7.01802217988284,6.910178555243361,11.178137793505467,37.21653544152647,2.1875e-05
49,0.10502262126940948,0.03384499391540885,0.007374406734015793,7.015833489608472,6.910178555243361,11.178137793505467,37.23611553898814,2.1875e-05
