datetime,gurobi_release,gurobi_charge,gurobi_discharge,gurobi_storage_start,horizon_hours,net_storage_power
2020-01-12 18:00:00,6.519,0.0,0.0,1456.897,24,0.0
2020-01-12 19:00:00,2.481,0.0,0.0,1456.897,24,0.0
2020-01-12 20:00:00,0.0,0.504,0.0,1456.897,24,-0.504
2020-01-12 21:00:00,0.0,0.442,0.0,1457.4009999999998,24,-0.442
2020-01-12 22:00:00,10.175049999999874,0.0,4.387049999999874,1457.8429999999998,24,4.387049999999874
2020-01-12 23:00:00,0.0,29.928,0.0,1449.8665454545455,24,-29.928
2020-01-06 00:00:00,1.382,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 01:00:00,1.032,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 02:00:00,2.65,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 03:00:00,3.639,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 04:00:00,4.48,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 05:00:00,3.651,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 06:00:00,0.885,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 07:00:00,0.382,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 08:00:00,0.004,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 09:00:00,3.369,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 10:00:00,6.658,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 11:00:00,5.937,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 12:00:00,38.527,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 13:00:00,91.222,0.0,0.0,2027.934636363636,48,0.0
2020-01-06 14:00:00,249.0,0.0,72.303,2027.934636363636,48,72.303
2020-01-06 15:00:00,215.147,0.0,0.0,1896.474636363636,48,0.0
2020-01-06 16:00:00,249.0,0.0,34.81999999999999,1896.474636363636,48,34.81999999999999
2020-01-06 17:00:00,196.085,0.0,0.0,1833.1655454545453,48,0.0
2020-01-06 18:00:00,159.326,0.0,0.0,1833.1655454545453,48,0.0
2020-01-06 19:00:00,112.877,0.0,0.0,1833.1655454545453,48,0.0
2020-01-06 20:00:00,167.901,0.0,100.0,1833.1655454545453,48,100.0
2020-01-06 21:00:00,32.183,0.0,0.0,1651.3473636363635,48,0.0
2020-01-06 22:00:00,7.659,0.0,0.0,1651.3473636363635,48,0.0
2020-01-06 23:00:00,0.088,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 00:00:00,0.0,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 01:00:00,0.0,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 02:00:00,0.127,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 03:00:00,0.194,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 04:00:00,14.504,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 05:00:00,8.902,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 06:00:00,10.872,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 07:00:00,19.903,0.0,0.0,1651.3473636363635,48,0.0
2020-01-07 08:00:00,0.0,28.315,0.0,1651.3473636363635,48,-28.315
2020-01-07 09:00:00,0.0,41.553,0.0,1679.6623636363636,48,-41.553
2020-01-07 10:00:00,52.354,0.0,0.0,1721.2153636363637,48,0.0
2020-01-07 11:00:00,0.0,57.711,0.0,1721.2153636363637,48,-57.711
2020-01-07 12:00:00,75.981,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 13:00:00,93.196,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 14:00:00,89.261,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 15:00:00,98.007,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 16:00:00,83.628,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 17:00:00,65.013,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 18:00:00,85.381,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 19:00:00,144.855,0.0,0.0,1778.9263636363637,48,0.0
2020-01-07 20:00:00,87.24000000000001,100.0,0.0,1778.9263636363637,48,-100.0
2020-01-07 21:00:00,88.851,100.0,0.0,1878.9263636363637,48,-100.0
2020-01-07 22:00:00,159.144,0.0,0.0,1978.9263636363637,48,0.0
2020-01-07 23:00:00,78.136,100.0,0.0,1978.9263636363637,48,-100.0
2020-01-08 00:00:00,207.374,0.0,0.0,2078.926363636364,48,0.0
2020-01-08 01:00:00,107.95999999999992,100.0,0.0,2078.926363636364,48,-100.0
2020-01-08 02:00:00,102.562,100.0,0.0,2178.926363636364,48,-100.0
2020-01-08 03:00:00,199.207,0.0,0.0,2278.926363636364,48,0.0
2020-01-08 04:00:00,200.992,0.0,0.0,2278.926363636364,48,0.0
2020-01-08 05:00:00,207.36,0.0,0.0,2278.926363636364,48,0.0
2020-01-08 06:00:00,108.116,100.0,0.0,2278.926363636364,48,-100.0
2020-01-08 07:00:00,249.0,0.0,35.168000000000006,2378.926363636364,48,35.168000000000006
2020-01-08 08:00:00,215.027,0.0,0.0,2314.9845454545457,48,0.0
2020-01-08 09:00:00,213.139,0.0,0.0,2314.9845454545457,48,0.0
2020-01-08 10:00:00,213.346,0.0,0.0,2314.9845454545457,48,0.0
2020-01-08 11:00:00,214.924,0.0,0.0,2314.9845454545457,48,0.0
2020-01-08 12:00:00,249.0,0.0,33.68299999999999,2314.9845454545457,48,33.68299999999999
2020-01-08 13:00:00,249.0,0.0,33.619,2253.7427272727277,48,33.619
2020-01-08 14:00:00,115.329,100.0,0.0,2192.6172727272733,48,-100.0
2020-01-08 15:00:00,249.0,0.0,33.68700000000001,2292.6172727272733,48,33.68700000000001
2020-01-08 16:00:00,115.31099999999992,100.0,0.0,2231.368181818182,48,-100.0
2020-01-08 17:00:00,249.0,0.0,41.054,2331.368181818182,48,41.054
2020-01-08 18:00:00,114.845,100.0,0.0,2256.724545454546,48,-100.0
2020-01-08 19:00:00,215.302,0.0,0.0,2356.724545454546,48,0.0
2020-01-08 20:00:00,215.302,0.0,0.0,2356.724545454546,48,0.0
2020-01-08 21:00:00,215.302,0.0,0.0,2356.724545454546,48,0.0
2020-01-08 22:00:00,215.406,0.0,0.0,2356.724545454546,48,0.0
2020-01-08 23:00:00,215.37,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 00:00:00,215.333,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 01:00:00,215.317,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 02:00:00,215.308,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 03:00:00,214.915,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 04:00:00,212.372,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 05:00:00,188.033,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 06:00:00,175.954,0.0,0.0,2356.724545454546,48,0.0
2020-01-09 07:00:00,249.0,0.0,95.819,2356.724545454546,48,95.819
2020-01-09 08:00:00,116.015,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 09:00:00,107.52,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 10:00:00,103.217,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 11:00:00,93.205,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 12:00:00,81.259,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 13:00:00,85.406,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 14:00:00,66.898,0.0,0.0,2182.5081818181825,48,0.0
2020-01-09 15:00:00,162.7694500000005,0.0,89.9464500000005,2182.5081818181825,48,89.9464500000005
2020-01-09 16:00:00,72.894,0.0,0.0,2018.9691818181816,48,0.0
2020-01-09 17:00:00,158.952,0.0,100.0,2018.9691818181816,48,100.0
2020-01-09 18:00:00,0.0,54.618,0.0,1837.151,48,-54.618
2020-01-09 19:00:00,124.169,0.0,0.0,1891.769,48,0.0
2020-01-09 20:00:00,184.268,0.0,0.0,1891.769,48,0.0
2020-01-09 21:00:00,87.24199999999999,100.0,0.0,1891.769,48,-100.0
2020-01-09 22:00:00,182.942,0.0,0.0,1991.769,48,0.0
2020-01-09 23:00:00,59.197,100.0,0.0,1991.769,48,-100.0
2020-01-10 00:00:00,124.937,0.0,0.0,2091.769,48,0.0
2020-01-10 01:00:00,38.28,100.0,0.0,2091.769,48,-100.0
2020-01-10 02:00:00,72.149,100.0,0.0,2191.769,48,-100.0
2020-01-10 03:00:00,22.36,100.0,0.0,2291.769,48,-100.0
2020-01-10 04:00:00,45.852,0.0,0.0,2391.769,48,0.0
2020-01-10 05:00:00,14.458,0.0,0.0,2391.769,48,0.0
2020-01-10 06:00:00,0.0,8.231,0.0,2391.769,48,-8.231
2020-01-10 07:00:00,113.226,0.0,100.0,2400.0,48,100.0
2020-01-10 08:00:00,0.0,18.599,0.0,2218.181818181818,48,-18.599
2020-01-10 09:00:00,0.0,34.946,0.0,2236.780818181818,48,-34.946
2020-01-10 10:00:00,92.895,0.0,0.0,2271.726818181818,48,0.0
2020-01-10 11:00:00,0.0,78.938,0.0,2271.726818181818,48,-78.938
2020-01-10 12:00:00,59.051,0.0,0.0,2350.664818181818,48,0.0
2020-01-10 13:00:00,41.168,0.0,0.0,2350.664818181818,48,0.0
2020-01-10 14:00:00,52.721636363636335,4.793363636363665,0.0,2350.664818181818,48,-4.793363636363665
2020-01-10 15:00:00,114.629,0.0,0.0,2355.458181818182,48,0.0
2020-01-10 16:00:00,0.0,37.889,0.0,2355.458181818182,48,-37.889
2020-01-10 17:00:00,129.297,0.0,100.0,2393.347181818182,48,100.0
2020-01-10 18:00:00,0.0,52.542,0.0,2211.529,48,-52.542
2020-01-10 19:00:00,43.005,0.0,0.0,2264.071,48,0.0
2020-01-10 20:00:00,0.0,35.929,0.0,2264.071,48,-35.929
2020-01-10 21:00:00,99.565,100.0,0.0,2300.0,48,-100.0
2020-01-10 22:00:00,235.982,0.0,100.0,2400.0,48,100.0
2020-01-10 23:00:00,90.646,100.0,0.0,2218.181818181818,48,-100.0
2020-01-11 00:00:00,249.0,0.0,26.40100000000001,2318.181818181818,48,26.40100000000001
2020-01-11 01:00:00,222.69,0.0,0.0,2270.18,48,0.0
2020-01-11 02:00:00,134.733,100.0,0.0,2270.18,48,-100.0
2020-01-11 03:00:00,222.884,0.0,0.0,2370.18,48,0.0
2020-01-11 04:00:00,249.0,0.0,97.092,2370.18,48,97.092
2020-01-11 05:00:00,109.427,0.0,0.0,2193.649090909091,48,0.0
2020-01-11 06:00:00,9.831000000000005,100.0,0.0,2193.649090909091,48,-100.0
2020-01-11 07:00:00,204.076,0.0,100.0,2293.649090909091,48,100.0
2020-01-11 08:00:00,87.625,0.0,0.0,2111.830909090909,48,0.0
2020-01-11 09:00:00,44.559,0.0,0.0,2111.830909090909,48,0.0
2020-01-11 10:00:00,37.869,0.0,0.0,2111.830909090909,48,0.0
2020-01-11 11:00:00,15.889,0.0,0.0,2111.830909090909,48,0.0
2020-01-11 12:00:00,101.181,0.0,100.0,2111.830909090909,48,100.0
2020-01-11 13:00:00,100.045,0.0,100.0,1930.012727272727,48,100.0
2020-01-11 14:00:00,3.396,0.0,0.0,1748.1945454545453,48,0.0
2020-01-11 15:00:00,122.668,0.0,100.0,1748.1945454545453,48,100.0
2020-01-11 16:00:00,40.863,0.0,0.0,1566.3763636363635,48,0.0
2020-01-11 17:00:00,156.233,0.0,100.0,1566.3763636363635,48,100.0
2020-01-11 18:00:00,60.971,0.0,0.0,1384.5581818181818,48,0.0
2020-01-11 19:00:00,203.882,0.0,100.0,1384.5581818181818,48,100.0
2020-01-11 20:00:00,159.829,0.0,0.0,1202.74,48,0.0
2020-01-11 21:00:00,121.92,100.0,0.0,1202.74,48,-100.0
2020-01-11 22:00:00,234.391,0.0,0.0,1302.74,48,0.0
2020-01-11 23:00:00,135.002,100.0,0.0,1302.74,48,-100.0
2020-01-12 00:00:00,235.099,0.0,0.0,1402.74,48,0.0
2020-01-12 01:00:00,235.144,0.0,0.0,1402.74,48,0.0
2020-01-12 02:00:00,135.163,100.0,0.0,1402.74,48,-100.0
2020-01-12 03:00:00,235.157,0.0,0.0,1502.74,48,0.0
2020-01-12 04:00:00,235.159,0.0,0.0,1502.74,48,0.0
2020-01-12 05:00:00,235.128,0.0,0.0,1502.74,48,0.0
2020-01-12 06:00:00,135.131,100.0,0.0,1502.74,48,-100.0
2020-01-12 07:00:00,235.138,0.0,0.0,1602.74,48,0.0
2020-01-12 08:00:00,235.145,0.0,0.0,1602.74,48,0.0
2020-01-12 09:00:00,232.932,0.0,0.0,1602.74,48,0.0
2020-01-12 10:00:00,189.88,0.0,0.0,1602.74,48,0.0
2020-01-12 11:00:00,159.87,0.0,0.0,1602.74,48,0.0
2020-01-12 12:00:00,112.509,0.0,0.0,1602.74,48,0.0
2020-01-12 13:00:00,77.409,0.0,0.0,1602.74,48,0.0
2020-01-12 14:00:00,41.485,0.0,0.0,1602.74,48,0.0
2020-01-12 15:00:00,23.145,0.0,0.0,1602.74,48,0.0
2020-01-12 16:00:00,0.0,16.897,0.0,1602.74,48,-16.897
2020-01-12 17:00:00,10.309,0.0,0.0,1619.637,48,0.0
2020-01-12 18:00:00,6.519,0.0,0.0,1619.637,48,0.0
2020-01-12 19:00:00,2.481,0.0,0.0,1619.637,48,0.0
2020-01-12 20:00:00,0.0,0.504,0.0,1619.637,48,-0.504
2020-01-12 21:00:00,0.0,0.442,0.0,1620.1409999999998,48,-0.442
2020-01-12 22:00:00,5.788,0.0,0.0,1620.583,48,0.0
2020-01-12 23:00:00,0.0,29.928,0.0,1620.583,48,-29.928
2020-01-06 00:00:00,1.7934500000001383,0.0,0.4114500000001385,1754.9872727272727,72,0.4114500000001385
2020-01-06 01:00:00,1.032,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 02:00:00,2.65,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 03:00:00,3.639,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 04:00:00,4.48,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 05:00:00,3.651,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 06:00:00,0.885,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 07:00:00,0.382,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 08:00:00,0.004,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 09:00:00,3.369,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 10:00:00,6.658,0.0,0.0,1754.2391818181816,72,0.0
2020-01-06 11:00:00,105.937,0.0,100.0,1754.2391818181816,72,100.0
2020-01-06 12:00:00,38.527,0.0,0.0,1572.4209999999998,72,0.0
