variable,lead_hours,rmse,mae,bias,correlation,samples
generation_mw,1-24,63.17819366106907,50.14302689723942,-2.2706148787848357,0.5416456210128094,87432
generation_mw,25-48,71.82659747354819,60.3800182560595,-2.6426816240155437,0.29360030999624465,87432
generation_mw,49-72,72.00123291031386,60.648027354492754,-2.776344441682704,0.28592904286607507,87432
generation_mw,73-168,72.07841201999054,60.73816416054317,-2.9232828807920943,0.2812512637196838,349728
dam_hb_west_normalized,1-24,11.082489465568871,1.5524148001467017,0.5941864419262474,-0.0027420167419504042,87432
dam_hb_west_normalized,25-48,11.082507833739948,1.5526424340260419,0.5937622315267866,-0.002751125015662054,87432
dam_hb_west_normalized,49-72,11.08250691230974,1.5526433634418717,0.59361891559837,-0.002749664399273311,87432
dam_hb_west_normalized,73-168,11.082412231464437,1.5523580022322165,0.5934213825792369,-0.00274837871826485,349728
