time_stamp,speed,power_cf,power,npower,nspeed,preds,npreds
2018-01-01 01:00:00,6.384245914179051,0.1910329280744962,134.039,0.5488250781029279,0.268745068985367,119.73647,0.48971972
2018-01-01 02:00:00,6.679562767247854,0.2208420399301065,123.45,0.5054682285887425,0.2813338889129031,94.574844,0.38680917
2018-01-01 03:00:00,6.784413544926733,0.2320674089602992,116.143,0.475549586658423,0.2858034867219858,94.784836,0.38766804
2018-01-01 04:00:00,6.794198043762436,0.2331325234849419,94.625,0.3874437515610349,0.28622058209816864,38.709515,0.15832113
2018-01-01 05:00:00,7.114357670820616,0.2696884336779677,41.765,0.17100753800736193,0.29986840426348044,26.089851,0.10670696
2018-01-01 06:00:00,6.992888714745873,0.2554242097626771,36.474,0.14934344406274436,0.2946904037568366,35.38975,0.14474335
2018-01-01 07:00:00,7.1229369664412,0.2707145759033338,66.499,0.2722813425105126,0.3002341240202444,40.9162,0.16734642
2018-01-01 08:00:00,6.023019721175952,0.1580611752850451,63.03,0.25807746008868726,0.2533466538608297,6.1517982,0.02516073
2018-01-01 09:00:00,5.885334666575988,0.1464725760468415,37.738,0.1545189146252083,0.24747739058966753,12.474717,0.051021338
2018-01-01 10:00:00,5.507233015331827,0.1173489383273782,32.646,0.13366962973275082,0.23135960539605435,3.4698164,0.0141914785
2018-01-01 11:00:00,4.970273747738786,0.0824998835346777,21.282,0.08713952888477616,0.20847000916100444,-9.168049,-0.037497133
2018-01-01 12:00:00,3.951405030243795,0.0343859880227492,7.694,0.03150322033828906,0.1650374902205571,22.388273,0.091567576
2018-01-01 13:00:00,3.4258397715316793,0.0173038727279033,1.401,0.005736419507920845,0.14263359984538002,5.589446,0.02286072
2018-01-01 14:00:00,2.593513683410446,0.0,0.074,0.00030299432090374195,0.10715305366094816,17.785925,0.07274407
2018-01-01 15:00:00,2.1370153028425554,0.0,0.077,0.00031527787445389366,0.08769335858949169,-7.1445994,-0.029221267
2018-01-01 16:00:00,2.770406120038609,0.0024794194228521,0.002,8.189035700101135e-06,0.11469365626494589,-24.290684,-0.099348396
2018-01-01 17:00:00,2.5507470546321387,0.0,0.014,5.732324990070794e-05,0.10532999011749213,-12.692377,-0.051911563
2018-01-01 18:00:00,2.93263552893852,0.0057705864743189,0.031,0.00012693005335156758,0.12160920068568977,38.498493,0.15745805
2018-01-01 19:00:00,3.981680444266725,0.0355248322984858,0.28,0.001146464998014159,0.16632807601478358,27.37878,0.11197865
2018-01-01 20:00:00,4.5929523347943695,0.0621898583208642,0.842,0.0034475840297425774,0.1923854841059644,-7.9277196,-0.03242421
2018-01-01 21:00:00,4.681323860265799,0.0666619100437495,0.592,0.0024239545672299356,0.19615260138803262,23.908445,0.097785056
2018-01-01 22:00:00,4.84999517025704,0.0756742813936481,1.558,0.006379258810378784,0.20334275232712126,17.828232,0.072917104
2018-01-01 23:00:00,4.906017796481032,0.0788111383018836,2.37,0.009704007304619844,0.20573089491388105,-16.422562,-0.06716794
2018-01-02 00:00:00,5.239421261611184,0.0990459774123033,6.499,0.026610271507478633,0.21994327779052708,-4.97522,-0.020348549
2018-01-02 01:00:00,5.700861193275602,0.1317740172871788,4.101,0.016791617703057374,0.23961362219090082,19.853186,0.081199124
