epoch,train_loss,val_loss
0,7.137283,3.020252
1,2.6614966,2.3376462
2,2.3155966,2.1847289
3,2.2206671,2.0841913
4,2.1632102,1.9302549
5,2.0544198,1.8969686
6,2.034666,1.8202995
7,1.9712895,1.7839442
8,1.4795567,1.7822225
9,1.4406328,1.7924738
10,1.4198028,1.7800866
