epoch,train_loss,val_loss
0,484596.78,438129.1
1,390119.47,384628.97
2,464634.38,425972.7
3,366952.7,395066.34
4,346659.38,395093.62
5,401440.84,399036.53
6,343540.84,362987.97
7,343552.1,349754.97
8,238611.83,373871.47
9,243350.89,350074.75
10,228730.67,341315.62
