variable,lead_hours,rmse,mae,bias,correlation,samples
generation_mw,1-24,63.17819366106907,50.14302689723942,-2.2706148787848357,0.5416456210128094,87432
generation_mw,25-48,71.82659747354819,60.3800182560595,-2.6426816240155437,0.29360030999624465,87432
generation_mw,49-72,72.00123291031386,60.648027354492754,-2.776344441682704,0.28592904286607507,87432
generation_mw,73-168,72.07841201999054,60.73816416054317,-2.9232828807920943,0.2812512637196838,349728
dam_lz_west_normalized,1-24,11.120614725365446,1.6627989671046692,0.7731446224404677,-0.0029177157413611296,87432
dam_lz_west_normalized,25-48,11.12063027662251,1.6629992881459006,0.7727479204364291,-0.0029277028591168522,87432
dam_lz_west_normalized,49-72,11.120630369470517,1.663010341726811,0.7726513060389254,-0.00292659936710757,87432
dam_lz_west_normalized,73-168,11.120548717321851,1.66286647265798,0.7726270795776521,-0.002927074947530999,349728
