epoch,train_loss,val_loss
0,9.866624e+10,2.1736346e+10
1,1.1868115e+10,7.97939e+09
2,4.2066657e+09,4.0365775e+09
3,1.9357751e+09,1.3821107e+09
4,7.476731e+08,1.2702497e+08
5,5.321963e+07,6.1017136e+07
6,3.9424384e+07,2.5440674e+07
7,1.8128502e+07,1.4416937e+07
8,9.168278e+06,7.3779475e+06
9,5.825289e+06,4.27936e+06
10,1.9237546e+06,3.2180602e+06
