window_index,horizon_start_hour,horizon_end_hour,executed_until_hour,initial_soc,soc_after_execution,planned_terminal_soc,objective,runtime_seconds,mip_gap,status
0,0,47,23,1440.0,1546.0490909090909,1440.0,8744.149610265147,0.011424064636230469,0.0,2
1,24,71,47,1546.0490909090909,2300.0,1546.0490909090909,6831.693814530094,0.030282020568847656,0.0,2
2,48,95,71,2300.0,2343.311636363636,2300.0,7266.2969876952975,0.005518913269042969,0.0,2
3,72,119,95,2343.311636363636,1419.4750909090906,2343.311636363636,7004.956853259915,0.0051081180572509766,0.0,2
4,96,143,119,1419.4750909090906,694.4462727272723,1419.4750909090906,6325.245831752263,0.00333404541015625,0.0,2
5,120,167,143,694.4462727272723,1005.6470000000002,694.4462727272723,4627.7706766782085,0.0030448436737060547,0.0,2
6,144,191,167,1005.6470000000002,1834.0020000000002,1005.6470000000002,2246.7642571750193,0.0025560855865478516,0.0,2
7,168,215,191,1834.0020000000002,1515.820181818182,1834.0020000000002,2563.5998101785367,0.0020809173583984375,0.0,2
8,192,239,215,1515.820181818182,880.0,1515.820181818182,2353.936759073395,0.0028181076049804688,0.0,2
9,216,263,239,880.0,1924.1093636363635,880.0,3141.5677240844643,0.0026650428771972656,0.0,2
10,240,287,263,1924.1093636363635,2400.0,1924.1093636363635,4235.275601850683,0.0021240711212158203,0.0,2
11,264,311,287,2400.0,2400.0,2400.0,5339.065822424307,0.002070903778076172,0.0,2
12,288,335,311,2400.0,2084.433,2400.0,5271.47242466937,0.001714944839477539,0.0,2
13,312,359,335,2084.433,884.433,2084.433,4243.362893573222,0.0019838809967041016,0.0,2
14,336,383,359,884.433,2300.0,884.433,10489.24516968361,0.002086162567138672,0.0,2
15,360,407,383,2300.0,1801.1482727272728,2300.0,11363.531461387007,0.0018510818481445312,0.0,2
16,384,431,407,1801.1482727272728,795.8395454545455,1801.1482727272728,10944.993754469418,0.001775979995727539,0.0,2
17,408,455,431,795.8395454545455,480.0,795.8395454545455,6586.529961431356,0.0018649101257324219,0.0,2
18,432,479,455,480.0,716.4440000000001,480.0,2914.557400258532,0.0013802051544189453,0.0,2
19,456,503,479,716.4440000000001,681.7909999999999,716.4440000000001,1736.4910361686177,0.0018188953399658203,0.0,2
20,480,527,503,681.7909999999999,771.5349999999999,681.7909999999999,2392.118551019885,0.0018320083618164062,0.0,2
21,504,551,527,771.5349999999999,1406.276818181818,771.5349999999999,13603.990504438672,0.002549886703491211,0.0,2
22,528,575,551,1406.276818181818,950.836818181818,1406.276818181818,15805.085140978665,0.002357959747314453,0.0,2
23,552,599,575,950.836818181818,1406.276818181818,950.836818181818,6511.582851995989,0.002732992172241211,0.0,2
24,576,623,599,1406.276818181818,990.0158181818182,1406.276818181818,2206.418909382286,0.00267791748046875,0.0,2
25,600,647,623,990.0158181818182,1121.7418181818182,990.0158181818182,833.2936400715844,0.0013980865478515625,0.0,2
26,624,671,647,1121.7418181818182,1303.56,1121.7418181818182,4259.011134652846,0.002415895462036133,0.0,2
27,648,695,671,1303.56,1121.7418181818182,1303.56,4419.902688787223,0.006740093231201172,0.0,2
28,672,719,695,1121.7418181818182,902.9098181818182,1121.7418181818182,3063.718067121574,0.004580020904541016,0.0,2
29,696,743,719,902.9098181818182,826.7745454545455,902.9098181818182,2825.3444009558584,0.001779794692993164,0.0,2
30,720,767,743,826.7745454545455,803.2205454545456,826.7745454545455,704.2647735423476,0.0017440319061279297,0.0,2
31,744,791,767,803.2205454545456,826.7745454545455,803.2205454545456,431.7348126062962,0.001232147216796875,0.0,2
32,768,815,791,826.7745454545455,855.3135454545455,826.7745454545455,583.489199681808,0.0019600391387939453,0.0,2
33,792,839,815,855.3135454545455,693.2273636363636,855.3135454545455,1440.884960130565,0.001416921615600586,0.0,2
34,816,863,839,693.2273636363636,1684.7903636363635,693.2273636363636,6905.758234410004,0.0013918876647949219,0.0,2
35,840,887,863,1684.7903636363635,1052.1874545454548,1684.7903636363635,10652.223009609857,0.002095937728881836,0.0,2
36,864,911,887,1052.1874545454548,652.1874545454548,1052.1874545454548,7280.193517252964,0.002357006072998047,0.0,2
37,888,935,911,652.1874545454548,534.3781818181818,652.1874545454548,5367.216068337841,0.0019779205322265625,0.0,2
38,912,959,935,534.3781818181818,580.0,534.3781818181818,3995.1133964165206,0.0017189979553222656,0.0,2
39,936,983,959,580.0,1682.09,580.0,4459.637044511461,0.0019159317016601562,0.0,2
40,960,1007,983,1682.09,1334.6055454545453,1682.09,5448.265428313362,0.0019872188568115234,0.0,2
41,984,1031,1007,1334.6055454545453,1405.951727272727,1334.6055454545453,2662.322925673776,0.0019130706787109375,0.0,2
42,1008,1055,1031,1405.951727272727,1224.1335454545454,1405.951727272727,3210.072613142751,0.0021550655364990234,0.0,2
43,1032,1079,1055,1224.1335454545454,906.3589999999999,1224.1335454545454,5932.417150108911,0.0019910335540771484,0.0,2
44,1056,1103,1079,906.3589999999999,680.0,906.3589999999999,5501.8954100439605,0.0023620128631591797,0.0,2
45,1080,1127,1103,680.0,1098.1818181818182,680.0,3553.106814197244,0.001911163330078125,0.0,2
46,1104,1151,1127,1098.1818181818182,1280.0,1098.1818181818182,1398.700348263011,0.0019228458404541016,0.0,2
47,1128,1175,1151,1280.0,1180.0,1280.0,2220.6940373503526,0.0017080307006835938,0.0,2
