method,hours,horizon_hours,step_hours,terminal_policy,storage_type,storage_rating,storage_duration,storage_capacity,rated_grid_capacity,num_windows,gurobi_runtime_seconds_sum,gurobi_runtime_seconds_mean,generation_revenue,baseload_revenue,gurobi_revenue,wind_cost_c_ntg,dispatch_cost_c,ntg_profit_sum_gi_pi_minus_c_ntg,baseload_profit_sum_di_pi_minus_c,gurobi_profit_sum_di_pi_minus_c,ntg_cove,baseload_cove,gurobi_cove,gurobi_improvement_vs_baseload_pct,paper_cove_nn_improvement_pct,gurobi_minus_paper_cove_nn_pct_points,final_soc,max_soc,max_wind_only_violation,max_delivered_definition_violation,max_grid_violation,max_charge_mode_violation,max_discharge_mode_violation,max_available_energy_violation,max_soc_update_violation,max_soc_lower_violation,max_soc_upper_violation
rolling_horizon_gurobi_mip,385572.0,48.0,24.0,equal-initial,caes,100.0,24.0,2400.0,249.0,16066.0,29.231940031051636,0.0018194908521755033,33083484.545170747,29772906.501203924,43129405.13609825,42559080.0,51896025.0,-9475595.454829253,-22123118.498796076,-8766619.86390175,1.286414674424385,1.7430621023816228,1.2032631759292294,30.968427671902354,32.3,-1.3315723280976428,931.6713636363635,2400.0,1.2789769243681803e-12,3.7340441849664785e-10,0.0,0.0,0.0,3.694822225952521e-13,5.858510121470317e-09,0.0,0.0
