epoch,train_loss,val_loss
0,54.689075,12.49469
1,7.330841,5.0707393
2,3.2133172,2.863714
3,1.8136537,1.2491982
4,1.1949937,0.6898677
5,0.6132398,0.5767039
6,0.5494351,0.5273898
7,0.5542629,0.52638
8,0.36173078,0.5259944
9,0.36078838,0.52518225
10,0.3424057,0.5251821
