best_val_cove,test_cove_dv_chronological_cove,test_teacher_cove,test_baseload_cove,test_cove_dv_chronological_improvement_vs_baseload_pct,test_teacher_improvement_vs_baseload_pct,test_final_soc_mean_pct,test_final_soc_max_pct
5.554454628510171,12.035521422665852,11.302789868526942,16.974425424576904,29.09614834302503,33.412827911324314,81.92577180724213,100.0
