epoch,train_loss,val_loss
0,4.3643562e+08,1.6775829e+08
1,7.806558e+07,3.7830136e+07
2,2.4241758e+07,1.6621385e+07
3,1.1873668e+07,8.2116255e+06
4,5.7097055e+06,2.9043832e+06
5,1.7130131e+06,1.9218855e+06
6,1.5152616e+06,966779.44
7,951308.9,590264.56
8,336950.1,563689.94
9,319594.8,547188.1
10,299258.34,527549.5
