method,horizon_hours,hours,test_start,test_end,revenue_metric,baseload_revenue_metric,cove,baseload_cove,improvement_vs_baseload_pct,dispatch_cost,profit_metric,final_soc,solver_runtime_seconds,max_wind_only_violation,max_delivered_definition_violation,max_grid_violation,max_charge_limit_violation,max_discharge_limit_violation,max_available_energy_violation,max_soc_update_violation,max_soc_lower_violation,max_soc_upper_violation,wind_forecast_model,causal_operational_forecast
causal_forecast,48,81528,2014-07-31 01:00:00,2023-12-23 20:00:00,7746575.507958402,6797911.008617848,6.699221474919454,7.634113617287777,12.246243496444954,51896025.0,-44149449.492041595,2381.378,4.685578107833862,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,causal_ridge,True
causal_forecast,48,81528,2014-07-31 01:00:00,2023-12-23 20:00:00,7727866.991449773,6797911.008617848,6.715439727083623,7.634113617287777,12.033799027090424,51896025.0,-44168158.00855023,2389.124714285714,4.701841354370117,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,causal_7day_profile,True
causal_forecast,48,81528,2014-07-31 01:00:00,2023-12-23 20:00:00,7757402.234756375,6797911.008617848,6.689871612881476,7.634113617287777,12.368718252607923,51896025.0,-44138622.76524363,2386.5371640000003,5.644859313964844,1.4210854715202004e-14,1.4210854715202004e-14,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,NQF_RNN_target_speed_diagnostic,False
