hours,generation_revenue,baseload_revenue,milp_revenue,wind_cost_c_ntg,dispatch_cost_c,ntg_profit_sum_gi_pi_minus_c_ntg,baseload_profit_sum_di_pi_minus_c,milp_profit_sum_di_pi_minus_c,ntg_cove_c_over_sum_gi_pi,baseload_cove,milp_cove,milp_cove_improvement_vs_baseload_pct,mean_action,max_storage
385572.0,33083484.545170728,23960732.383265782,38619564.831036985,42559080.0,51347640.0,-9475595.454829272,-27386907.616734218,-12728075.168963015,1.2864146744243858,2.1429912566387697,1.3295758309201344,37.95701093967401,-2.165322467705429e-19,400.0000000000001
