method,horizon_hours,direct_reserve_mw,hours,test_start,test_end,revenue_metric,baseload_revenue_metric,wind_only_revenue_metric,constant_output_100mw_revenue_metric,legacy_non_strategic_revenue_metric,raw_realized_revenue_usd,baseload_raw_realized_revenue_usd,wind_only_raw_realized_revenue_usd,constant_output_100mw_raw_realized_revenue_usd,legacy_non_strategic_raw_realized_revenue_usd,cove,baseload_cove,wind_only_cove,constant_output_100mw_cove,legacy_non_strategic_cove,raw_cove,wind_only_raw_cove,constant_output_100mw_raw_cove,improvement_vs_baseload_pct,cove_improvement_vs_wind_only_pct,cove_improvement_vs_100mw_baseload_pct,cove_improvement_vs_legacy_non_strategic_pct,raw_revenue_gain_vs_wind_only_pct,raw_revenue_gain_vs_100mw_baseload_pct,dispatch_cost,wind_only_cost,profit_metric,primary_baseline_storage_duration_h,final_soc,execution_step_hours,replanning_interval_hours,terminal_policy,solver_runtime_seconds,chronological_hour_step_error_count,max_wind_only_violation,max_delivered_definition_violation,max_grid_violation,max_charge_limit_violation,max_discharge_limit_violation,max_available_energy_violation,max_soc_update_violation,max_soc_lower_violation,max_soc_upper_violation,curtailment_negative_count,hourly_revenue_sum_error_usd,annual_soc_target_mwh,annual_soc_target_violation_count,annual_soc_target_max_abs_error,final_soc_target_mwh,final_soc_target_abs_error,final_soc_target_violation_count
oracle,24,0.0,87417,2014-01-01 00:00:00,2023-12-23 05:00:00,9983543.245190777,7968646.217292012,7968646.217292012,5962774.411855166,7465454.999607217,358059471.8295718,278124799.87671435,278124799.87671435,210880185.44424164,262349851.6084739,5.150147972241039,5.340816851380167,5.340816851380167,8.62295325105264,6.887280452556305,0.14359828197611038,0.1530215213417335,0.24381961203080876,3.570032158842049,3.570032158842049,40.2739662120708,25.222328207507594,28.740576887890047,69.79284757137387,51416725.0,42559080.0,-41433181.75480922,10.0,600.0,1,1,equal-initial,182.81774163246155,11,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,4.263256414560601e-14,0.0,0.0,0.0,0.0,0,0.0,600.0,0,0.0,600.0,0.0,0
oracle,48,0.0,87417,2014-01-01 00:00:00,2023-12-23 05:00:00,10075427.340955302,7968646.217292012,7968646.217292012,5962774.411855166,7465454.999607217,362508282.75708747,278124799.87671435,278124799.87671435,210880185.44424164,262349851.6084739,5.1031805659495655,5.340816851380167,5.340816851380167,8.62295325105264,6.887280452556305,0.14183600057065107,0.1530215213417335,0.24381961203080876,4.449437081318216,4.449437081318216,40.81864510483577,25.904272359702546,30.340150507174535,71.90248670989408,51416725.0,42559080.0,-41341297.6590447,10.0,600.0,1,1,equal-initial,385.3302354812622,11,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,4.263256414560601e-14,0.0,0.0,0.0,0.0,0,0.0,600.0,0,0.0,600.0,0.0,0
oracle,72,0.0,87417,2014-01-01 00:00:00,2023-12-23 05:00:00,10079309.13119585,7968646.217292012,7968646.217292012,5962774.411855166,7465454.999607217,361556836.66335976,278124799.87671435,278124799.87671435,210880185.44424164,262349851.6084739,5.101215205401653,5.340816851380167,5.340816851380167,8.62295325105264,6.887280452556305,0.14220924564586052,0.1530215213417335,0.24381961203080876,4.4862359568948,4.4862359568948,40.841437302481886,25.93280844969411,29.9980572835032,71.45130819270746,51416725.0,42559080.0,-41337415.86880415,10.0,600.0,1,1,equal-initial,411.3847255706787,11,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,600.0,0,0.0,600.0,0.0,0
oracle,168,0.0,87417,2014-01-01 00:00:00,2023-12-23 05:00:00,10079788.483354028,7968646.217292012,7968646.217292012,5962774.411855166,7465454.999607217,363815179.12262833,278124799.87671435,278124799.87671435,210880185.44424164,262349851.6084739,5.10097261315658,5.340816851380167,5.340816851380167,8.62295325105264,6.887280452556305,0.1413264974924792,0.1530215213417335,0.24381961203080876,4.4907781880145565,4.4907781880145565,40.84425063380829,25.93633077242721,30.81004616772698,72.5222207843818,51416725.0,42559080.0,-41336936.51664597,10.0,600.0,1,1,equal-initial,872.0940997600555,11,2.842170943040401e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,600.0,0,0.0,600.0,0.0,0
