time_stamp,power,npower,speed,npreds_12hr,npreds_24hr,npreds_168hr,preds_12hr,preds_24hr,preds_168hr
2018-07-06 07:00:00,1,0.0097087378640776,1.5029453124435466,0.06840992,0.051725358,0.02916234,7.141996,5.4001274,3.0445483
2018-07-06 08:00:00,0,0.0,1.2882486741403538,0.16891721,0.15717503,0.079482146,17.634956,16.409073,8.297936
2018-07-06 09:00:00,13,0.1262135922330097,4.1630077256416245,0.264614,0.27939162,0.16247647,27.6257,29.168486,16.962543
2018-07-06 10:00:00,83,0.8058252427184466,10.493465581958962,0.4830752,0.54021335,0.33855897,50.433052,56.398273,35.34556
2018-07-06 11:00:00,97,0.941747572815534,10.929840322923113,0.890088,0.81563234,0.7009579,92.92519,85.152016,73.18001
2018-07-06 12:00:00,99,0.9611650485436892,12.783452477423644,0.9416756,0.89034295,0.8053166,98.310936,92.951805,84.07506
2018-07-06 13:00:00,96,0.9320388349514565,12.651012330905322,0.93539804,0.9186791,0.85164684,97.655556,95.9101,88.911934
2018-07-06 14:00:00,77,0.7475728155339806,9.590981483697975,0.9008623,0.9085109,0.7630969,94.050026,94.84854,79.66732
2018-07-06 15:00:00,46,0.4466019417475728,8.428938999084265,0.84711564,0.91930735,0.7130766,88.43887,95.975685,74.4452
2018-07-06 16:00:00,36,0.3495145631067961,7.754116004554205,0.6834424,0.85575354,0.6247583,71.35139,89.34067,65.22477
2018-07-06 17:00:00,33,0.3203883495145631,5.876045251288353,0.574197,0.7694988,0.49383682,59.946167,80.33568,51.556564
2018-07-06 18:00:00,35,0.3398058252427184,5.182807028826484,0.46234757,0.6837175,0.38878077,48.269085,71.380104,40.588715
2018-07-06 19:00:00,20,0.1941747572815534,5.153006514483494,0.4241826,0.6560278,0.36716247,44.284664,68.4893,38.33176
2018-07-06 20:00:00,8,0.0776699029126213,4.786890426918061,0.10867749,0.34842893,0.1739456,11.34593,36.37598,18.159922
2018-07-06 21:00:00,10,0.0970873786407767,4.800472900226549,0.30260816,0.4497114,0.24992947,31.592293,46.94987,26.092638
2018-07-06 22:00:00,25,0.2427184466019417,4.569310662838238,0.11838682,0.24473765,0.13697188,12.359584,25.550611,14.299864
