time_stamp,power,npower,speed,pluswind,power_lt,preds,npreds
2018-07-01 05:00:00,0,0.0,8.06159199420379,0.5204607277884615,77.51392266269188,3.5989971724629157,0.014719824836249144
2018-07-01 06:00:00,0,0.0,9.478211066707972,0.8600010108653847,95.7005224801223,84.52315067829763,0.34569795778444834
2018-07-01 07:00:00,0,0.0,10.042562898841975,0.9521917611538462,99.12430722759092,96.53459509539543,0.3948245198175682
2018-07-01 08:00:00,50,0.4854368932038835,9.480451592680366,0.8606755307692308,95.71759250103334,94.77151969988729,0.38761357750465153
2018-07-01 09:00:00,55,0.5339805825242718,9.033495254898009,0.7377102427884614,91.64376258843258,86.65502778900692,0.35441729157058044
2018-07-01 10:00:00,47,0.4563106796116505,7.7581164959893,0.4624267475961539,71.74001691510259,69.4780934271992,0.2841639812973382
2018-07-01 11:00:00,56,0.5436893203883495,7.763483006247468,0.4634147652884615,71.84619993399798,85.96271688323266,0.35158575412365095
2018-07-01 12:00:00,77,0.7475728155339806,8.005152125474654,0.5093312544230769,76.47932576317382,97.67284944746176,0.3994799568403344
2018-07-01 13:00:00,79,0.7669902912621359,8.260350141696877,0.5609045389423077,80.99034594223185,55.302227227982705,0.22618497843755708
2018-07-01 14:00:00,57,0.5533980582524272,5.884813150785181,0.1943368716346153,34.38637085236115,34.60352879800709,0.14152772514522327
2018-07-01 15:00:00,44,0.4271844660194174,5.622347649539884,0.16777126125,30.069388331171695,25.70208863251252,0.1051210169018917
2018-07-01 16:00:00,58,0.5631067961165048,5.980403360222309,0.204619775,36.042825563237095,52.0916081961343,0.21305361225412803
2018-07-01 17:00:00,65,0.6310679611650486,6.439725712701326,0.2587681274038461,44.58325162595727,42.69354507003678,0.17461572625781913
2018-07-01 18:00:00,80,0.7766990291262136,5.772345882018124,0.1826573679807692,32.494569106071545,79.34828306466888,0.32453285507022034
2018-07-01 19:00:00,89,0.8640776699029126,7.388529090192953,0.3976083741346153,64.18525640497882,45.30731265855835,0.18530598224359243
2018-07-01 20:00:00,88,0.8543689320388349,7.948748459616206,0.4983636918269231,75.42622028295759,63.06305045502613,0.25792658672812324
