time_stamp,power,npower,speed,preds,npreds
2018-07-04 08:00:00,26,0.2524271844660194,5.639633973987416,4.544641,0.043531045
2018-07-04 09:00:00,17,0.1650485436893204,5.055205638220529,0.0,0.0
2018-07-04 10:00:00,14,0.1359223300970873,4.736809976695798,16.968042,0.16252914
2018-07-04 11:00:00,20,0.1941747572815534,4.969562176411264,16.223257,0.15539518
2018-07-04 12:00:00,24,0.233009708737864,5.823403581235401,28.891191,0.27673554
2018-07-04 13:00:00,43,0.4174757281553398,6.865946348132515,32.415367,0.310492
2018-07-04 14:00:00,42,0.4077669902912621,7.400793663071547,41.106514,0.39374053
2018-07-04 15:00:00,32,0.3106796116504854,6.313734798596862,35.5498,0.34051532
2018-07-04 16:00:00,29,0.2815533980582524,5.7866606494912745,15.919167,0.15248244
2018-07-04 17:00:00,34,0.3300970873786408,5.27954388786048,30.767729,0.29471004
2018-07-04 18:00:00,22,0.2135922330097087,5.020526368658178,20.818932,0.19941504
2018-07-04 19:00:00,10,0.0970873786407767,4.875200209717796,27.618252,0.26454264
2018-07-04 20:00:00,12,0.116504854368932,4.23702597990053,5.7690353,0.05525896
2018-07-04 21:00:00,14,0.1359223300970873,4.193200788499261,8.250236,0.079025246
2018-07-04 22:00:00,18,0.174757281553398,4.190087956642192,23.126492,0.22151811
2018-07-04 23:00:00,30,0.2912621359223301,4.713651717094434,29.74669,0.28493
2018-07-05 00:00:00,28,0.2718446601941747,4.57314241322725,28.354767,0.2715974
2018-07-05 01:00:00,18,0.174757281553398,3.8324896409662785,3.4434872,0.032983594
2018-07-05 02:00:00,9,0.087378640776699,2.895530217931878,0.0,0.0
2018-07-05 03:00:00,5,0.0485436893203883,3.078230110602745,12.582274,0.12051987
2018-07-05 04:00:00,23,0.2233009708737864,3.701039987739805,5.5564857,0.053223044
2018-07-05 05:00:00,55,0.5339805825242718,6.199696124604296,23.91952,0.22911417
2018-07-05 06:00:00,81,0.7864077669902912,7.636079677666709,41.631298,0.39876723
2018-07-05 07:00:00,92,0.8932038834951457,7.044101600580972,38.457397,0.36836588
2018-07-05 08:00:00,82,0.7961165048543689,7.678329084444693,58.04556,0.55599195
2018-07-05 09:00:00,85,0.8252427184466019,8.158409698150217,49.325886,0.47247016
2018-07-05 10:00:00,94,0.912621359223301,8.03726017711774,64.76149,0.6203208
2018-07-05 11:00:00,94,0.912621359223301,7.534067217031126,49.045246,0.46978205
2018-07-05 12:00:00,94,0.912621359223301,6.535699606590931,54.71911,0.5241294
2018-07-05 13:00:00,98,0.9514563106796116,6.464424006162029,54.055157,0.5177697
2018-07-05 14:00:00,81,0.7864077669902912,5.44013349044078,51.55623,0.4938336
2018-07-05 15:00:00,57,0.5533980582524272,2.4983094335678664,11.62145,0.11131658
2018-07-05 16:00:00,7,0.0679611650485436,2.218463533858269,7.418858,0.07106186
2018-07-05 17:00:00,16,0.1553398058252427,1.6159769180390289,14.399188,0.13792326
2018-07-05 18:00:00,2,0.0194174757281553,1.2397365413044588,0.0,0.0
2018-07-05 19:00:00,1,0.0097087378640776,2.066749778826215,12.454656,0.11929747
2018-07-05 20:00:00,1,0.0097087378640776,2.323565301994829,0.0,0.0
2018-07-05 21:00:00,2,0.0194174757281553,2.356094571906359,0.0,0.0
2018-07-05 22:00:00,2,0.0194174757281553,3.2127651457609394,7.3006077,0.06992919
2018-07-05 23:00:00,3,0.029126213592233,3.119337435495363,0.0,0.0
2018-07-06 00:00:00,8,0.0776699029126213,3.303217442399266,0.6360247,0.0060921907
2018-07-06 01:00:00,0,0.0,2.0678309343163006,4.788323,0.045865163
2018-07-06 02:00:00,0,0.0,2.031213531209901,0.0,0.0
2018-07-06 03:00:00,0,0.0,1.453731901531244,0.0,0.0
2018-07-06 04:00:00,0,0.0,0.6879696782251987,0.0,0.0
2018-07-06 05:00:00,2,0.0194174757281553,1.2451857062191247,5.7346206,0.054929316
2018-07-06 06:00:00,3,0.029126213592233,2.0789037621811057,0.0,0.0
2018-07-06 07:00:00,1,0.0097087378640776,1.5029453124435466,2.116152,0.020269655
2018-07-06 08:00:00,0,0.0,1.2882486741403538,0.0,0.0
2018-07-06 09:00:00,13,0.1262135922330097,4.1630077256416245,0.0,0.0
2018-07-06 10:00:00,83,0.8058252427184466,10.493465581958962,38.075775,0.36471048
2018-07-06 11:00:00,97,0.941747572815534,10.929840322923113,61.660484,0.59061766
2018-07-06 12:00:00,99,0.9611650485436892,12.783452477423644,82.91946,0.7942476
2018-07-06 13:00:00,96,0.9320388349514565,12.651012330905322,88.517166,0.8478656
2018-07-06 14:00:00,77,0.7475728155339806,9.590981483697975,71.259285,0.6825602
2018-07-06 15:00:00,46,0.4466019417475728,8.428938999084265,51.73842,0.4955787
2018-07-06 16:00:00,36,0.3495145631067961,7.754116004554205,60.631744,0.5807638
2018-07-06 17:00:00,33,0.3203883495145631,5.876045251288353,27.327682,0.2617594
2018-07-06 18:00:00,35,0.3398058252427184,5.182807028826484,24.398066,0.23369794
2018-07-06 19:00:00,20,0.1941747572815534,5.153006514483494,16.168419,0.15486991
2018-07-06 20:00:00,8,0.0776699029126213,4.786890426918061,4.494627,0.04305198
2018-07-06 21:00:00,10,0.0970873786407767,4.800472900226549,0.0,0.0
2018-07-06 22:00:00,25,0.2427184466019417,4.569310662838238,22.075996,0.2114559
2018-07-06 23:00:00,21,0.203883495145631,2.781326835592836,16.929707,0.16216193
2018-07-07 00:00:00,14,0.1359223300970873,4.320488954317945,7.168819,0.068666846
2018-07-07 01:00:00,7,0.0679611650485436,3.020824476174483,19.293957,0.18480802
2018-07-07 02:00:00,8,0.0776699029126213,2.1143705483693456,0.0,0.0
2018-07-07 03:00:00,16,0.1553398058252427,2.175176264424044,6.7318125,0.06448096
2018-07-07 04:00:00,1,0.0097087378640776,2.360933164718938,7.8307886,0.07500755
2018-07-07 05:00:00,1,0.0097087378640776,2.0059743928050837,11.434516,0.109526016
2018-07-07 06:00:00,11,0.1067961165048543,5.781279972677011,30.686771,0.29393458
2018-07-07 07:00:00,63,0.6116504854368932,10.451897018788774,67.93126,0.65068257
2018-07-07 08:00:00,58,0.5631067961165048,12.153357412554632,85.78503,0.8216956
2018-07-07 09:00:00,93,0.9029126213592232,10.182947536457238,84.931076,0.813516
2018-07-07 10:00:00,86,0.8349514563106796,9.133415830861466,69.33015,0.6640819
2018-07-07 11:00:00,75,0.7281553398058253,9.984732749337269,75.92061,0.72720885
2018-07-07 12:00:00,65,0.6310679611650486,10.033353851990231,85.42159,0.8182145
2018-07-07 13:00:00,37,0.3592233009708738,11.282438521677934,92.568085,0.8866675
2018-07-07 14:00:00,38,0.3689320388349514,7.30896538013951,69.95894,0.67010474
2018-07-07 15:00:00,37,0.3592233009708738,4.661995801742878,36.556324,0.35015637
2018-07-07 16:00:00,32,0.3106796116504854,4.406411617556783,22.752949,0.21794012
2018-07-07 17:00:00,24,0.233009708737864,4.682699033563091,29.763683,0.28509274
2018-07-07 18:00:00,24,0.233009708737864,5.249584064630071,40.494114,0.38787466
2018-07-07 19:00:00,17,0.1650485436893204,4.574969182968903,30.918633,0.29615548
2018-07-07 20:00:00,10,0.0970873786407767,4.042916809405223,28.528257,0.27325916
2018-07-07 21:00:00,11,0.1067961165048543,4.064406404345945,18.642733,0.17857024
2018-07-07 22:00:00,10,0.0970873786407767,3.971656269370761,17.07927,0.16359453
2018-07-07 23:00:00,13,0.1262135922330097,4.6076480440679175,19.440546,0.18621212
2018-07-08 00:00:00,8,0.0776699029126213,4.961515239625168,18.530998,0.17749998
2018-07-08 01:00:00,5,0.0485436893203883,4.89507075882869,17.313604,0.16583912
2018-07-08 02:00:00,7,0.0679611650485436,4.679214466427883,24.299433,0.23275319
2018-07-08 03:00:00,1,0.0097087378640776,4.631343052661992,8.771565,0.08401883
2018-07-08 04:00:00,0,0.0,3.2772134324193973,6.227498,0.05965036
2018-07-08 05:00:00,4,0.0388349514563106,3.8522133806136374,13.894553,0.13308959
2018-07-08 06:00:00,11,0.1067961165048543,4.085774995988581,0.0,0.0
2018-07-08 07:00:00,4,0.0388349514563106,3.941514260703251,5.0119843,0.04800751
2018-07-08 08:00:00,0,0.0,4.162053574251217,16.851145,0.16140944
2018-07-08 09:00:00,0,0.0,4.25898784806421,11.220293,0.10747407
2018-07-08 10:00:00,0,0.0,2.8262580496844323,0.6950939,0.006657988
2018-07-08 11:00:00,0,0.0,2.401647168630035,13.647391,0.13072214
2018-07-08 12:00:00,0,0.0,1.6966120845456103,0.0,0.0
2018-07-08 13:00:00,0,0.0,2.190302122300659,0.0,0.0
2018-07-08 14:00:00,0,0.0,2.123962576113051,2.774227,0.026573054
2018-07-08 15:00:00,0,0.0,2.5932672867510664,1.3631874,0.013057351
2018-07-08 16:00:00,0,0.0,2.4612754823375576,10.910727,0.10450888
2018-07-08 17:00:00,0,0.0,2.1580679753409906,0.0,0.0
2018-07-08 18:00:00,1,0.0097087378640776,1.7177223657098193,0.0,0.0
2018-07-08 19:00:00,2,0.0194174757281553,2.14305740238299,0.0,0.0
2018-07-08 20:00:00,1,0.0097087378640776,2.1628321249587463,6.9040728,0.066130966
2018-07-08 21:00:00,0,0.0,1.511083523763591,4.346773,0.04163576
2018-07-08 22:00:00,0,0.0,2.061266873775542,6.862404,0.06573184
2018-07-08 23:00:00,0,0.0,1.6975067168366718,1.9058324,0.0182551
2018-07-09 00:00:00,0,0.0,1.4143853985103036,2.5593882,0.024515212
2018-07-09 01:00:00,0,0.0,0.9205742641982928,0.0,0.0
2018-07-09 02:00:00,0,0.0,1.6106033666779285,8.359643,0.08007321
2018-07-09 03:00:00,0,0.0,1.9779512120010427,0.0,0.0
2018-07-09 04:00:00,0,0.0,3.3679229452811175,0.0,0.0
2018-07-09 05:00:00,0,0.0,4.2648067366804225,5.010826,0.047996417
2018-07-09 06:00:00,0,0.0,4.130034804872619,13.261851,0.12702923
2018-07-09 07:00:00,0,0.0,4.49469934736635,13.352612,0.12789857
2018-07-09 08:00:00,0,0.0,3.336540464129764,0.0,0.0
2018-07-09 09:00:00,0,0.0,3.295347342581525,2.9637213,0.028388135
2018-07-09 10:00:00,0,0.0,1.8834367031985872,0.0,0.0
2018-07-09 11:00:00,0,0.0,2.2912411928579477,0.0,0.0
2018-07-09 12:00:00,0,0.0,2.053575380196672,0.0,0.0
2018-07-09 13:00:00,0,0.0,2.8228486424354067,0.0,0.0
2018-07-09 14:00:00,0,0.0,1.929867566767938,10.352645,0.099163264
2018-07-09 15:00:00,0,0.0,5.397041475016693,8.671545,0.08306077
2018-07-09 16:00:00,0,0.0,1.3127182445852883,0.0,0.0
2018-07-09 17:00:00,0,0.0,1.5622684906057578,6.718766,0.064356
2018-07-09 18:00:00,0,0.0,1.8049944855961113,0.0,0.0
2018-07-09 19:00:00,0,0.0,1.7391362048090635,0.0,0.0
2018-07-09 20:00:00,0,0.0,2.2731205927825497,8.549359,0.08189041
2018-07-09 21:00:00,0,0.0,1.4748670802868231,0.0,0.0
2018-07-09 22:00:00,0,0.0,2.1280847149739697,0.0,0.0
2018-07-09 23:00:00,0,0.0,2.310780267471497,10.430788,0.099911764
2018-07-10 00:00:00,0,0.0,2.550321308248418,0.0,0.0
2018-07-10 01:00:00,0,0.0,1.1960919712673126,0.0,0.0
2018-07-10 02:00:00,0,0.0,1.3370459604804303,0.0,0.0
2018-07-10 03:00:00,0,0.0,2.105383794059486,0.0,0.0
2018-07-10 04:00:00,1,0.0097087378640776,2.4553072061399783,0.0,0.0
2018-07-10 05:00:00,0,0.0,1.7083050656053134,0.0,0.0
2018-07-10 06:00:00,2,0.0194174757281553,4.4523316550926255,9.501584,0.09101134
2018-07-10 07:00:00,6,0.058252427184466,6.4932851329012795,25.705181,0.2462182
2018-07-10 08:00:00,85,0.8252427184466019,11.876525462836112,51.942062,0.49752933
2018-07-10 09:00:00,101,0.9805825242718448,12.226483570766352,77.10187,0.7385236
2018-07-10 10:00:00,101,0.9805825242718448,13.273616280279686,84.501816,0.8094044
2018-07-10 11:00:00,100,0.970873786407767,12.777698418417591,96.323555,0.92263937
2018-07-10 12:00:00,101,0.9805825242718448,12.505393790877564,99.173904,0.94994164
2018-07-10 13:00:00,103,1.0,11.743197393679717,95.18079,0.9116934
2018-07-10 14:00:00,101,0.9805825242718448,9.552423905024238,92.831436,0.88918996
2018-07-10 15:00:00,82,0.7961165048543689,9.382920541257828,94.81066,0.90814805
2018-07-10 16:00:00,82,0.7961165048543689,9.403995455482672,86.2243,0.8259032
2018-07-10 17:00:00,76,0.7378640776699029,9.19852472720084,90.89334,0.87062585
2018-07-10 18:00:00,77,0.7475728155339806,8.265383129536357,86.31936,0.82681376
2018-07-10 19:00:00,76,0.7378640776699029,7.446417319758336,65.04064,0.62299466
2018-07-10 20:00:00,68,0.6601941747572816,6.278005885690367,53.824562,0.5155609
2018-07-10 21:00:00,53,0.5145631067961165,6.39694937970767,59.289345,0.5679056
2018-07-10 22:00:00,48,0.4660194174757281,6.713905043846188,62.07223,0.5945616
2018-07-10 23:00:00,44,0.4271844660194174,5.044386759320699,46.502922,0.44543028
2018-07-11 00:00:00,45,0.4368932038834951,4.872635897544368,48.77588,0.4672019
2018-07-11 01:00:00,32,0.3106796116504854,4.849352394755235,42.341118,0.40556628
2018-07-11 02:00:00,10,0.0970873786407767,3.8889432583471586,30.545578,0.29258215
2018-07-11 03:00:00,1,0.0097087378640776,3.1935545494653135,29.38586,0.28147376
2018-07-11 04:00:00,1,0.0097087378640776,2.250647398693651,13.445438,0.12878773
2018-07-11 05:00:00,0,0.0,1.5836568552407877,0.088830955,0.0008508712
2018-07-11 06:00:00,0,0.0,0.9467645731929932,7.1526947,0.0685124
2018-07-11 07:00:00,0,0.0,2.2209931283998197,7.8740635,0.07542206
2018-07-11 08:00:00,0,0.0,3.4325500209927755,0.0,0.0
2018-07-11 09:00:00,0,0.0,3.8308664855692576,8.150127,0.07806636
2018-07-11 10:00:00,4,0.0388349514563106,5.192233583213402,27.157913,0.26013327
2018-07-11 11:00:00,8,0.0776699029126213,6.227006904057045,37.701874,0.36112905
2018-07-11 12:00:00,4,0.0388349514563106,6.334410030736941,35.588783,0.34088874
2018-07-11 13:00:00,0,0.0,5.816709172825828,23.956768,0.22947095
2018-07-11 14:00:00,0,0.0,5.26033998119134,17.872759,0.171195
2018-07-11 15:00:00,0,0.0,4.474119244272309,19.46912,0.18648583
2018-07-11 16:00:00,0,0.0,5.397041475016693,11.250322,0.10776171
2018-07-11 17:00:00,0,0.0,1.0988158712759546,3.0620124,0.02932962
2018-07-11 18:00:00,0,0.0,2.0128637225426966,10.2786875,0.098454855
2018-07-11 19:00:00,1,0.0097087378640776,2.8963028104145723,9.587649,0.09183572
2018-07-11 20:00:00,0,0.0,2.511459668456606,13.656042,0.130805
2018-07-11 21:00:00,0,0.0,2.510618111688087,11.571854,0.11084151
2018-07-11 22:00:00,0,0.0,1.5833389234419168,0.0,0.0
2018-07-11 23:00:00,0,0.0,1.6403538134818818,13.888069,0.13302748
2018-07-12 00:00:00,0,0.0,2.1036611740877698,8.224641,0.078780085
2018-07-12 01:00:00,0,0.0,2.3246430990682567,0.0,0.0
2018-07-12 02:00:00,0,0.0,2.142373136422358,0.0,0.0
2018-07-12 03:00:00,0,0.0,3.141667131851548,0.0,0.0
2018-07-12 04:00:00,1,0.0097087378640776,3.0941358483657173,0.0,0.0
2018-07-12 05:00:00,0,0.0,1.5678087254867576,0.0,0.0
2018-07-12 06:00:00,0,0.0,1.7022622404325736,0.0,0.0
2018-07-12 07:00:00,0,0.0,2.4357238383248783,2.9104128,0.027877517
2018-07-12 08:00:00,0,0.0,2.9162960114647283,5.0903416,0.04875806
2018-07-12 09:00:00,0,0.0,3.16933421453876,7.7613263,0.074342206
2018-07-12 10:00:00,2,0.0194174757281553,1.966396153419871,5.4927487,0.052612536
2018-07-12 11:00:00,0,0.0,2.8067141129305373,0.0,0.0
2018-07-12 12:00:00,0,0.0,0.7215570660430648,7.821189,0.0749156
2018-07-12 13:00:00,0,0.0,2.073154626749459,0.0,0.0
2018-07-12 14:00:00,0,0.0,3.297067100155227,7.0314894,0.06735143
2018-07-12 15:00:00,0,0.0,2.356445889476979,0.0,0.0
2018-07-12 16:00:00,0,0.0,5.397041475016693,17.603703,0.16861784
2018-07-12 17:00:00,0,0.0,0.9242478193288046,3.6545231,0.03500501
2018-07-12 18:00:00,0,0.0,0.0855187065039411,0.0,0.0
2018-07-12 19:00:00,0,0.0,0.5686712515614031,0.0,0.0
2018-07-12 20:00:00,0,0.0,1.1704435025020972,4.472729,0.04284223
2018-07-12 21:00:00,1,0.0097087378640776,1.6210242137999908,10.724138,0.10272163
2018-07-12 22:00:00,0,0.0,1.0434439770807769,0.0,0.0
2018-07-12 23:00:00,0,0.0,0.6729913141198919,0.0,0.0
2018-07-13 00:00:00,0,0.0,0.958722005838722,0.0,0.0
2018-07-13 01:00:00,0,0.0,0.1551838756917569,0.0,0.0
2018-07-13 02:00:00,0,0.0,1.0588082807520276,0.0,0.0
2018-07-13 03:00:00,0,0.0,2.1992957843611416,3.890503,0.037265353
2018-07-13 04:00:00,0,0.0,2.7013299567641864,0.0,0.0
2018-07-13 05:00:00,0,0.0,2.8267796893371675,11.018504,0.10554122
2018-07-13 06:00:00,1,0.0097087378640776,2.713893638749753,0.0,0.0
2018-07-13 07:00:00,2,0.0194174757281553,2.9818968274553836,10.84663,0.10389492
2018-07-13 08:00:00,0,0.0,3.35628134741895,0.0,0.0
2018-07-13 09:00:00,0,0.0,3.1925717136225114,0.0,0.0
2018-07-13 10:00:00,6,0.058252427184466,4.156563332000649,0.0,0.0
2018-07-13 11:00:00,7,0.0679611650485436,4.290838107172674,3.8079033,0.03647417
2018-07-13 12:00:00,5,0.0485436893203883,4.834722131092034,0.0,0.0
2018-07-13 13:00:00,9,0.087378640776699,5.007105884848607,0.0,0.0
2018-07-13 14:00:00,11,0.1067961165048543,5.302713666351291,0.0,0.0
2018-07-13 15:00:00,11,0.1067961165048543,4.611887771178735,7.9989405,0.0766182
2018-07-13 16:00:00,7,0.0679611650485436,4.273964661715164,11.925343,0.114227414
2018-07-13 17:00:00,4,0.0388349514563106,4.333608052022931,11.069409,0.106028825
2018-07-13 18:00:00,4,0.0388349514563106,4.657742533573789,0.0,0.0
2018-07-13 19:00:00,7,0.0679611650485436,4.88434231937307,8.34218,0.07990594
2018-07-13 20:00:00,11,0.1067961165048543,4.843115753211609,17.96194,0.17204924
2018-07-13 21:00:00,16,0.1553398058252427,5.193203179675287,22.05317,0.21123725
2018-07-13 22:00:00,15,0.145631067961165,5.032292036993538,22.863148,0.21899566
2018-07-13 23:00:00,23,0.2233009708737864,5.3636880988969216,33.046047,0.31653303
2018-07-14 00:00:00,28,0.2718446601941747,6.089179324667093,32.052185,0.30701327
2018-07-14 01:00:00,35,0.3398058252427184,5.658404836387148,35.49715,0.340011
2018-07-14 02:00:00,42,0.4077669902912621,4.442481670544917,24.692398,0.23651722
2018-07-14 03:00:00,49,0.4757281553398058,4.4455675186975405,12.734049,0.12197365
2018-07-14 04:00:00,44,0.4271844660194174,4.965402742646626,20.311352,0.19455318
2018-07-14 05:00:00,33,0.3203883495145631,4.809960603602322,22.69158,0.2173523
2018-07-14 06:00:00,38,0.3689320388349514,5.585426485893147,20.563011,0.1969637
2018-07-14 07:00:00,65,0.6310679611650486,8.609164584651527,39.218323,0.37565443
2018-07-14 08:00:00,73,0.7087378640776699,10.307117474285423,59.913353,0.5738827
2018-07-14 09:00:00,46,0.4466019417475728,8.273926782523484,43.991474,0.42137426
2018-07-14 10:00:00,80,0.7766990291262136,8.548905674564594,60.366077,0.5782191
2018-07-14 11:00:00,91,0.883495145631068,7.220728190125756,45.172962,0.43269122
2018-07-14 12:00:00,84,0.8155339805825242,6.0422149375616545,37.186497,0.3561925
2018-07-14 13:00:00,65,0.6310679611650486,5.172991031055262,28.195118,0.27006817
2018-07-14 14:00:00,20,0.1941747572815534,5.31900453270982,27.471899,0.2631408
2018-07-14 15:00:00,0,0.0,4.659183360439122,29.856579,0.28598255
2018-07-14 16:00:00,1,0.0097087378640776,3.639755921908358,21.25103,0.20355392
2018-07-14 17:00:00,0,0.0,1.931695421569128,17.757463,0.17009065
2018-07-14 18:00:00,0,0.0,2.275882393317442,4.2936172,0.0411266
2018-07-14 19:00:00,0,0.0,2.5281836835922316,0.0,0.0
2018-07-14 20:00:00,3,0.029126213592233,3.898791029118073,3.1461895,0.030135915
2018-07-14 21:00:00,8,0.0776699029126213,4.030330336616393,3.6182563,0.034657627
2018-07-14 22:00:00,12,0.116504854368932,4.175650863746994,14.878202,0.14251152
2018-07-14 23:00:00,13,0.1262135922330097,3.8974516699997306,17.660004,0.16915712
2018-07-15 00:00:00,12,0.116504854368932,3.7252477715374535,9.003213,0.08623767
2018-07-15 01:00:00,7,0.0679611650485436,5.397041475016693,6.8852844,0.065951
2018-07-15 02:00:00,2,0.0194174757281553,3.432598233104331,0.0,0.0
2018-07-15 03:00:00,11,0.1067961165048543,4.502212740305141,18.59929,0.17815413
2018-07-15 04:00:00,10,0.0970873786407767,5.216691407171795,11.128691,0.10659665
2018-07-15 05:00:00,7,0.0679611650485436,5.199734256476857,16.860844,0.16150233
2018-07-15 06:00:00,5,0.0485436893203883,4.09246087782151,4.761396,0.04560724
2018-07-15 07:00:00,5,0.0485436893203883,2.6609211545824785,6.1825123,0.059219465
