window_index,horizon_start_hour,horizon_end_hour,executed_until_hour,initial_soc,soc_after_execution,planned_terminal_soc,objective,runtime_seconds,mip_gap,status
253,6072,6095,6095,1440.0,1440.0,1440.0,366.29456893787506,0.0007088184356689453,0.0,2
254,6096,6119,6119,1440.0,1440.0,1440.0,3062.150588349633,0.0009169578552246094,0.0,2
255,6120,6143,6143,1440.0,1440.0,1440.0,2839.237565540869,0.0009429454803466797,0.0,2
256,6144,6167,6167,1440.0,1440.0,1440.0,1657.9524590045698,0.0007710456848144531,0.0,2
257,6168,6191,6191,1440.0,1440.0,1440.0,1361.038323728002,0.0007498264312744141,0.0,2
258,6192,6215,6215,1440.0,1440.0,1440.0,2131.131844553205,0.0008559226989746094,0.0,2
259,6216,6239,6239,1440.0,1440.0,1440.0,4371.461247089868,0.0012340545654296875,0.0,2
260,6240,6263,6263,1440.0,1440.0,1440.0,549.2704222324274,0.0007159709930419922,0.0,2
261,6264,6287,6287,1440.0,1440.0,1440.0,1046.2711735050048,0.0008242130279541016,0.0,2
262,6288,6311,6311,1440.0,1440.0,1440.0,2422.9616500740317,0.0008969306945800781,0.0,2
263,6312,6335,6335,1440.0,1440.0,1440.0,3646.9419620056915,0.0011560916900634766,0.0,2
264,6336,6359,6359,1440.0,1440.0,1440.0,3101.9807081898125,0.0011470317840576172,0.0,2
265,6360,6383,6383,1440.0,1440.0,1440.0,2023.0580501363474,0.0010709762573242188,0.0,2
266,6384,6407,6407,1440.0,1440.0,1440.0,265.8276118262829,0.0007719993591308594,0.0,2
267,6408,6431,6431,1440.0,1440.0,1440.0,1310.8796553331774,0.0008730888366699219,0.0,2
268,6432,6455,6455,1440.0,1440.0,1440.0,2075.318205797841,0.0007910728454589844,0.0,2
269,6456,6479,6479,1440.0,1440.0,1440.0,1070.6080627360775,0.0008039474487304688,0.0,2
270,6480,6503,6503,1440.0,1440.0,1440.0,599.7808575186388,0.0007140636444091797,0.0,2
271,6504,6527,6527,1440.0,1440.0,1440.0,98.67129847364775,0.0005657672882080078,0.0,2
272,6528,6551,6551,1440.0,1440.0,1440.0,1.2850131255682657e-13,0.00021004676818847656,0.0,2
