best_val_cove,test_cove_dv_chronological_cove,test_teacher_cove,test_baseload_cove,test_cove_dv_chronological_improvement_vs_baseload_pct,test_teacher_improvement_vs_baseload_pct,test_final_soc_mean_pct,test_final_soc_max_pct
6.205726571701191,13.419881389976808,12.298490539397427,15.65528270007334,14.278894561808578,21.44191341022661,1.3745866332344874,90.38246154785156
